chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr2	10857	11040	3.197e-05	39	9.426e-07	0.008614	.	.	.
chr2	8993928	8994000	0.01098	8	0.000208	0.9922	MBOAT2	MBOAT2	HAVANA
chr19	18650557	18650756	0.0008338	25	0.0001129	0.6145	KLHL26	KLHL26	HAVANA
chr21	32802910	32802993	0.01226	4	0.0002444	0.9929	C21orf62-AS1,C21orf62	C21orf62-AS1,C21orf62	HAVANA,HAVANA
chr1	228626357	228626428	0.03794	6	0.001944	1	.	RNA5S6,RNA5S7,RNA5S8,RNA5S9,RNA5S10	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr6	31111454	31111455	0.03402	1	0.04598	1	C6orf15	C6orf15,PSORS1C1,CDSN	HAVANA,HAVANA,HAVANA
chr10	13746657	13746658	0.03294	1	0.001048	1	FRMD4A,AL157392.2	FRMD4A,AL157392.2	HAVANA,HAVANA
chr4	112356020	112356021	0.04307	1	0.5847	1	ALPK1	ALPK1,RTEL1P1	HAVANA,HAVANA
chr6	155495030	155495132	0.0272	4	0.0007841	1	.	.	.
chr1	232557118	232557195	0.02428	3	0.001336	1	SIPA1L2	SIPA1L2	HAVANA
chr13	33169493	33169522	0.000398	3	1.636e-06	0.09041	STARD13	STARD13	HAVANA
chr5	14926026	14926191	0.001213	5	1.57e-05	0.1477	.	.	.
chr18	45772289	45772358	0.001017	4	6.685e-06	0.1502	.	.	.
chr22	19779048	19779049	0.01686	1	0.0003915	1	TBX1	TBX1,GNB1L	HAVANA,HAVANA
chr2	174546914	174546915	0.02677	1	0.02334	1	.	AC010894.5,AC010894.3	HAVANA,HAVANA
chr5	2278970	2279071	0.01067	10	0.0003377	0.9964	.	.	.
chr1	12040574	12040632	0.01922	2	0.0004754	1	.	RN7SL649P	ENSEMBL
chr21	44454731	44454818	0.03235	4	0.00102	1	LRRC3-DT	LRRC3-DT,LRRC3	HAVANA,HAVANA
chr10	369478	369629	0.002121	22	9.697e-05	0.66	DIP2C	DIP2C	HAVANA
chr7	28855920	28855959	0.04727	4	0.001829	1	.	.	.
chr11	4821695	4821744	0.04665	3	0.001693	1	MMP26,OR51F2	MMP26,OR51F2	HAVANA,HAVANA
chr16	2037419	2037586	0.00656	6	7.35e-05	0.5226	SLC9A3R2	SLC9A3R2,NTHL1	HAVANA,HAVANA
chr13	113018733	113018842	0.01759	8	0.0004975	0.9995	MCF2L	MCF2L	HAVANA
chr9	137232616	137232632	0.03609	3	0.00946	1	SLC34A3	RNF224,SLC34A3	HAVANA,HAVANA
chr6	29667595	29667720	0.01661	3	0.0008044	1	MOG	MOG,ZFP57	HAVANA,HAVANA
chr7	134865680	134865725	0.000982	2	6.357e-06	0.2112	CALD1,AC083870.1	CALD1,AC083870.1	HAVANA,HAVANA
chr3	3038951	3038968	0.03686	3	0.04583	1	CNTN4	CNTN4,CNTN4-AS1	HAVANA,HAVANA
chr13	114100877	114100878	0.02967	1	0.01109	1	RASA3	RASA3	HAVANA
chr8	29721425	29721514	0.03386	3	0.001094	1	LINC00589	LINC00589	HAVANA
chr1	39387783	39387858	0.003205	2	3.443e-05	0.5375	MACF1	MACF1	HAVANA
chr3	197031194	197031291	0.02578	14	0.0007261	1	.	MELTF	HAVANA
chr6	17033312	17033322	0.01163	4	0.0002262	1	AL133405.1	AL133405.1	HAVANA
chr6	13372341	13372372	0.01272	4	0.0002586	1	GFOD1	GFOD1	HAVANA
chr17	41124013	41124015	0.01268	2	0.03972	1	KRTAP4-12	KRTAP4-12	HAVANA
chr1	43980209	43980531	0.006371	15	2.99e-05	0.1444	B4GALT2	ATP6V0B,B4GALT2	HAVANA,HAVANA
chr7	93484065	93484067	0.03547	2	0.08397	1	CALCR	CALCR,MIR653,MIR489	HAVANA,ENSEMBL,ENSEMBL
chr1	13707263	13707286	0.01362	4	0.0002857	1	PRDM2	PRDM2	HAVANA
chr11	120321905	120321906	0.005756	1	0.001012	1	.	POU2F3,TMEM136	HAVANA,HAVANA
chr3	42091490	42091555	0.006576	10	0.0008967	1	TRAK1	TRAK1	HAVANA
chr19	35691322	35691347	0.02841	12	0.04629	1	.	.	.
chr10	89327862	89327927	0.02102	2	0.01206	1	LIPA	LIPA,IFIT3	HAVANA,HAVANA
chr5	42757713	42757714	0.005025	1	6.626e-05	1	CCDC152	CCDC152	HAVANA
chr1	89407667	89407669	0.02921	2	0.0008746	1	.	GBP1P1	HAVANA
chr2	106310572	106310714	0.003548	10	7.323e-05	0.5795	.	.	.
chr3	53140103	53140104	0.03766	1	0.001288	1	.	.	.
chr15	96052948	96053251	2.285e-05	38	2.109e-06	0.01162	AC012409.2,AC024337.1	AC012409.2,AC024337.1	HAVANA,HAVANA
chr10	6205044	6205140	0.009398	3	0.0003917	0.9989	PFKFB3	PFKFB3,AL157395.1	HAVANA,HAVANA
chr2	238428953	238429107	0.02346	8	0.0006849	0.9994	ASB1	ASB1,AC016999.1	HAVANA,HAVANA
chr2	120934149	120934248	2.288e-06	10	9.238e-10	1.567e-05	GLI2	GLI2	HAVANA
chr6	16398962	16399022	0.04417	5	0.001648	1	ATXN1	ATXN1	HAVANA
chr3	4975904	4975945	0.04005	2	0.001415	1	BHLHE40-AS1	BHLHE40-AS1,BHLHE40	HAVANA,HAVANA
chr6	160974682	160974755	0.004042	3	4.799e-05	0.6685	AL139393.1	AL139393.1	HAVANA
chr13	42989211	42989212	0.01848	1	0.0004483	1	EPSTI1	EPSTI1	HAVANA
chr1	204997016	204997208	7.403e-07	13	6.518e-09	5.702e-05	NFASC	NFASC	HAVANA
chr22	49855162	49855261	0.01405	3	0.0013	1	ZBED4	AL117328.2,ZBED4	HAVANA,HAVANA
chr2	1564170	1564171	0.01228	1	0.001188	1	AC105450.1,AC141930.1	AC105450.1,AC141930.1	HAVANA,HAVANA
chr15	43493777	43493814	0.03373	3	0.001088	1	TP53BP1	TP53BP1	HAVANA
chr3	11568630	11569187	2.778e-06	47	1.21e-08	3.65e-05	VGLL4	VGLL4	HAVANA
chr3	157582443	157582541	0.003946	5	4.627e-05	0.5476	PQLC2L,AC084212.1	PQLC2L,AC084212.1	HAVANA,HAVANA
chr11	85719586	85719632	0.009174	3	0.0001596	0.9971	SYTL2	SYTL2	HAVANA
chr8	1389405	1389535	0.006952	12	0.0001841	0.9073	DLGAP2	DLGAP2	HAVANA
chr7	27364529	27364570	0.01802	2	0.0004315	1	AC004009.1	AC004009.1	HAVANA
chr14	24214485	24214533	0.01315	4	0.0007013	1	AL096870.3,MDP1,NEDD8-MDP1	AL136295.1,CHMP4A,AL096870.3,MDP1,NEDD8-MDP1,NEDD8	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr6	33320784	33321331	0.004325	32	0.0007299	0.8938	DAXX	ZBTB22,DAXX,SMIM40,AL662820.1	HAVANA,HAVANA,HAVANA,HAVANA
chr16	87715841	87715934	0.0274	7	0.001395	1	KLHDC4	KLHDC4	HAVANA
chr3	8531482	8531576	0.004709	3	6.012e-05	0.6585	LMCD1-AS1,LMCD1	LMCD1-AS1,LMCD1	HAVANA,HAVANA
chr19	4181771	4181936	0.01551	2	0.002383	1	AC016586.1	AC016586.1,ANKRD24	HAVANA,HAVANA
chr12	60269935	60269960	0.02846	8	0.01199	1	.	AC087883.2	HAVANA
chr16	68299791	68299883	0.001119	4	7.663e-06	0.1306	SLC7A6,SLC7A6OS	SLC7A6,SLC7A6OS	HAVANA,HAVANA
chr5	140863473	140863475	0.04209	2	0.2655	1	PCDHA1,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PCDHA10,PCDHA14	PCDHA1,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PCDHA10,PCDHA14,AC005609.4,PCDHA11	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr6	158515112	158515113	0.0373	1	0.265	1	.	TULP4,CACYBPP3	HAVANA,HAVANA
chr1	205672414	205672483	0.04941	8	0.001956	1	SLC45A3	SLC45A3	HAVANA
chr16	362344	362492	0.002227	10	2.914e-05	0.2816	.	MRPL28	HAVANA
chr1	117672945	117673023	0.0005916	6	2.913e-06	0.06081	.	.	.
chr5	181241547	181241629	0.02009	8	0.0005075	1	RACK1	RACK1,SNORD96A,SNORD95,AC008443.1	HAVANA,ENSEMBL,ENSEMBL,HAVANA
chr4	186554676	186554689	0.04587	3	0.08198	1	AC018709.1,MTNR1A	AC018709.1,MTNR1A	HAVANA,HAVANA
chr15	66706552	66706660	0.001324	10	3.638e-05	0.4321	SMAD6	SMAD6	HAVANA
chr2	240200808	240200833	0.004964	3	6.495e-05	0.9873	.	.	.
chr1	22286263	22286385	0.01386	13	0.0003896	0.9953	.	.	.
chr1	3557797	3557863	0.0464	8	0.001773	1	MEGF6	MEGF6,MIR551A	HAVANA,ENSEMBL
chr17	12663147	12663174	0.02943	2	0.0008832	1	.	MYOCD	HAVANA
chr12	2311558	2311637	0.01328	6	0.0002754	0.9971	CACNA1C	CACNA1C	HAVANA
chr1	110068237	110068334	0.009315	16	0.0002128	0.9749	STRIP1,ALX3	STRIP1,ALX3	HAVANA,HAVANA
chr2	85377243	85377331	0.02169	6	0.008967	1	ELMOD3	ELMOD3	HAVANA
chr4	646663	646834	0.02756	17	0.002727	1	PDE6B	PDE6B	HAVANA
chr21	14030603	14030669	0.02532	2	0.0007074	1	AP001347.1	AP001347.1	HAVANA
chr7	47501927	47502012	0.01226	4	0.0002446	0.992	TNS3	TNS3	HAVANA
chr10	125024268	125024269	0.03239	1	0.001022	1	CTBP2	CTBP2	HAVANA
chr3	112647434	112647470	0.0108	3	0.0002031	0.9999	CCDC80	CCDC80	HAVANA
chr8	41543186	41543358	0.01099	10	0.0005813	0.9966	AC009630.1,GINS4,AC009630.2	AC009630.1,GINS4,AC009630.2	HAVANA,HAVANA,HAVANA
chr6	37630456	37630489	0.01299	2	0.0002666	1	.	MDGA1	HAVANA
chr8	138723512	138723612	0.003	4	3.128e-05	0.4087	COL22A1	COL22A1	HAVANA
chr2	120912081	120912155	9.977e-05	6	2.108e-07	0.004773	GLI2	GLI2	HAVANA
chr1	8302592	8302645	0.02517	4	0.0007023	1	.	.	.
chr1	117093912	117093996	0.01202	6	0.0008052	1	TTF2	TTF2,MIR942	HAVANA,ENSEMBL
chr13	99308660	99308705	0.001518	4	1.185e-05	0.3574	UBAC2	UBAC2,GPR183	HAVANA,HAVANA
chr1	206839867	206839896	0.008747	6	0.000149	0.9998	IL19	IL19	HAVANA
chr20	1265405	1265457	0.0009865	3	6.407e-06	0.1869	RAD21L1	RAD21L1,SNPH	HAVANA,HAVANA
chr2	143229852	143229908	0.009418	4	0.000166	0.9931	ARHGAP15	ARHGAP15	HAVANA
chr3	59766625	59766646	0.04109	2	0.001472	1	FHIT	FHIT	HAVANA
chr6	71403817	71403818	0.0459	1	0.001744	1	AL136164.2,LINC00472	AL136164.2,LINC00472,MIR30A	HAVANA,HAVANA,ENSEMBL
chr15	20148051	20148187	0.01253	16	0.0008007	0.9999	.	AC087386.1,AC087386.2	HAVANA,HAVANA
chr2	95427194	95427356	0.01103	6	0.002976	1	.	.	.
chr12	28130827	28130970	0.0006899	12	1.223e-05	0.1338	.	CCDC91	HAVANA
chr10	114715492	114715539	0.0464	4	0.001772	1	ABLIM1	ABLIM1	HAVANA
chr2	174663615	174663698	0.003204	3	3.441e-05	0.5016	AC010894.3,WIPF1	AC010894.3,WIPF1	HAVANA,HAVANA
chr2	66495820	66495893	0.01268	4	0.000257	0.9973	MEIS1	MEIS1	HAVANA
chr12	89355026	89355157	0.00951	16	0.0002376	0.9525	AC010201.3	DUSP6,AC024909.1,AC010201.3	HAVANA,HAVANA,HAVANA
chr1	179808238	179808304	0.0004694	3	2.082e-06	0.0516	FAM163A	FAM163A	HAVANA
chr16	30747667	30747668	0.03468	1	0.001134	1	AC106886.2	AC106886.5,TMEM265,AC106886.2,PHKG2	HAVANA,HAVANA,HAVANA,HAVANA
chr7	159011123	159011124	0.00457	1	0.246	1	LINC00689	LINC00689	HAVANA
chr2	226796915	226796959	0.01853	4	0.0004504	1	IRS1	IRS1,AC010735.2	HAVANA,HAVANA
chr12	132835294	132835815	0.0001659	22	9.969e-08	0.0003214	CHFR,RNU6-327P	CHFR,RNU6-327P	HAVANA,ENSEMBL
chr10	103690214	103690305	0.02653	3	0.0007567	1	SH3PXD2A	SH3PXD2A	HAVANA
chr15	71801010	71801061	0.04029	2	0.004838	1	NR2E3	NR2E3	HAVANA
chr1	110069716	110069908	0.004348	20	0.0004872	0.9859	STRIP1,ALX3	STRIP1,ALX3	HAVANA,HAVANA
chr1	144717796	144717925	0.001951	11	3.163e-05	0.3376	FP700111.1	FP700111.1	HAVANA
chr15	81303970	81303993	0.01779	6	0.0004236	1	IL16,AC103858.1	IL16,AC103858.1	HAVANA,HAVANA
chr2	7209140	7209183	0.01746	4	0.0004121	1	.	.	.
chr4	5863884	5863993	0.006011	10	0.0006426	1	CRMP1	CRMP1	HAVANA
chr8	11770804	11770979	4.888e-05	13	1.124e-06	0.01073	NEIL2	NEIL2	HAVANA
chr2	172820547	172820564	0.03974	4	0.001397	1	RAPGEF4	RAPGEF4	HAVANA
chr7	142308186	142308285	0.01647	3	0.0003783	0.9984	.	TRBV3-1,TRBV4-1	HAVANA,HAVANA
chr8	41250024	41250094	0.01253	3	0.02047	1	.	.	.
chr7	157318552	157318713	0.01101	7	0.0002653	0.9372	.	.	.
chr12	34210778	34210779	0.03085	1	0.02624	1	AC140847.2	AC140847.2,RNA5SP357,DUX4L27	HAVANA,ENSEMBL,HAVANA
chr1	82813816	82813891	0.01869	3	0.000456	1	AL157944.1	AL157944.1	HAVANA
chr8	143334104	143334333	0.0009596	24	2.901e-05	0.1917	TOP1MT	TOP1MT	HAVANA
chr5	16937214	16937293	0.01699	10	0.0003962	0.9998	.	MYO10,RNU6-660P	HAVANA,ENSEMBL
chr10	111984226	111984292	0.007985	8	0.0004003	1	AL136119.1	AL136119.1	HAVANA
chr13	45976000	45976070	0.03673	3	0.001237	1	ZC3H13	ZC3H13	HAVANA
chr14	55448023	55448036	0.004644	2	5.9e-05	0.9995	TBPL2	TBPL2	HAVANA
chr3	14819048	14819049	0.03972	1	0.06212	1	FGD5	FGD5	HAVANA
chr21	44816436	44816473	0.0008642	6	5.27e-06	0.2128	SUMO3	SUMO3	HAVANA
chr10	5651353	5651529	0.0002368	10	1.61e-06	0.01525	ASB13	ASB13	HAVANA
chr20	31801673	31801786	0.0007021	9	4.891e-06	0.07013	TPX2	TPX2	HAVANA
chr15	39251943	39251995	0.02189	2	0.0005745	1	AC013652.1,C15orf54	AC013652.1,C15orf54	HAVANA,HAVANA
chr17	64782112	64782114	0.03921	2	0.1949	1	PLEKHM1P1	ARHGAP27P1-BPTFP1-KPNA2P3,AC103810.3,PLEKHM1P1,MIR6080	HAVANA,HAVANA,HAVANA,ENSEMBL
chr20	13788341	13788343	0.04505	2	0.001697	1	NDUFAF5	ESF1,NDUFAF5	HAVANA,HAVANA
chr11	123122419	123122568	0.0006217	11	9.783e-06	0.1044	CLMP	CLMP	HAVANA
chr11	112255447	112255521	0.0354	9	0.00117	1	PTS,PLET1	PTS,PLET1,AP002884.4	HAVANA,HAVANA,HAVANA
chr2	189527498	189527548	0.0001931	7	5.61e-07	0.01867	.	.	.
chr8	30169826	30169912	0.0003006	4	1.097e-06	0.02119	LEPROTL1,DCTN6	LEPROTL1,DCTN6	HAVANA,HAVANA
chr6	1100580	1100623	0.03512	6	0.001155	1	LINC01622,AL033381.1	LINC01622,AL033381.1	HAVANA,HAVANA
chr4	3233826	3233926	0.02874	7	0.001723	1	HTT	HTT	HAVANA
chr1	151995324	151995356	0.006008	3	8.612e-05	0.9891	AL450992.1	S100A10,AL450992.1	HAVANA,HAVANA
chr7	65717767	65717769	0.02962	2	0.02736	1	AC073107.1,INTS4P2	AC073107.1,INTS4P2	HAVANA,HAVANA
chr7	30694426	30694509	0.02213	4	0.0005832	1	CRHR2	CRHR2,INMT	HAVANA,HAVANA
chr14	20744472	20744560	0.008085	2	0.0001331	0.9212	.	EDDM3A	HAVANA
chr14	78986082	78986174	0.03301	4	0.001052	1	NRXN3	NRXN3	HAVANA
chr7	128364318	128364386	0.0262	2	0.0007427	1	.	PRRT4	HAVANA
chr1	6224936	6225017	0.006667	8	0.000274	0.9966	ICMT	RNF207,ICMT	HAVANA,HAVANA
chr19	18849098	18849539	0.002792	12	2.808e-06	0.01064	UPF1	UPF1	HAVANA
chr17	45169628	45169855	0.003708	24	0.0002889	0.8821	HEXIM2,AC138150.2	HEXIM2,AC138150.2	HAVANA,HAVANA
chr1	112403061	112403062	0.04478	1	0.001681	1	CTTNBP2NL	CTTNBP2NL	HAVANA
chr5	151912505	151912544	0.006809	5	0.0001039	0.9886	GLRA1	GLRA1	HAVANA
chr22	17982193	17982339	0.0007791	11	1.328e-05	0.1417	MICAL3	MICAL3,MIR648,AC016027.3	HAVANA,ENSEMBL,HAVANA
chr17	60151094	60151123	0.0205	6	5.512e-05	0.9589	CA4	CA4	HAVANA
chr11	61742568	61742636	0.006443	3	9.561e-05	0.9058	DAGLA	DAGLA,DKFZP434K028	HAVANA,HAVANA
chr12	49950661	49950693	0.02877	3	0.01717	1	.	AQP2,AC025154.2,AC025154.1	HAVANA,HAVANA,HAVANA
chr7	151237873	151238012	0.02033	5	0.004539	1	CHPF2	CHPF2,MIR671,SMARCD3,AC021097.1	HAVANA,ENSEMBL,HAVANA,HAVANA
chr1	221419434	221419436	0.03195	2	0.0009999	1	.	.	.
chr15	62698252	62698354	0.006562	5	9.832e-05	0.802	TLN2	TLN2	HAVANA
chr9	115063746	115063747	0.04355	1	0.01203	1	DEC1,TNC	DEC1,TNC	HAVANA,HAVANA
chr6	7417547	7417569	0.008664	4	0.0001469	1	RIOK1	RIOK1	HAVANA
chr21	41952767	41952896	0.0009336	12	1.501e-05	0.1776	C2CD2	C2CD2	HAVANA
chr19	44647218	44647562	0.003667	49	0.0002608	0.7202	AC243964.2,PVR	AC243964.2,PVR	HAVANA,HAVANA
chr7	1227534	1227680	0.002673	11	0.0002039	0.9043	.	.	.
chr10	86536732	86536932	0.001609	16	5.563e-05	0.3733	.	.	.
chr10	48634512	48634569	0.01216	4	0.0002415	0.9992	ARHGAP22	ARHGAP22	HAVANA
chr6	134170283	134170353	0.02736	10	3.035e-05	0.5173	SGK1	SGK1	HAVANA
chr13	43023127	43023279	0.001289	5	3.587e-05	0.3272	DNAJC15	DNAJC15	HAVANA
chr2	231402375	231402418	0.04839	2	0.001894	1	.	B3GNT7	HAVANA
chr15	78871842	78871843	0.03766	1	0.0004241	1	MORF4L1	MORF4L1	HAVANA
chr19	2189198	2189199	0.04849	1	0.0003348	1	DOT1L	DOT1L	HAVANA
chr1	158058043	158058126	0.0109	6	0.0002056	0.9844	KIRREL1	KIRREL1	HAVANA
chr12	103833740	103833771	0.03268	2	0.001035	1	NT5DC3	NT5DC3	HAVANA
chr15	78962024	78962025	0.03244	1	0.5382	1	RASGRF1	RASGRF1	HAVANA
chr6	30590561	30590563	0.03148	2	0.08546	1	ABCF1	ABCF1	HAVANA
chr5	173020060	173020061	0.03624	1	0.001212	1	ATP6V0E1	ATP6V0E1,SNORA74B	HAVANA,ENSEMBL
chr13	98217443	98217592	0.009901	14	0.0007116	0.9997	FARP1	FARP1	HAVANA
chr17	81187681	81187796	0.00054	8	4.914e-06	0.06927	.	PVALEF,CEP131	HAVANA,HAVANA
chr4	145680194	145680362	0.0001434	10	1.731e-06	0.01716	C4orf51	C4orf51	HAVANA
chr6	29436875	29436975	5.355e-05	13	8.476e-08	0.001423	OR11A1	OR5V1,OR11A1,OR10C1	HAVANA,HAVANA,HAVANA
chr17	65638366	65638420	0.009694	3	0.0001734	0.9955	AC004805.1,CEP112	AC004805.1,CEP112	HAVANA,HAVANA
chr13	112450569	112450663	0.009364	8	0.003201	1	.	.	.
chr10	4922495	4922523	0.04703	2	0.001812	1	.	.	.
chr2	240032833	240032923	0.03235	9	0.00102	1	.	OR6B2	HAVANA
chr5	1507624	1507740	0.004355	20	0.000132	0.8522	LPCAT1	LPCAT1,MIR6075	HAVANA,ENSEMBL
chr5	177498568	177498635	0.01321	5	0.0002732	0.9989	AC145098.1	PDLIM7,AC145098.1,DOK3	HAVANA,HAVANA,HAVANA
chr10	132597758	132597808	0.04031	9	0.005057	1	INPP5A	INPP5A	HAVANA
chr10	3538909	3538927	0.04135	6	0.002165	1	AL357833.1	AL357833.1	HAVANA
chr12	112192085	112192128	0.02823	3	0.0008297	1	HECTD4	HECTD4	HAVANA
chr22	23573386	23573432	0.03985	7	0.03902	1	AP000345.1,IGLL1	AP000345.1,IGLL1	HAVANA,HAVANA
chr11	43358230	43358296	0.02313	6	0.0006217	1	AC087276.2	AC087276.2,TTC17	HAVANA,HAVANA
chr3	536055	536190	0.01481	42	0.001404	1	AC087428.1,LINC01266	AC087428.1,LINC01266	HAVANA,HAVANA
chr3	24146088	24146203	0.01316	4	0.0004711	0.999	THRB	THRB	HAVANA
chr3	195804372	195804490	0.008706	6	0.0006343	0.9999	MUC4	MUC4	HAVANA
chr7	151736049	151736162	0.0006086	12	7.586e-06	0.1066	PRKAG2	PRKAG2	HAVANA
chr6	6824241	6824348	0.0009456	4	9.271e-06	0.1354	.	.	.
chr7	150433463	150433465	0.03853	2	0.001334	1	.	LINC00996	HAVANA
chr15	74606945	74607045	0.01237	5	0.0002478	0.9844	CLK3	CLK3	HAVANA
chr13	72317830	72317861	0.001044	4	6.934e-06	0.3132	.	.	.
chr15	32870657	32870721	0.01562	5	0.0003505	0.9999	FMN1	FMN1	HAVANA
chr2	149562476	149562514	0.01819	2	0.0004376	1	.	.	.
chr10	118246740	118246840	0.001842	10	1.546e-05	0.2287	AL354863.1	AL354863.1	HAVANA
chr11	128549359	128549451	0.003554	11	3.993e-05	0.5176	ETS1	ETS1	HAVANA
chr9	134768728	134768792	0.01228	6	0.003523	1	COL5A1	COL5A1,AL645768.1	HAVANA,HAVANA
chr5	54785765	54785839	0.007852	3	0.0001275	0.9446	.	.	.
chr9	20271208	20271209	0.0398	1	0.0014	1	.	.	.
chr21	45073374	45073375	0.02557	1	0.05278	1	SSR4P1	SSR4P1,ADARB1	HAVANA,HAVANA
chr3	61193288	61193289	0.02879	1	0.003755	1	FHIT	FHIT	HAVANA
chr17	19409712	19409719	0.01153	2	0.0002234	1	.	RNF112,AC004448.3	HAVANA,HAVANA
chr5	96235403	96235475	0.002913	4	2.991e-05	0.5024	AC104123.1	AC104123.1	HAVANA
chr6	45697948	45697950	0.02948	2	0.0008858	1	.	.	.
chr7	128270893	128270912	0.04013	4	0.0391	1	.	.	.
chr5	148202819	148202820	0.04806	1	0.001875	1	AC011346.1,SPINK6	AC011346.1,SPINK6	HAVANA,HAVANA
chr17	82201545	82201747	0.002515	17	0.0003468	0.9441	CCDC57	CCDC57	HAVANA
chr10	68957544	68957548	0.03787	4	0.03112	1	DDX21	DDX21	HAVANA
chr6	29447134	29447135	0.02907	1	0.0008681	1	OR11A1	OR11A1,AL645927.1	HAVANA,HAVANA
chr6	72784108	72784137	0.002769	4	2.774e-05	0.7995	KCNQ5	KCNQ5	HAVANA
chr20	63295342	63295433	0.02141	5	0.0005567	1	COL20A1	COL20A1	HAVANA
chr19	11198311	11198315	0.02289	2	0.0006126	1	.	KANK2,DOCK6	HAVANA,HAVANA
chr5	173323887	173324016	0.01886	6	0.0005294	0.999	STC2	STC2	HAVANA
chr6	3783111	3783195	0.0004023	6	1.661e-06	0.03266	.	.	.
chr5	140632128	140632130	0.03216	2	0.004227	1	CD14	CD14	HAVANA
chr19	51647294	51647296	0.02008	2	0.0001091	1	.	SIGLEC5,AC018755.2,SIGLEC14,RPL7P51	HAVANA,HAVANA,HAVANA,HAVANA
chr4	76645311	76645371	0.04033	3	0.001429	1	SHROOM3	SHROOM3	HAVANA
chr6	37878859	37878860	0.02799	1	0.0008192	1	ZFAND3	ZFAND3	HAVANA
chr13	51861829	51861913	0.0272	3	0.0007843	1	.	CCDC70	HAVANA
chr1	86702465	86702466	0.04592	1	0.001745	1	.	AL049597.2,SH3GLB1	HAVANA,HAVANA
chr9	110114854	110114927	0.03051	4	0.0009341	1	PALM2-AKAP2,AKAP2	PALM2-AKAP2,AKAP2	HAVANA,HAVANA
chr3	71129335	71129336	0.009339	1	0.0001636	1	FOXP1,AC097634.4	FOXP1,AC097634.4	HAVANA,HAVANA
chr13	26698555	26698557	0.03178	2	0.09073	1	AL159978.1	AL159978.1	HAVANA
chr3	63626359	63626422	0.01496	2	0.0003293	0.9998	.	.	.
chr7	52885565	52885566	0.005934	1	8.458e-05	1	.	.	.
chr2	46862831	46862833	0.04412	2	0.03117	1	.	LINC01119	HAVANA
chr10	98879143	98879144	0.03714	1	0.00126	1	HPSE2	HPSE2	HAVANA
chr8	11616453	11616549	0.006507	4	9.708e-05	0.8171	.	.	.
chr17	31509323	31509424	0.04165	7	0.001503	1	RAB11FIP4	RAB11FIP4	HAVANA
chr7	101754798	101755002	0.001761	18	2.081e-05	0.1575	.	.	.
chr19	20076422	20076530	0.03468	9	0.001481	1	.	ZNF90,AC006539.1	HAVANA,HAVANA
chr2	172204466	172204601	6.449e-05	6	2.12e-07	0.002635	AC104088.1	AC104088.1	HAVANA
chr16	6954223	6954380	0.01083	6	0.0004609	0.9928	RBFOX1	RBFOX1	HAVANA
chr11	61554648	61554743	0.0171	4	0.0003169	0.9963	SYT7	SYT7	HAVANA
chr2	102335777	102335987	0.0171	11	3.376e-05	0.2366	IL1RL1,IL18R1	IL1RL1,IL18R1	HAVANA,HAVANA
chr7	3761859	3761861	0.03737	2	0.001272	1	SDK1	SDK1	HAVANA
chr15	25797773	25797876	0.005329	4	7.206e-05	0.6912	ATP10A	ATP10A	HAVANA
chr16	88297142	88297270	0.0347	12	0.00142	1	AC138512.1	AC138512.1	HAVANA
chr8	3228922	3228996	0.000722	5	4.003e-06	0.08686	CSMD1	CSMD1	HAVANA
chr17	18221936	18221963	0.01753	2	0.0004147	1	.	LLGL1	HAVANA
chr9	4541724	4541809	0.02165	4	0.0005659	1	SLC1A1	SLC1A1	HAVANA
chr17	17792185	17792186	0.03682	1	0.08347	1	RAI1	RAI1	HAVANA
chr7	1819242	1819609	0.000704	23	4.293e-05	0.1784	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr6	1873035	1873368	0.0009776	12	2.417e-05	0.1148	GMDS	GMDS	HAVANA
chr14	24118415	24118472	0.02731	9	0.000789	1	DCAF11	NRL,DCAF11,AL136295.3	HAVANA,HAVANA,HAVANA
chr8	141267283	141267461	0.002391	20	0.0002118	0.8646	SLC45A4	SLC45A4	HAVANA
chr7	47180122	47180188	0.04846	8	0.001899	1	.	.	.
chr10	45515076	45515077	0.002394	1	2.25e-05	1	MARCH8	MARCH8	HAVANA
chr9	114587037	114587134	0.003042	3	3.186e-05	0.424	.	ATP6V1G1	HAVANA
chr3	151459816	151459818	0.003521	2	3.94e-05	1	.	IGSF10	HAVANA
chr12	104886350	104886418	0.0215	4	0.00056	1	SLC41A2	SLC41A2	HAVANA
chr21	8413408	8413422	0.01704	2	0.000694	1	FP236383.1	FP236383.1,FP236383.11	HAVANA,HAVANA
chr4	190028485	190028486	0.04751	1	0.001843	1	.	FRG2	HAVANA
chr19	1873501	1873593	0.009268	5	0.0006065	1	.	AC012615.1,AC012615.5,ABHD17A	HAVANA,HAVANA,HAVANA
