chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr7	43522490	43522621	0.005795	6	6.79e-05	0.5811	HECW1,LUARIS	HECW1,LUARIS	HAVANA,HAVANA
chr22	46362218	46362375	0.007131	9	8.15e-05	0.5818	CELSR1	TRMU,CELSR1	HAVANA,HAVANA
chr16	52547697	52547799	0.01119	6	5.31e-05	0.583	TOX3	TOX3,CASC16	HAVANA,HAVANA
chr13	98307460	98307591	0.006354	12	6.82e-05	0.5831	FARP1	FARP1	HAVANA
chr13	95641272	95641393	0.0101	10	6.31e-05	0.5835	DZIP1	DZIP1	HAVANA
chr6	168999529	168999705	0.006357	22	9.19e-05	0.5842	AL109924.4	AL109924.4	HAVANA
chr1	227775400	227775485	0.005769	13	4.44e-05	0.5845	SNAP47	SNAP47	HAVANA
chr20	52493429	52493519	0.006167	9	4.71e-05	0.5849	LINC01524,AL049765.1	LINC01524,AL049765.1	HAVANA,HAVANA
chr8	132893818	132893919	0.004603	11	5.29e-05	0.5854	TG	TG	HAVANA
chr1	228645113	228645250	0.003784	17	7.19e-05	0.586	.	RNA5S15,RNA5S16,RNA5S17,RNA5SP18,DUSP5P1	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,HAVANA
chr17	21397370	21397509	0.001739	13	7.31e-05	0.5864	KCNJ12	KCNJ12	HAVANA
chr4	15427891	15427950	0.004654	6	3.11e-05	0.5873	AC098829.1,C1QTNF7	AC098829.1,C1QTNF7	HAVANA,HAVANA
chr4	7885882	7885938	0.004502	5	2.95e-05	0.5874	AFAP1	AFAP1	HAVANA
chr11	20369170	20369310	0.007003	5	7.39e-05	0.5878	HTATIP2	HTATIP2	HAVANA
chr16	65783200	65783305	0.001348	9	5.59e-05	0.5908	.	.	.
chr10	26622217	26622258	0.001886	4	2.18e-05	0.5912	AL160287.1	AL160287.1	HAVANA
chr3	54698556	54698655	0.006687	5	5.28e-05	0.5915	CACNA2D3	CACNA2D3	HAVANA
chr8	15702058	15702110	0.004329	3	2.79e-05	0.5934	TUSC3	TUSC3	HAVANA
chr10	85238798	85238918	0.007097	10	6.43e-05	0.5936	.	.	.
chr4	176426415	176426483	0.005248	3	3.68e-05	0.5969	.	.	.
chr12	3381049	3381147	0.006703	3	5.3e-05	0.5971	.	PRMT8	HAVANA
chr17	1470436	1470526	0.006323	7	4.89e-05	0.5989	MYO1C	MYO1C	HAVANA
chr17	78880125	78880221	0.005932	7	5.25e-05	0.6011	TIMP2,CEP295NL	TIMP2,CEP295NL	HAVANA,HAVANA
chr6	166863089	166863230	0.006846	12	7.72e-05	0.6013	RPS6KA2,AL159163.1	RPS6KA2,AL159163.1	HAVANA,HAVANA
chr4	39480734	39480821	0.006215	12	4.78e-05	0.6023	LIAS,AC021148.1	LIAS,AC021148.1	HAVANA,HAVANA
chr1	9400755	9400835	0.005906	7	4.41e-05	0.604	.	.	.
chr6	169169645	169169747	0.002601	14	5.63e-05	0.6041	.	.	.
chr20	31473199	31473243	0.003964	6	2.43e-05	0.6049	DEFB124	DEFB124,REM1	HAVANA,HAVANA
chr6	42314390	42314481	0.005261	4	5.05e-05	0.6063	TRERF1	TRERF1	HAVANA
chr17	78041192	78041381	0.003618	17	0.0001049	0.6065	TNRC6C	TNRC6C	HAVANA
chr7	148707886	148707977	0.006486	5	5.06e-05	0.6069	CUL1	CUL1	HAVANA
chr2	10126822	10126940	0.002565	4	6.56e-05	0.6072	RRM2	RRM2	HAVANA
chr21	8256015	8256330	0.003684	93	0.0001762	0.6093	.	FP671120.5,RF00002	HAVANA,ENSEMBL
chr4	186500881	186501079	0.001971	27	0.0001108	0.6094	F11-AS1,AC018709.1	F11-AS1,AC018709.1,RNU6-1055P	HAVANA,HAVANA,ENSEMBL
chr3	8990680	8990949	0.01466	7	0.0001505	0.6094	SRGAP3	SRGAP3	HAVANA
chr12	76866729	76866823	0.006672	6	5.26e-05	0.6096	CSRP2	CSRP2	HAVANA
chr12	57193948	57194074	0.008807	8	7.06e-05	0.61	LRP1	LRP1,MIR1228	HAVANA,ENSEMBL
chr16	2798408	2798528	0.002604	17	6.78e-05	0.613	PRSS41	SNORA3C,PRSS41	ENSEMBL,HAVANA
chr6	45625922	45625946	0.002663	6	1.36e-05	0.6131	RUNX2	RUNX2	HAVANA
chr17	304616	304785	0.006829	16	9.56e-05	0.6132	RPH3AL	RPH3AL	HAVANA
chr3	39183404	39183454	0.004375	4	2.83e-05	0.6138	XIRP1	AC092053.4,XIRP1	HAVANA,HAVANA
chr5	166083757	166083826	0.005454	4	3.93e-05	0.6155	.	.	.
chr9	96852869	96852982	0.006606	4	6.44e-05	0.6158	ZNF782	ZNF782	HAVANA
chr8	143586660	143586768	0.006846	17	6.18e-05	0.6174	EEF1D	AC067930.5,EEF1D	HAVANA,HAVANA
chr16	81583229	81583318	0.006537	7	5.11e-05	0.6184	CMIP	CMIP	HAVANA
chr1	200671049	200671133	0.006269	4	4.84e-05	0.6202	AL445483.1	DDX59,AL445483.1	HAVANA,HAVANA
chr12	2586882	2586962	0.006082	5	4.63e-05	0.6213	CACNA1C	CACNA1C	HAVANA
chr17	7353006	7353143	0.005607	9	7.97e-05	0.6236	KCTD11,AC026954.3	ACAP1,KCTD11,AC026954.3,TMEM95	HAVANA,HAVANA,HAVANA,HAVANA
chr2	158686228	158686401	0.007966	10	0.0001006	0.6236	PKP4-AS1,AC005042.2	PKP4,PKP4-AS1,AC005042.2	HAVANA,HAVANA,HAVANA
chr22	36253031	36253145	0.006094	8	6.64e-05	0.6241	APOL1	APOL1	HAVANA
chr7	2116214	2116296	0.004953	11	4.82e-05	0.6275	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr1	114094840	114094914	0.005866	7	4.36e-05	0.6287	SYT6	SYT6	HAVANA
chr6	105601716	105601839	0.006237	4	7.27e-05	0.6293	.	.	.
chr4	7919063	7919221	0.008539	11	9.41e-05	0.6323	AFAP1	AFAP1	HAVANA
chr1	39638037	39638147	0.006214	5	6.57e-05	0.6331	HEYL	HEYL,AL035404.2	HAVANA,HAVANA
chr10	30626904	30627086	0.008186	11	0.0001096	0.6365	LYZL2	LYZL2	HAVANA
chr3	43765688	43765753	0.005449	5	3.92e-05	0.6367	.	.	.
chr7	30751018	30751149	0.006873	13	7.9e-05	0.6369	INMT	INMT,INMT-MINDY4	HAVANA,HAVANA
chr17	2181711	2181796	0.006572	8	5.15e-05	0.6386	SMG6	SMG6	HAVANA
chr12	8321436	8321607	0.003871	17	0.0001041	0.6405	AC092745.5,LINC00937,AC092745.2	AC092745.5,LINC00937,AC092745.2,AC092745.1	HAVANA,HAVANA,HAVANA,HAVANA
chr1	46549754	46549869	0.007344	5	7.01e-05	0.6408	MKNK1-AS1,KNCN	MKNK1-AS1,KNCN	HAVANA,HAVANA
chr19	33687465	33687586	0.007087	10	7.38e-05	0.6412	CHST8	CHST8	HAVANA
chr1	204287022	204287132	0.005824	4	6.74e-05	0.6429	PLEKHA6	PLEKHA6	HAVANA
chr17	61380012	61380037	0.002865	6	1.53e-05	0.643	BCAS3,AC005746.2	BCAS3,AC005746.2,AC005746.1	HAVANA,HAVANA,HAVANA
chr7	155214520	155214702	0.00901	9	0.0001118	0.6437	AC099552.5	AC099552.5	HAVANA
chr2	779098	779210	0.004834	18	6.88e-05	0.6438	.	LINC01115	HAVANA
chr8	66126745	66126835	0.006925	6	5.56e-05	0.6458	.	AC084082.1,TRIM55	HAVANA,HAVANA
chr9	136098966	136099073	0.007045	13	6.63e-05	0.6466	.	NACC2	HAVANA
chr10	96384580	96384757	0.005799	34	0.0001097	0.647	TLL2	TLL2	HAVANA
chr16	89343962	89344093	0.007795	13	8.15e-05	0.6481	ANKRD11	ANKRD11	HAVANA
chr18	13264573	13264705	0.00658	6	8.21e-05	0.6482	LDLRAD4	LDLRAD4	HAVANA
chr8	30575946	30576064	0.006844	6	7.37e-05	0.6499	.	RBPMS,GTF2E2	HAVANA,HAVANA
chr8	68917140	68917160	0.002535	4	1.25e-05	0.6506	LINC01592	LINC01592	HAVANA
chr8	102650035	102650127	0.00711	4	5.79e-05	0.6526	KLF10	KLF10	HAVANA
chr11	17828319	17828425	0.001821	7	6.69e-05	0.6537	KCNC1,SERGEF	KCNC1,SERGEF	HAVANA,HAVANA
chr13	28451686	28451796	0.006568	7	6.95e-05	0.654	FLT1	FLT1	HAVANA
chr3	23811284	23811415	0.007053	9	8.28e-05	0.6541	UBE2E1	UBE2E1-AS1,UBE2E1	HAVANA,HAVANA
chr6	31901149	31901345	0.003837	30	0.000124	0.6544	C2,ZBTB12	EHMT2,C2,ZBTB12	HAVANA,HAVANA,HAVANA
chr1	215005808	215005936	0.0003629	8	8.11e-05	0.6549	KCNK2	KCNK2	HAVANA
chr9	137545772	137545883	0.007348	8	7.1e-05	0.6584	PNPLA7	PNPLA7	HAVANA
chr7	2113965	2114053	0.006972	4	5.63e-05	0.6585	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr10	46019345	46019371	0.003065	6	1.67e-05	0.6598	NCOA4	NCOA4	HAVANA
chr10	75234048	75234166	0.0079	14	7.6e-05	0.661	COMTD1	VDAC2,COMTD1	HAVANA,HAVANA
chr11	1959090	1959164	0.006215	5	4.77e-05	0.6614	MRPL23	MRPL23	HAVANA
chr10	103800775	103800883	0.007087	7	6.97e-05	0.6619	SH3PXD2A	SH3PXD2A	HAVANA
chr3	46864532	46864630	0.007548	3	6.33e-05	0.6622	MYL3	MYL3	HAVANA
chr7	73831563	73831765	0.008423	23	0.0001308	0.6629	CLDN4	CLDN4,METTL27	HAVANA,HAVANA
chr5	138696582	138696639	0.005263	3	3.69e-05	0.663	CTNNA1	CTNNA1	HAVANA
chr1	34759725	34759798	0.006188	2	4.73e-05	0.6632	SMIM12,GJB4	SMIM12,GJB5,GJB4,AL121988.1	HAVANA,HAVANA,HAVANA,HAVANA
chr4	6105480	6105616	0.001028	19	8.86e-05	0.6654	C4orf50,JAKMIP1	C4orf50,JAKMIP1	HAVANA,HAVANA
chr15	48722619	48722681	0.005571	3	4.05e-05	0.6663	CEP152	CEP152,AC084757.1	HAVANA,HAVANA
chr1	1331088	1331195	0.005085	12	7.01e-05	0.6672	.	CPTP,TAS1R3,DVL1	HAVANA,HAVANA,HAVANA
chr4	154740777	154740869	0.00527	16	6.03e-05	0.6674	LRAT	LRAT	HAVANA
chr1	25484184	25484311	0.008186	10	8.33e-05	0.6678	MACO1	MACO1	HAVANA
chr11	35260468	35260501	0.003659	4	2.17e-05	0.668	SLC1A2	SLC1A2	HAVANA
chr12	114409001	114409319	0.01636	38	0.0002089	0.6683	TBX5-AS1	TBX5,TBX5-AS1	HAVANA,HAVANA
chr6	10415857	10416264	0.003607	10	0.0002683	0.6696	TFAP2A,TFAP2A-AS1	TFAP2A,TFAP2A-AS1	HAVANA,HAVANA
chr2	9914723	9914805	0.006811	4	5.42e-05	0.6707	TAF1B	TAF1B	HAVANA
chr6	16345403	16345480	0.00654	3	5.11e-05	0.6722	ATXN1	ATXN1	HAVANA
chr7	54757530	54757556	0.003163	3	1.74e-05	0.6746	SEC61G	SEC61G,AC074351.1	HAVANA,HAVANA
chr18	58047127	58047236	0.006698	8	7.29e-05	0.6747	NEDD4L	NEDD4L	HAVANA
chr12	57869379	57869494	0.005607	5	7.75e-05	0.6777	.	AC083805.1	HAVANA
chr1	12167647	12167769	0.00919	9	8.27e-05	0.6796	TNFRSF1B	MIR7846,TNFRSF1B	ENSEMBL,HAVANA
chr6	116060427	116060536	0.006734	8	7.39e-05	0.68	FRK	FRK	HAVANA
chr4	1300868	1300997	0.007086	10	8.77e-05	0.6807	MAEA	MAEA	HAVANA
chr2	71071753	71071823	0.006213	10	4.76e-05	0.6808	NAGK	NAGK,AC007881.3	HAVANA,HAVANA
chr12	49347024	49347235	0.004877	12	0.0001438	0.6819	DNAJC22	DNAJC22	HAVANA
chr5	14406567	14406700	0.002706	14	9.09e-05	0.6829	TRIO	TRIO	HAVANA
chr2	120912655	120912777	0.005295	17	8.37e-05	0.684	GLI2	GLI2	HAVANA
chr7	139753734	139753783	0.00494	5	3.38e-05	0.6863	HIPK2	HIPK2	HAVANA
chr6	312023	312196	0.004551	21	0.0001197	0.6874	DUSP22	DUSP22	HAVANA
chr12	56499887	56499972	0.007212	12	5.91e-05	0.689	.	.	.
chr11	18936208	18936282	0.006572	6	5.15e-05	0.6892	MRGPRX1,AC023078.5	MRGPRX1,AC023078.5	HAVANA,HAVANA
chr17	2390105	2390235	0.008744	12	9.04e-05	0.6892	MNT	MNT,AC006435.1	HAVANA,HAVANA
chr7	93910822	93910842	0.002707	6	1.4e-05	0.6901	GNGT1	GNGT1,AC002076.2	HAVANA,HAVANA
chr3	156551578	156551594	0.002337	4	1.12e-05	0.6908	SSR3	SSR3	HAVANA
chr8	1958176	1958342	0.00362	20	0.0001166	0.6926	AC019257.8,ARHGEF10,AC019257.9	AC019257.8,ARHGEF10,AC019257.9	HAVANA,HAVANA,HAVANA
chr5	113034449	113034500	0.005146	6	3.58e-05	0.6927	MCC	MCC	HAVANA
chr5	91183054	91183128	0.006642	2	5.23e-05	0.6947	LUCAT1	LUCAT1	HAVANA
chr2	239003834	239003913	0.001066	10	5.59e-05	0.6953	.	.	.
chr8	138723512	138723612	0.00817	4	7.09e-05	0.6961	COL22A1	COL22A1	HAVANA
chr16	4371444	4371509	0.001689	6	4.64e-05	0.6984	CORO7-PAM16,CORO7	CORO7-PAM16,CORO7,VASN	HAVANA,HAVANA,HAVANA
chr11	130413486	130413561	0.006766	4	5.37e-05	0.6997	ADAMTS8	ADAMTS8	HAVANA
chr10	131983823	131983909	0.007439	5	6.17e-05	0.7006	.	BNIP3,AL162274.1	HAVANA,HAVANA
chr14	89164656	89164734	0.006959	6	5.6e-05	0.7007	FOXN3	FOXN3	HAVANA
chr17	1029461	1029559	0.008134	6	7.05e-05	0.7012	ABR	ABR	HAVANA
chr4	41155008	41155070	0.005941	4	4.47e-05	0.7018	APBB2	APBB2	HAVANA
chr3	11610059	11610146	0.004098	7	6.27e-05	0.7018	VGLL4,AC022001.2	VGLL4,AC022001.2,AC022001.3	HAVANA,HAVANA,HAVANA
chr15	25797773	25797876	0.008434	4	7.42e-05	0.702	ATP10A	ATP10A	HAVANA
chr1	116569995	116570131	0.006687	15	9.84e-05	0.7035	CD58	CD58,IGSF3	HAVANA,HAVANA
chr11	70244874	70244995	0.008728	9	8.77e-05	0.7041	.	.	.
chr10	5477345	5477457	0.008099	8	8.16e-05	0.7058	.	.	.
chr1	156248151	156248220	0.003621	7	5.04e-05	0.7067	.	PMF1-BGLAP,BGLAP,PAQR6,SMG5	HAVANA,HAVANA,HAVANA,HAVANA
chr12	113875376	113875564	0.00996	9	0.0001382	0.709	RBM19	RBM19,AC009731.1	HAVANA,HAVANA
chr1	36387331	36387391	0.005906	5	4.42e-05	0.7095	.	STK40,LSM10	HAVANA,HAVANA
chr17	17185279	17185371	0.007936	6	6.8e-05	0.711	MPRIP,AC055811.1	MPRIP,AC055811.1,AC055811.4	HAVANA,HAVANA,HAVANA
chr15	73682836	73682897	0.005994	5	4.52e-05	0.7121	.	CD276	HAVANA
chr7	157411840	157411894	0.003121	5	4.01e-05	0.7129	DNAJB6	DNAJB6	HAVANA
chr2	111618278	111618366	0.007733	4	6.54e-05	0.7132	AC017002.6,AC017002.5,ANAPC1	AC017002.6,AC017002.5,ANAPC1	HAVANA,HAVANA,HAVANA
chr7	37444959	37445037	0.007131	3	5.81e-05	0.7141	ELMO1	ELMO1	HAVANA
chr16	29901746	29901935	0.003078	25	0.0001409	0.7142	ASPHD1	SEZ6L2,ASPHD1,KCTD13	HAVANA,HAVANA,HAVANA
chr1	117622914	117622940	0.01124	3	1.94e-05	0.7143	TENT5C	TENT5C	HAVANA
chr17	964469	964544	0.006957	5	5.6e-05	0.7144	NXN	NXN	HAVANA
chr9	127855242	127855354	0.007825	10	8.36e-05	0.7146	.	ENG	HAVANA
chr4	1202303	1202433	0.005284	11	9.73e-05	0.7157	SPON2	SPON2	HAVANA
chr7	130997452	130997505	0.00549	6	3.97e-05	0.7158	AC016831.7,LINC-PINT	AC016831.7,LINC-PINT	HAVANA,HAVANA
chr5	65126372	65126456	0.007524	9	6.3e-05	0.7161	.	RF00019	ENSEMBL
chr1	149240541	149240721	0.003984	18	0.000135	0.7164	AC245297.3,AC245297.1	AC245297.3,AC245297.1	HAVANA,HAVANA
chr13	45440491	45440553	0.006107	6	4.65e-05	0.7165	.	PPIAP25	HAVANA
chr11	128549359	128549489	0.00321	13	9.76e-05	0.7166	ETS1	ETS1	HAVANA
chr1	228619494	228619721	0.008386	43	0.0001704	0.7166	.	RNA5S3,RNA5S4,RNA5S5,RNA5S6,RNA5S7	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr6	108717112	108717238	0.00803	9	9.5e-05	0.7181	.	.	.
chr12	114699970	114700212	0.01243	27	0.0001832	0.7198	AC026765.2	AC026765.2	HAVANA
chr5	323682	323802	0.004941	15	9.12e-05	0.7208	AHRR,AHRR	AHRR,AHRR	HAVANA,HAVANA
chr14	101374348	101374483	0.008543	12	0.0001028	0.7216	.	.	.
chr3	150097203	150097264	0.006107	2	4.65e-05	0.7223	AC117386.2	AC117386.2	HAVANA
chr12	123632373	123632379	0.001261	4	4.58e-06	0.7228	EIF2B1	EIF2B1,GTF2H3	HAVANA,HAVANA
chr13	110512370	110512596	0.001584	11	0.0001731	0.7239	COL4A2	COL4A2,COL4A2-AS1	HAVANA,HAVANA
chr16	4788558	4788723	0.004103	12	0.0001267	0.7248	AC020663.4,SMIM22	SEPT12,AC020663.4,SMIM22	HAVANA,HAVANA,HAVANA
chr7	867126	867236	0.01427	16	8.48e-05	0.726	SUN1	SUN1	HAVANA
chr11	64207359	64207556	0.008268	28	0.0001519	0.7262	FERMT3	STIP1,FERMT3	HAVANA,HAVANA
chr11	442077	442151	0.006601	4	5.73e-05	0.7276	.	ANO9,RN7SL838P	HAVANA,ENSEMBL
chr5	122896946	122896991	0.005039	3	3.49e-05	0.7281	SNX24	SNX24	HAVANA
chr8	141150102	141150201	0.008646	7	7.69e-05	0.7287	DENND3	DENND3	HAVANA
chr15	85582968	85583052	0.007727	9	6.54e-05	0.7296	AKAP13	AKAP13,AC087286.3	HAVANA,HAVANA
chr13	48792050	48792121	0.0069	3	5.54e-05	0.7301	.	.	.
chr17	77351657	77351713	0.005897	4	4.4e-05	0.7328	SEPT9	SEPT9	HAVANA
chr6	143253987	143254078	0.008232	4	7.17e-05	0.734	AIG1	AIG1	HAVANA
chr13	20713849	20713946	0.008618	5	7.65e-05	0.7341	IL17D,AL512652.2	IL17D,AL512652.2	HAVANA,HAVANA
chr18	13502004	13502132	0.006486	7	0.0001012	0.7351	LDLRAD4	LDLRAD4,AP005131.2	HAVANA,HAVANA
chr3	156676935	156677000	0.006578	4	5.16e-05	0.7364	TIPARP	TIPARP-AS1,TIPARP	HAVANA,HAVANA
chr3	46876776	46876868	0.008353	4	7.31e-05	0.7368	MYL3	MYL3,PTH1R	HAVANA,HAVANA
chr21	33539819	33539891	0.007102	2	5.78e-05	0.7404	GART	GART,SON	HAVANA,HAVANA
chr9	109531427	109531505	0.007512	4	6.26e-05	0.7405	.	YBX1P6	HAVANA
chr10	71960592	71960663	0.007045	5	5.7e-05	0.7406	.	CHST3	HAVANA
chr10	110820316	110820431	0.0006881	8	9.26e-05	0.7415	RBM20	RBM20	HAVANA
chr6	41024031	41024108	0.007474	5	6.22e-05	0.7426	.	UNC5CL	HAVANA
chr16	50610412	50610465	0.005793	5	4.29e-05	0.743	NKD1,AC007608.1	NKD1,AC007608.1	HAVANA,HAVANA
chr2	37316616	37316673	0.006074	2	4.61e-05	0.7431	PRKD3	PRKD3	HAVANA
chr4	153223648	153223709	0.006389	4	4.96e-05	0.7447	TRIM2	TRIM2	HAVANA
chr4	152680177	152680316	0.007237	10	0.0001132	0.7454	.	TMEM154	HAVANA
chr10	132724626	132724701	0.007101	4	6.11e-05	0.7456	INPP5A	INPP5A	HAVANA
chr1	208232478	208232615	0.008718	4	0.0001117	0.7459	PLXNA2	PLXNA2	HAVANA
chr19	43593258	43593354	0.008753	8	7.85e-05	0.7468	IRGQ	L34079.1,IRGQ,ZNF576,SRRM5	HAVANA,HAVANA,HAVANA,HAVANA
chr1	26359188	26359277	0.008327	5	7.28e-05	0.7469	CRYBG2	CRYBG2,ZNF683	HAVANA,HAVANA
chr1	214872855	214872942	0.008184	6	7.12e-05	0.7469	.	GAPDHP24	HAVANA
chr4	6298106	6298221	0.0079	9	9.41e-05	0.7469	WFS1,AC116317.1	WFS1,AC116317.1	HAVANA,HAVANA
chr6	156658278	156658426	0.003898	9	0.0001212	0.7473	.	AL355297.1	HAVANA
chr7	149720549	149720632	0.007936	4	6.8e-05	0.7474	KRBA1	KRBA1	HAVANA
chr20	45823991	45824028	0.004588	6	3.04e-05	0.7484	TNNC2	TNNC2	HAVANA
chr10	97222532	97222646	0.008767	7	9.4e-05	0.7496	ARHGAP19-SLIT1,ARHGAP19	ARHGAP19-SLIT1,ARHGAP19	HAVANA,HAVANA
chr8	143326337	143326498	0.0001392	24	0.000133	0.7503	TOP1MT	TOP1MT	HAVANA
chr12	116983366	116983421	0.006008	3	4.55e-05	0.7507	FBXW8,AC127164.1	FBXW8,AC127164.1	HAVANA,HAVANA
chr17	82298095	82298171	0.007544	6	6.32e-05	0.7526	.	AC132872.1	HAVANA
chr6	36120582	36120648	0.006869	5	5.5e-05	0.7532	.	.	.
chr5	12574746	12574850	0.006343	27	8.67e-05	0.7534	LINC01194	AC106771.1,LINC01194	HAVANA,HAVANA
chr2	232551643	232551726	0.008062	10	6.94e-05	0.7547	EIF4E2	CHRNG,TIGD1,MIR5001,EIF4E2	HAVANA,HAVANA,ENSEMBL,HAVANA
chr3	128061152	128061190	0.004728	3	3.18e-05	0.7551	SEC61A1	SEC61A1,RUVBL1	HAVANA,HAVANA
chr10	103792648	103792744	0.008901	4	8.05e-05	0.7554	SH3PXD2A	SH3PXD2A	HAVANA
chr15	74789176	74789282	0.008958	7	8.92e-05	0.7568	CSK	CSK,MIR4513	HAVANA,ENSEMBL
chr1	61318311	61318402	0.008627	8	7.66e-05	0.7568	NFIA	NFIA	HAVANA
chr6	27262841	27262884	0.005182	2	3.62e-05	0.757	.	.	.
chr10	52057422	52057479	0.006246	6	4.81e-05	0.7574	PRKG1	PRKG1	HAVANA
chr19	795368	795514	0.002523	23	0.0001231	0.7575	.	PTBP1	HAVANA
chr15	41870499	41870572	0.007452	9	6.19e-05	0.7594	SPTBN5	SPTBN5,MIR4310	HAVANA,ENSEMBL
chr10	132938217	132938393	0.007909	14	0.0001496	0.7602	CFAP46	CFAP46	HAVANA
chr17	10064036	10064183	0.01131	10	0.0001254	0.7613	AC005747.1	AC005747.1	HAVANA
chr2	96251820	96251831	0.002077	4	9.41e-06	0.7622	TMEM127	TMEM127	HAVANA
chr16	84832495	84832604	0.002365	19	9.34e-05	0.7629	AC025280.3,CRISPLD2	AC025280.3,CRISPLD2,AC025280.1	HAVANA,HAVANA,HAVANA
chr9	133482399	133482491	0.008784	5	7.89e-05	0.7632	.	SLC2A6	HAVANA
chr20	5947419	5947516	0.009127	4	8.34e-05	0.7642	TRMT6	TRMT6,MCM8,AL035461.3	HAVANA,HAVANA,HAVANA
chr15	52093964	52093986	0.003355	6	1.9e-05	0.7652	AC023906.5	AC023906.5,AC023906.1	HAVANA,HAVANA
chr19	3655804	3655890	0.008434	7	7.42e-05	0.7653	PIP5K1C	PIP5K1C	HAVANA
chr1	232557118	232557232	0.007512	4	9.84e-05	0.7656	SIPA1L2	SIPA1L2	HAVANA
chr16	29636123	29636319	0.004998	17	0.0001698	0.7666	CA5AP1	CA5AP1	HAVANA
chr7	74043393	74043529	0.006011	8	0.0001181	0.7675	ELN	ELN	HAVANA
chr19	939596	939693	0.009229	22	8.49e-05	0.7701	ARID3A	ARID3A	HAVANA
chr2	144389807	144389993	0.007935	36	0.0001628	0.7702	ZEB2	ZEB2	HAVANA
chr12	121277031	121277142	0.009382	6	9.73e-05	0.7707	CAMKK2	CAMKK2	HAVANA
chr9	14307166	14307299	0.00424	8	0.0001168	0.7712	NFIB	NFIB	HAVANA
chr11	303952	304039	0.007825	9	7.64e-05	0.7714	AC136475.6	IFITM5,AC136475.6,IFITM2	HAVANA,HAVANA,HAVANA
chr16	75193067	75193262	0.003531	20	0.0001717	0.7722	AC009078.1	AC009078.1	HAVANA
chr12	110556079	110556104	0.003703	3	2.2e-05	0.7725	PPTC7	PPTC7	HAVANA
chr3	12953350	12953515	0.007127	14	0.0001455	0.7727	IQSEC1	IQSEC1	HAVANA
chr9	133863397	133863511	0.01005	10	0.0001008	0.7737	VAV2	VAV2	HAVANA
chr12	116318270	116318377	0.01011	5	9.56e-05	0.777	.	.	.
chr6	44071952	44071961	0.001876	4	8.04e-06	0.7772	AL109615.3,AL109615.2	AL109615.3,AL109615.2	HAVANA,HAVANA
chr14	102893711	102893857	0.004601	13	0.0001309	0.7783	TRAF3	TRAF3	HAVANA
chr3	5426333	5426391	0.006643	3	5.23e-05	0.78	.	.	.
chr17	28467790	28467924	0.008408	20	0.0001208	0.7801	AC005726.1,RPS7P1	AC005726.1,RPS7P1	HAVANA,HAVANA
chr6	30611783	30611875	0.009103	3	8.31e-05	0.7806	PPP1R10	PPP1R10	HAVANA
chr17	4187188	4187255	0.007348	3	6.06e-05	0.7811	CYB5D2,ANKFY1	CYB5D2,ANKFY1,RF00019	HAVANA,HAVANA,ENSEMBL
chr1	41364489	41364544	0.006421	2	4.99e-05	0.782	FOXO6	FOXO6	HAVANA
chr8	52389175	52389299	0.002224	8	0.0001125	0.7821	ST18	ST18	HAVANA
chr10	43130937	43131115	0.005935	22	0.0001615	0.7823	.	RET	HAVANA
chr13	48302467	48302550	0.008543	3	7.56e-05	0.7836	RB1-DT	RB1-DT,RB1	HAVANA,HAVANA
chr13	110185705	110185842	0.01055	10	0.000125	0.7839	COL4A1	COL4A1	HAVANA
chr16	55487223	55487251	0.004091	8	2.56e-05	0.7842	MMP2,AC007336.3	MMP2,AC007336.3	HAVANA,HAVANA
chr10	91632113	91632208	0.009386	3	8.7e-05	0.7851	PPP1R3C	PPP1R3C	HAVANA
chr12	25719032	25719196	0.01114	6	0.0001501	0.7851	.	.	.
chr7	151632922	151633087	0.004443	22	0.0001513	0.7857	PRKAG2	PRKAG2	HAVANA
chr13	114010842	114010960	0.006483	17	0.0001086	0.7869	RASA3	RASA3	HAVANA
chr10	179152	179228	0.02657	5	7e-05	0.7871	ZMYND11	ZMYND11	HAVANA
chr9	136742060	136742216	0.01222	13	0.0001447	0.7895	LCN10,AL355987.1	LCN10,AL355987.1,LCN6,MIR6722	HAVANA,HAVANA,HAVANA,ENSEMBL
chr18	74155066	74155157	0.009208	7	8.45e-05	0.79	TIMM21	TIMM21	HAVANA
chr3	23548562	23548604	0.005434	2	3.9e-05	0.7901	UBE2E2	UBE2E2	HAVANA
chr6	151349242	151349339	0.00966	5	9.03e-05	0.7908	AKAP12	AKAP12	HAVANA
chr21	43720922	43721052	0.009285	8	0.0001211	0.7909	PDXK	PDXK	HAVANA
chr7	78040699	78040741	0.02285	8	3.92e-05	0.7913	MAGI2	MAGI2	HAVANA
chr5	17224751	17224848	0.009689	4	9.09e-05	0.7929	BASP1	BASP1	HAVANA
chr10	48448857	48448879	0.003555	5	2.06e-05	0.793	ARHGAP22	AC016397.2,ARHGAP22	HAVANA,HAVANA
chr2	43123269	43123358	0.009127	6	8.35e-05	0.7931	LINC02580	LINC02580	HAVANA
