chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr7	1857110	1857258	0.00429	16	3.38e-05	0.3186	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr2	868762	868853	0.00398	13	2.1e-05	0.321	.	LINC01115	HAVANA
chr2	30665026	30665109	0.01015	5	1.93e-05	0.323	.	.	.
chr2	3465611	3465709	0.005625	14	2.28e-05	0.3234	TRAPPC12	TRAPPC12	HAVANA
chr5	2915071	2915164	0.006143	12	2.24e-05	0.3321	.	.	.
chr21	43757661	43757796	0.001293	16	3.29e-05	0.3358	PDXK	PDXK	HAVANA
chr20	58467284	58467405	0.00698	9	2.99e-05	0.3397	APCDD1L	APCDD1L	HAVANA
chr2	9953311	9953366	0.008018	4	1.4e-05	0.3482	GRHL1	AC010969.3,GRHL1	HAVANA,HAVANA
chr15	65245626	65245714	0.002612	5	2.24e-05	0.3484	PARP16	PARP16	HAVANA
chr17	78224487	78224638	0.006258	15	3.9e-05	0.3518	BIRC5	BIRC5	HAVANA
chr1	17561609	17561641	0.005489	3	8.29e-06	0.3529	ARHGEF10L	ARHGEF10L	HAVANA
chr16	49600795	49600900	0.01322	10	2.82e-05	0.3626	ZNF423	ZNF423	HAVANA
chr6	42131654	42131716	0.00923	5	1.68e-05	0.3662	C6orf132	C6orf132	HAVANA
chr7	101240813	101240874	0.009184	5	1.67e-05	0.3684	FIS1	CLDN15,FIS1	HAVANA,HAVANA
chr12	8953980	8953992	0.002766	4	3.29e-06	0.3694	KLRG1	M6PR,KLRG1	HAVANA,HAVANA
chr10	121504981	121505075	0.01278	6	2.59e-05	0.37	FGFR2	FGFR2	HAVANA
chr9	128339861	128339964	0.01381	8	2.86e-05	0.3723	.	SLC27A4,TMSB4XP4	HAVANA,HAVANA
chr19	611070	611171	0.01392	6	2.91e-05	0.3834	HCN2	HCN2	HAVANA
chr11	120512945	120513044	0.01386	5	2.88e-05	0.3864	GRIK4	GRIK4	HAVANA
chr1	77546056	77546130	0.01118	5	2.19e-05	0.3923	AK5	AK5	HAVANA
chr7	117673665	117673736	0.01092	7	2.13e-05	0.3959	CFTR	CFTR	HAVANA
chr3	52040156	52040215	0.002815	6	1.78e-05	0.397	.	.	.
chr5	123098446	123098584	0.00617	12	4.37e-05	0.4123	PRDM6	PRDM6	HAVANA
chr11	62575305	62575403	0.003022	8	3.12e-05	0.4142	AP002990.1,TUT1	EEF1G,AP002990.1,TUT1	HAVANA,HAVANA,HAVANA
chr10	21529077	21529133	0.009646	6	1.81e-05	0.4182	MLLT10	SKIDA1,MLLT10,AL358780.1	HAVANA,HAVANA,HAVANA
chr11	11156326	11156415	0.01385	7	2.87e-05	0.4186	AC111188.1	AC111188.1	HAVANA
chr15	69296648	69296693	0.008241	4	1.46e-05	0.4203	AC026992.2	AC026992.2,AC026992.1,PAQR5	HAVANA,HAVANA,HAVANA
chr8	96590410	96590469	0.01013	4	1.92e-05	0.4206	SDC2	SDC2	HAVANA
chr4	1231624	1231726	0.01734	5	3.57e-05	0.4443	CTBP1	CTBP1	HAVANA
chr7	131013191	131013290	0.01658	5	3.68e-05	0.4646	AC016831.7,LINC-PINT	AC016831.7,LINC-PINT	HAVANA,HAVANA
chr9	108002687	108002769	0.01457	3	3.08e-05	0.4682	.	.	.
chr7	101912879	101912926	0.009643	9	1.8e-05	0.4748	CUX1	CUX1	HAVANA
chr12	127146198	127146268	0.01326	7	2.7e-05	0.4771	AC079949.4,AC079949.1	AC079949.4,AC079949.1,AC079949.6,AC079949.2,AC079949.7	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr6	41100927	41101048	0.006985	21	4.68e-05	0.4776	AL031778.1,ADCY10P1	OARD1,NFYA,AL031778.1,ADCY10P1	HAVANA,HAVANA,HAVANA,HAVANA
chr2	39736714	39736779	0.01276	6	2.58e-05	0.4861	THUMPD2	THUMPD2	HAVANA
chr11	10454664	10454702	0.008483	6	1.51e-05	0.4872	AMPD3	AMPD3	HAVANA
chr11	78464143	78464247	0.01228	8	4.3e-05	0.5007	NARS2	NARS2	HAVANA
chr17	82787293	82787436	0.01872	18	5.98e-05	0.5046	TBCD	TBCD	HAVANA
chr7	73975224	73975340	0.004975	26	4.89e-05	0.5077	.	.	.
chr4	908286	908373	0.0114	12	3.76e-05	0.516	GAK	GAK	HAVANA
chr14	104478093	104478123	0.03157	3	1.3e-05	0.5161	TMEM179	TMEM179	HAVANA
chr1	9127625	9127727	0.01876	7	4.43e-05	0.5176	GPR157	GPR157	HAVANA
chr5	7289571	7289698	0.01756	25	5.53e-05	0.5187	.	AC091951.2,AC091951.3	HAVANA,HAVANA
chr5	58360582	58360626	0.01015	2	1.93e-05	0.521	.	.	.
chr12	124549196	124549332	0.002819	13	6.09e-05	0.5289	NCOR2	NCOR2	HAVANA
chr10	5477345	5477434	0.01774	7	4.04e-05	0.5331	.	.	.
chr3	39501330	39501352	0.00625	4	1e-05	0.5355	MOBP,AC092058.1	MOBP,AC092058.1	HAVANA,HAVANA
chr16	88766271	88766402	0.006723	22	5.99e-05	0.5362	PIEZO1	PIEZO1	HAVANA
chr1	170669666	170669768	0.009038	8	4.69e-05	0.5384	PRRX1	PRRX1,Z97200.1	HAVANA,HAVANA
chr2	235507170	235507262	0.002665	10	4.36e-05	0.5488	AGAP1,AGAP1-IT1	AGAP1,AGAP1-IT1	HAVANA,HAVANA
chr1	2585078	2585166	0.01858	7	4.32e-05	0.5614	.	AL139246.3,PRXL2B	HAVANA,HAVANA
chr6	10395680	10395723	0.01089	5	2.12e-05	0.5627	TFAP2A	TFAP2A	HAVANA
chr1	181011810	181011881	0.0161	6	3.54e-05	0.5671	STX6	STX6	HAVANA
chr1	26471052	26471130	0.01727	7	3.89e-05	0.5674	DHDDS	DHDDS,AL513365.2,HMGN2	HAVANA,HAVANA,HAVANA
chr16	30115259	30115349	0.01904	8	4.51e-05	0.5694	MAPK3	GDPD3,AC012645.2,AC012645.4,MAPK3	HAVANA,HAVANA,HAVANA,HAVANA
chr13	99307352	99307357	0.00228	2	2.56e-06	0.5762	UBAC2,GPR183	UBAC2,GPR183	HAVANA,HAVANA
chr2	165957201	165957296	0.01932	20	4.88e-05	0.5782	SCN1A-AS1	TTC21B,SCN1A-AS1	HAVANA,HAVANA
chr16	67163267	67163377	0.01854	28	5.83e-05	0.5895	FBXL8	TRADD,FBXL8,AC074143.2,HSF4	HAVANA,HAVANA,HAVANA,HAVANA
chr10	5534706	5534800	0.01813	5	5.11e-05	0.5988	.	.	.
chr2	149320499	149320646	0.01088	15	8.19e-05	0.6078	FAM8A3P	FAM8A3P	HAVANA
chr2	74416101	74416196	0.02115	8	5.3e-05	0.6081	AC005041.1,C2orf81,AC005041.4	AC005041.1,AC005041.2,C2orf81,AC005041.4,HMGA1P8	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr15	76116008	76116159	0.007133	6	8.51e-05	0.6119	TMEM266	TMEM266	HAVANA
chr13	113483853	113483946	0.01096	6	5.39e-05	0.6225	DCUN1D2	DCUN1D2,RNU1-16P	HAVANA,ENSEMBL
chr6	166488172	166488238	0.0005305	6	3.86e-05	0.6258	RPS6KA2	RPS6KA2	HAVANA
chr17	17779274	17779413	0.007583	7	8.2e-05	0.629	RAI1,SMCR5	RAI1,SMCR5,AC122129.2	HAVANA,HAVANA,HAVANA
chr1	107480669	107480808	0.01524	32	8.32e-05	0.634	NTNG1	NTNG1	HAVANA
chr19	2128301	2128394	0.02223	6	5.67e-05	0.6406	AP3D1	AP3D1	HAVANA
chr1	116569995	116570131	0.009819	15	8.46e-05	0.6482	CD58	CD58,IGSF3	HAVANA,HAVANA
chr16	19838121	19838193	0.0103	4	4.54e-05	0.6534	IQCK	IQCK	HAVANA
chr3	23992458	23992528	0.01884	4	4.45e-05	0.6563	.	.	.
chr5	168992337	168992429	0.006538	3	5.93e-05	0.6612	SLIT3	SLIT3,AC011389.2	HAVANA,HAVANA
chr19	2546879	2547032	0.002294	17	9.89e-05	0.6623	GNG7	GNG7	HAVANA
chr10	52057422	52057479	0.01662	6	3.7e-05	0.6639	PRKG1	PRKG1	HAVANA
chr16	54283422	54283503	0.0211	5	5.26e-05	0.6642	IRX3	IRX3,AC018553.2	HAVANA,HAVANA
chr8	143367851	143367945	0.02364	10	6.14e-05	0.6662	RHPN1-AS1	RHPN1-AS1,RHPN1	HAVANA,HAVANA
chr10	130300666	130300776	0.003011	8	7.26e-05	0.6698	LINC02646	LINC02646	HAVANA
chr8	127481179	127481281	0.008175	4	6.79e-05	0.6733	CASC8	CASC8	HAVANA
chr7	218096	218174	0.009518	6	5.25e-05	0.6768	FAM20C	FAM20C	HAVANA
chr8	79360893	79360964	0.02015	4	4.87e-05	0.6841	.	.	.
chr3	113254618	113254717	0.02634	6	7.21e-05	0.7056	BOC	BOC	HAVANA
chr7	2249390	2249463	0.01785	7	5.36e-05	0.7088	NUDT1	NUDT1,SNX8	HAVANA,HAVANA
chr4	1041630	1041720	0.02485	9	6.62e-05	0.7096	.	.	.
chr19	617267	617413	0.007257	21	0.0001094	0.7159	POLRMT	HCN2,POLRMT	HAVANA,HAVANA
chr12	132835721	132835779	0.002245	6	4.43e-05	0.7225	CHFR	CHFR,RNU6-327P	HAVANA,ENSEMBL
chr12	132192162	132192290	0.006372	27	9.89e-05	0.7268	.	LINC02361,AC138466.1,GALNT9	HAVANA,HAVANA,HAVANA
chr20	58868884	58869005	0.03038	9	9.67e-05	0.7389	GNAS,AL121917.1	GNAS,AL121917.1	HAVANA,HAVANA
chr12	132287197	132287285	0.009025	14	7.15e-05	0.7444	GALNT9	GALNT9,AC148477.4	HAVANA,HAVANA
chr7	132933007	132933103	0.0208	6	7.82e-05	0.7454	CHCHD3	CHCHD3	HAVANA
chr1	148328970	148329063	0.01089	12	7.6e-05	0.7468	LINC01138,AC245100.1	LINC01138,AC245100.1,RF00019	HAVANA,HAVANA,ENSEMBL
chr5	132389593	132389683	0.02688	7	7.42e-05	0.7497	SLC22A5	SLC22A5	HAVANA
chr8	37546956	37547022	0.02188	3	5.55e-05	0.7568	LINC01605	LINC01605	HAVANA
chr14	21042155	21042227	0.004711	6	6.09e-05	0.7582	NDRG2	NDRG2,RNASE7	HAVANA,HAVANA
chr6	27541769	27541852	0.02607	18	7.1e-05	0.7624	.	.	.
chr13	29497414	29497468	0.01937	4	4.63e-05	0.7632	MTUS2	MTUS2	HAVANA
chr18	47748161	47748209	0.01808	4	4.14e-05	0.7652	.	.	.
chr22	38985424	38985448	0.01079	2	2.08e-05	0.7668	APOBEC3A,APOBEC3B	APOBEC3A,APOBEC3B	HAVANA,HAVANA
chr1	207863870	207863943	0.0242	4	6.38e-05	0.7695	MIR29B2CHG	MIR29B2CHG	HAVANA
chr17	57750645	57750773	0.01015	9	0.0001124	0.7713	.	.	.
chr15	76311713	76311774	0.02129	6	5.36e-05	0.7715	.	ETFA	HAVANA
chr1	109273621	109273712	0.02827	8	8.02e-05	0.7724	CELSR2	CELSR2	HAVANA
chr11	126291025	126291078	0.01961	8	4.7e-05	0.7742	TIRAP	TIRAP,AP001318.1,AP001318.2	HAVANA,HAVANA,HAVANA
chr2	84435474	84435556	0.02651	5	7.28e-05	0.775	SUCLG1	SUCLG1	HAVANA
chr5	850572	850659	0.01913	7	7.77e-05	0.7771	ZDHHC11,BRD9	ZDHHC11,BRD9	HAVANA,HAVANA
chr17	50189696	50189784	0.004481	3	8.11e-05	0.7872	COL1A1	COL1A1	HAVANA
chr1	44250305	44250394	0.03232	12	8.2e-05	0.7873	ERI3	ERI3	HAVANA
chr10	126384140	126384181	0.01147	6	3.91e-05	0.7985	ADAM12	ADAM12	HAVANA
chr14	94770993	94771082	0.01563	12	8.56e-05	0.8014	AL121612.2	GSC,AL121612.2	HAVANA,HAVANA
chr14	96424113	96424236	0.02419	8	0.0001197	0.805	AK7,PEBP1P1	AK7,PEBP1P1	HAVANA,HAVANA
chr12	54010531	54010605	0.02646	6	7.25e-05	0.8073	AC012531.3,HOXC6,HOXC8	AC012531.3,HOXC6,HOXC8	HAVANA,HAVANA,HAVANA
chr1	33334552	33334620	0.02511	7	6.72e-05	0.8099	AL513327.1,PHC2	AL513327.1,PHC2,MIR3605,RN7SKP16	HAVANA,HAVANA,ENSEMBL,ENSEMBL
chr20	51492837	51492900	0.02393	6	6.26e-05	0.8117	NFATC2	NFATC2	HAVANA
chr4	4333457	4333546	0.03044	7	8.89e-05	0.8131	AC105415.1	AC105415.1	HAVANA
chr2	30992923	30993020	0.02149	20	9.73e-05	0.8145	GALNT14	GALNT14,AC009305.1	HAVANA,HAVANA
chr12	6180670	6180719	0.02037	5	4.98e-05	0.8185	.	.	.
chr10	22477118	22477180	0.01837	12	6.32e-05	0.8197	AL513128.3,AL513128.2	AL513128.3,AL513128.2	HAVANA,HAVANA
chr17	43258236	43258413	0.006232	7	0.0001815	0.8214	CCDC200	CCDC200	HAVANA
chr22	45934888	45934987	0.03326	9	0.0001017	0.8219	WNT7B	WNT7B	HAVANA
chr6	24534995	24535087	0.03213	6	9.71e-05	0.8302	ALDH5A1	ALDH5A1	HAVANA
chr20	36146500	36146613	0.0163	5	0.0001206	0.8336	EPB41L1	EPB41L1,AL121895.1	HAVANA,HAVANA
chr17	53949970	53950060	0.03208	7	9.67e-05	0.8354	AC034268.2	AC034268.2,AC023934.1	HAVANA,HAVANA
chr13	46556492	46556581	0.01839	5	9.59e-05	0.8364	LRCH1	LRCH1	HAVANA
chr15	96334072	96334172	0.03547	10	0.0001115	0.8463	NR2F2	NR2F2,MIR1469	HAVANA,ENSEMBL
chr12	132459235	132459316	0.02077	16	9.04e-05	0.8465	AC079031.1	AC079031.1,AC079031.2	HAVANA,HAVANA
chr6	163631120	163631216	0.03491	9	0.0001089	0.8512	.	.	.
chr15	98525772	98525873	0.03388	18	0.0001227	0.87	FAM169B	FAM169B	HAVANA
chr17	83087619	83087713	0.02029	10	0.0001159	0.8739	METRNL	METRNL	HAVANA
chr1	228637433	228637513	0.007235	18	9.87e-05	0.8742	.	RNA5S11,RNA5S12,RNA5S13,RNA5S14,RNA5S15	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr8	122862795	122862923	0.006141	17	0.0001584	0.875	ZHX2	ZHX2	HAVANA
chr4	55157644	55157755	0.02356	14	0.0001378	0.8758	.	AC021220.2	HAVANA
chr11	73312992	73313037	0.02223	5	5.67e-05	0.8795	ARHGEF17	AP002761.3,ARHGEF17	HAVANA,HAVANA
chr15	100726218	100726302	0.03439	4	0.0001067	0.8815	AC087762.1	AC087762.1	HAVANA
chr3	45079080	45079123	0.0318	6	5.5e-05	0.8834	.	CDCP1	HAVANA
chr14	99391783	99391854	0.03126	9	9.27e-05	0.8885	.	.	.
chr2	120470123	120470197	0.03212	6	9.7e-05	0.8894	.	LINC01101	HAVANA
chr5	14418062	14418132	0.03222	3	9.75e-05	0.9036	TRIO	TRIO	HAVANA
chr8	11688984	11689082	0.00441	3	0.0001373	0.905	GATA4	GATA4	HAVANA
chr7	69394879	69394979	0.009131	9	0.0001403	0.9053	AC092100.1	AC092100.1	HAVANA
chr7	134565389	134565490	0.01547	10	0.0001423	0.9062	AKR1B15	AKR1B15	HAVANA
chr17	49211140	49211209	0.03232	5	9.79e-05	0.9077	ABI3	GNGT2,ABI3	HAVANA,HAVANA
chr6	170445793	170445910	0.01145	16	0.0001667	0.9087	.	.	.
chr15	65033184	65033267	0.03718	12	0.0001183	0.9088	.	MTFMT	HAVANA
chr16	30055651	30055694	0.02394	3	6.27e-05	0.9137	AC093512.2	FAM57B,AC093512.2	HAVANA,HAVANA
chr10	30626989	30627086	0.009439	6	0.0001493	0.9246	LYZL2	LYZL2	HAVANA
chr1	17423682	17423735	0.02899	4	8.28e-05	0.9275	RCC2	RCC2	HAVANA
chr17	81126268	81126356	0.003764	8	0.0001375	0.9275	AATK	AATK,MIR657,MIR3065,MIR338	HAVANA,ENSEMBL,ENSEMBL,ENSEMBL
chr13	114010843	114010960	0.00972	16	0.0001837	0.9284	RASA3	RASA3	HAVANA
chr7	27098741	27098820	0.02951	6	0.0001254	0.9305	HOTAIRM1	HOXA1,HOTAIRM1,RF01975,RF01976,RF01977,RF01978,RF01979,HOXA2	HAVANA,HAVANA,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,HAVANA
chr2	15643926	15644014	0.04173	4	0.0001406	0.9317	.	.	.
chr10	133070674	133070777	0.02076	9	0.0001647	0.9318	.	ADGRA1	HAVANA
chr17	43236289	43236387	0.004287	8	0.0001622	0.9379	CCDC200	CCDC200,RNU2-1,RF00004,RF00004	HAVANA,ENSEMBL,ENSEMBL,ENSEMBL
chr19	46496500	46496593	0.04465	6	0.0001543	0.9384	PPP5D1,AC011484.1	PPP5D1,PNMA8B,AC011484.1	HAVANA,HAVANA,HAVANA
chr16	11253658	11253735	0.03161	3	0.0001288	0.9397	RMI2	RMI2,SOCS1	HAVANA,HAVANA
chr3	11136985	11137087	0.01029	12	0.0001768	0.9456	.	HRH1	HAVANA
chr11	121590069	121590138	0.03755	3	0.0001199	0.946	SORL1	SORL1	HAVANA
chr5	32275460	32275483	0.01788	4	4.08e-05	0.9492	MTMR12	MTMR12	HAVANA
chr4	25621691	25621781	0.04569	8	0.0001599	0.9495	.	AC092436.2,AC092436.1	HAVANA,HAVANA
chr13	112702780	112702856	0.03106	16	0.0001368	0.9514	ATP11A	ATP11A	HAVANA
chr1	8450494	8450579	0.04469	5	0.0001547	0.953	RERE	RERE	HAVANA
chr1	161198327	161198425	0.02827	8	0.0001786	0.9531	ADAMTS4,NDUFS2	ADAMTS4,NDUFS2	HAVANA,HAVANA
chr10	114179622	114179718	0.01474	4	0.0001784	0.9559	TDRD1	TDRD1	HAVANA
chr10	8056366	8056404	0.02606	3	7.06e-05	0.956	GATA3	GATA3,GATA3-AS1,AL390294.1	HAVANA,HAVANA,HAVANA
chr3	64278494	64278564	0.03517	4	0.0001303	0.9561	PRICKLE2	PRICKLE2	HAVANA
chr9	126037042	126037092	0.03157	7	9.41e-05	0.9577	.	.	.
chr9	68307598	68307656	0.03517	9	0.00011	0.9586	AL353608.3,AL353608.1	FOXD4L3,AL353608.3,AL353608.1	HAVANA,HAVANA,HAVANA
chr3	141077086	141077173	0.0231	6	0.0001657	0.9592	SPSB4	SPSB4	HAVANA
chr6	89298081	89298153	0.04103	7	0.0001376	0.9596	GABRR2	GABRR2,TUBB3P1	HAVANA,HAVANA
chr2	232903656	232903721	0.03846	8	0.0001243	0.9597	NGEF	NGEF	HAVANA
chr20	62887611	62887670	0.03671	5	0.0001163	0.9636	DIDO1	DIDO1	HAVANA
chr2	160405501	160405580	0.045	6	0.0001569	0.9644	RBMS1	RBMS1,MIR4785	HAVANA,ENSEMBL
chr17	79987920	79987955	0.02593	4	6.98e-05	0.965	TBC1D16	TBC1D16,AC116025.2	HAVANA,HAVANA
chr6	159203516	159203586	0.04177	5	0.0001409	0.966	FNDC1	FNDC1	HAVANA
chr7	35698453	35698524	0.04296	3	0.0001472	0.9693	AC018647.2	HERPUD2,AC018647.2	HAVANA,HAVANA
chr14	102827994	102828069	0.04489	11	0.0001561	0.9697	TRAF3	TRAF3	HAVANA
chr4	6910729	6910813	0.04885	17	0.0001759	0.9703	TBC1D14	TBC1D14	HAVANA
chr6	170096730	170096816	0.008011	3	0.0001818	0.9713	AL603783.1	AL603783.1	HAVANA
chr6	33390816	33390858	0.04665	6	8.96e-05	0.9722	.	RPL35AP4,KIFC1	HAVANA,HAVANA
chr2	207473304	207473363	0.01419	6	0.0001277	0.9736	AC009226.1	AC009226.1	HAVANA
chr17	31009176	31009307	0.02235	7	0.0002833	0.9736	AC138207.8	AC138207.3,AC138207.8	HAVANA,HAVANA
chr12	113766286	113766328	0.005882	6	9.6e-05	0.9785	LINC01234	LINC01234	HAVANA
chr15	63380815	63380893	0.04103	4	0.0001785	0.9786	CA12	CA12	HAVANA
chr10	98395204	98395277	0.02843	4	0.0001678	0.979	PYROXD2,MIR1287	PYROXD2,MIR1287	HAVANA,ENSEMBL
chr4	173508499	173508541	0.0112	5	0.0001007	0.9822	.	AC093849.2	HAVANA
chr1	110067708	110067775	0.02174	7	0.0001616	0.9826	STRIP1,ALX3	STRIP1,ALX3	HAVANA,HAVANA
chr2	9053342	9053389	0.02596	6	0.000116	0.9841	.	.	.
chr13	28451686	28451728	0.01419	5	0.0001039	0.9843	FLT1	FLT1	HAVANA
chr6	28403255	28403303	0.03765	4	0.0001205	0.9852	.	ZSCAN12	HAVANA
chr9	38319170	38319228	0.04258	10	0.0001458	0.9853	.	.	.
chr10	86974674	86974726	0.03977	3	0.0001315	0.9857	ADIRF,AGAP11	ADIRF-AS1,ADIRF,AL136982.7,AGAP11	HAVANA,HAVANA,HAVANA,HAVANA
chr11	2265558	2265589	0.02807	4	7.9e-05	0.9862	.	ASCL2	HAVANA
chr3	124791802	124791832	0.02775	6	7.76e-05	0.987	ITGB5,AC022336.3	ITGB5,ITGB5-AS1,AC022336.3,RF00100	HAVANA,HAVANA,HAVANA,ENSEMBL
chr11	62508133	62508152	0.02055	2	5.05e-05	0.9884	AHNAK	AHNAK	HAVANA
chr3	9317215	9317299	0.02319	6	0.0002233	0.9885	SRGAP3,AC026191.1	SRGAP3,AC026191.1	HAVANA,HAVANA
chr17	74941591	74941681	0.0007518	8	0.0002421	0.9891	OTOP3	OTOP3	HAVANA
chr4	124711366	124711385	0.02091	2	5.18e-05	0.9898	ANKRD50	ANKRD50	HAVANA
chr1	44027064	44027116	0.04258	6	0.0001456	0.9909	SLC6A9	SLC6A9,AL139220.2	HAVANA,HAVANA
chr2	68799907	68799958	0.04243	5	0.0001445	0.9914	ARHGAP25	ARHGAP25	HAVANA
chr2	241227610	241227629	0.0215	3	5.43e-05	0.9918	HDLBP	ANO7,HDLBP	HAVANA,HAVANA
chr12	12465674	12465832	0.02394	14	0.0004546	0.992	BORCS5	BORCS5	HAVANA
chr2	9393460	9393552	0.01652	8	0.0002651	0.9921	ASAP2	ASAP2	HAVANA
chr8	139959028	139959183	0.02029	7	0.0004555	0.9928	TRAPPC9	TRAPPC9	HAVANA
chr7	100622382	100622405	0.02542	4	6.82e-05	0.9931	TFR2	TFR2	HAVANA
chr6	50846593	50846661	0.02773	3	0.0002125	0.9948	TFAP2B	TFAP2B	HAVANA
chr19	49073870	49073942	0.005049	3	0.0002309	0.9954	.	KCNA7	HAVANA
chr17	17380346	17380398	0.0481	4	0.0001718	0.9961	.	RPL13P12	HAVANA
chr11	64710714	64710738	0.02945	4	8.49e-05	0.9974	NRXN2	NRXN2	HAVANA
chr17	56165593	56165630	0.04009	4	0.0001327	0.9976	ANKFN1	ANKFN1	HAVANA
chr7	4265379	4265431	0.004496	7	0.0001885	0.9977	SDK1	SDK1	HAVANA
chr13	111411767	111411801	0.03634	5	0.0001239	0.9978	.	.	.
chr5	1725172	1725306	0.04489	7	0.0005068	0.9983	AC112176.1	AC112176.1	HAVANA
chr5	127648869	127648874	0.01032	4	1.97e-05	0.9987	.	CTXN3,AC022118.1	HAVANA,HAVANA
chr6	98788240	98788277	0.01852	6	0.0001565	0.9992	.	.	.
chr4	1209169	1209263	0.007913	16	0.0004248	0.9995	.	SPON2,CTBP1-AS,CTBP1	HAVANA,HAVANA,HAVANA
chr2	869213	869302	0.003346	11	0.0004455	0.9998	.	LINC01115	HAVANA
chr11	126270215	126270216	0.00409	1	5.48e-06	0.9999	FOXRED1	SRPRA,FOXRED1	HAVANA,HAVANA
chr8	1456917	1457076	0.006143	11	0.0008344	0.9999	DLGAP2	DLGAP2	HAVANA
chr16	2159828	2159840	0.02605	2	7.05e-05	0.9999	TRAF7	SNHG19,SNORD60,RF00345,TRAF7	HAVANA,ENSEMBL,ENSEMBL,HAVANA
chr5	180803935	180803937	0.03236	2	0.08674	1	MGAT1	MGAT1	HAVANA
chr10	40556894	40556895	0.01876	1	2.37e-05	1	.	.	.
chr12	57231827	57231850	0.03624	4	0.009288	1	SHMT2	AC137834.2,SHMT2,NDUFA4L2	HAVANA,HAVANA,HAVANA
chr1	41661780	41661781	0.0381	1	0.0001221	1	HIVEP3	HIVEP3	HAVANA
chr15	78264093	78264172	0.03485	8	0.001355	1	AC090607.3,DNAJA4	AC090607.3,DNAJA4	HAVANA,HAVANA
chr13	114037004	114037005	0.0433	1	0.1156	1	RASA3	RASA3	HAVANA
chr7	1211089	1211122	0.02134	4	0.004097	1	.	.	.
chr5	123086806	123086816	0.02605	2	0.01655	1	.	AC106786.1,PRDM6	HAVANA,HAVANA
chr7	149266574	149266646	0.006363	8	0.002819	1	ZNF783	ZNF783	HAVANA
chr7	98826879	98826891	0.03689	3	0.0008663	1	.	.	.
chr6	32148980	32148998	0.04193	3	0.1224	1	PRRT1	PRRT1,AL662884.4,AL662884.3,PPT2,PPT2-EGFL8	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr1	228630687	228630729	0.02775	4	0.01361	1	.	RNA5S8,RNA5S9,RNA5S10,RNA5S11,RNA5S12	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr10	29522692	29522699	0.0212	4	0.01144	1	SVIL	SVIL	HAVANA
chr17	50469193	50469205	0.03097	2	0.2044	1	ACSF2	ACSF2,CHAD	HAVANA,HAVANA
chr3	183064754	183064778	0.03383	3	0.02244	1	MCCC1	MCCC1	HAVANA
chr11	45209546	45209548	0.03348	2	0.02728	1	PRDM11	PRDM11	HAVANA
chr1	43566191	43566192	0.04029	1	0.02074	1	PTPRF	PTPRF	HAVANA
chr16	383440	383441	0.04933	1	0.004023	1	TMEM8A,Z97634.1	TMEM8A,Z97634.1	HAVANA,HAVANA
chr10	8083722	8083765	0.003303	4	0.01718	1	.	.	.
chr5	142254052	142254089	0.003184	3	0.009939	1	.	.	.
chr1	170667088	170667089	0.04748	1	0.0477	1	PRRX1	PRRX1,Z97200.1	HAVANA,HAVANA
chr16	72787493	72787516	0.005921	3	0.02222	1	AC004943.2,ZFHX3	AC004943.2,ZFHX3	HAVANA,HAVANA
chr18	35905624	35905632	0.04615	3	0.02638	1	.	MIR187	ENSEMBL
chr1	154969961	154969962	0.03306	1	0.003599	1	SHC1	SHC1,CKS1B	HAVANA,HAVANA
chr17	75060660	75060676	0.03187	8	0.2799	1	KCTD2	KCTD2,AC111186.1	HAVANA,HAVANA
chr16	85978103	85978104	0.03383	1	0.1254	1	AC092723.4	AC092723.4,AC092723.1	HAVANA,HAVANA
chr13	110598389	110598450	0.02411	10	0.0005131	1	.	.	.
chr12	132327920	132327930	0.03439	2	0.01044	1	GALNT9	GALNT9,AC148477.1,AC148477.7	HAVANA,HAVANA,HAVANA
chr15	96347739	96347740	0.003214	1	0.1973	1	.	AC103746.1	HAVANA
chr10	102461770	102461771	0.01817	1	0.0915	1	MFSD13A	RPARP-AS1,MFSD13A,ACTR1A	HAVANA,HAVANA,HAVANA
chr8	143489667	143489668	0.04091	1	0.3146	1	ZC3H3	ZC3H3	HAVANA
chr10	124798533	124798534	0.03751	1	0.0001197	1	.	ABRAXAS2	HAVANA
chr10	122307832	122307842	0.01833	4	0.007902	1	BTBD16	BTBD16	HAVANA
chr4	159110066	159110068	0.04021	2	0.0001336	1	RAPGEF2	RAPGEF2	HAVANA
chr16	62724834	62724841	0.04785	2	0.002776	1	.	.	.
chr22	46536281	46536282	0.03351	1	0.01802	1	CELSR1	CELSR1	HAVANA
chr22	29834962	29834967	0.03831	2	0.0001233	1	ASCC2	ASCC2	HAVANA
chr9	41235398	41235399	0.03113	1	0.1745	1	.	MIR4477A,RNA5SP530	ENSEMBL,ENSEMBL
