chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr6	89951597	89951598	0.03394	1	0.1161	1	BACH2,AL121787.1	BACH2,AL121787.1	HAVANA,HAVANA
chr10	112844991	112845052	0.02137	7	0.001457	1	.	.	.
chr12	112168019	112168020	0.0468	1	0.04988	1	HECTD4	HECTD4,MIR6861	HAVANA,ENSEMBL
chr8	673749	673750	0.03028	1	2.28e-05	1	ERICH1	ERICH1	HAVANA
chr6	163837851	163837852	0.03617	1	0.007884	1	AL078602.1	AL078602.1,RN7SL366P	HAVANA,ENSEMBL
chr5	157510538	157510539	0.04442	1	7.14e-05	1	ADAM19	ADAM19	HAVANA
chr19	50428230	50428262	0.04076	9	0.0004201	1	AC020909.2,SPIB	AC020909.2,SPIB,MYBPC2	HAVANA,HAVANA,HAVANA
chr15	78800335	78800403	0.02681	18	0.0008222	1	ADAMTS7	ADAMTS7	HAVANA
chr1	1176031	1176055	0.04434	2	0.01836	1	TTLL10-AS1,TTLL10	TTLL10-AS1,TTLL10	HAVANA,HAVANA
chr6	158938968	158939005	0.04385	3	0.005437	1	.	.	.
chr9	41274292	41274309	0.01655	3	0.1846	1	.	AL845472.2,AL845472.1	HAVANA,HAVANA
chr16	84789173	84789204	0.004756	7	0.0007121	1	.	.	.
chr22	45934888	45934901	0.03972	2	0.06077	1	WNT7B	WNT7B	HAVANA
chr12	131027935	131027937	0.04882	2	0.08897	1	ADGRD1,AC078925.3	ADGRD1,AC078925.2,AC078925.3,AC078925.1	HAVANA,HAVANA,HAVANA,HAVANA
chr15	22893227	22893234	0.03669	4	0.0179	1	CYFIP1	CYFIP1	HAVANA
chr1	2174794	2174795	0.0475	1	0.01094	1	PRKCZ	PRKCZ	HAVANA
chr19	13014467	13014489	0.02253	4	0.003097	1	NFIX,AC138474.1	NFIX,AC138474.1	HAVANA,HAVANA
chr16	81693349	81693350	0.00908	1	0.02108	1	CMIP	CMIP	HAVANA
chr9	133374149	133374151	0.03972	2	6.12e-05	1	SURF4	SURF4,STKLD1	HAVANA,HAVANA
chr20	4740569	4740570	0.01555	1	0.07463	1	PRNT	PRNT,AL133396.1	HAVANA,HAVANA
chr11	120117346	120117347	0.01945	1	1.9e-05	1	TRIM29	TRIM29	HAVANA
chr2	7089950	7089993	0.02382	3	0.0127	1	.	.	.
chr6	27268699	27268700	0.02744	1	0.02184	1	AL021808.1	AL021808.1	HAVANA
chr14	41609139	41609140	0.02498	1	0.0005435	1	LRFN5	AL121821.1,LRFN5	HAVANA,HAVANA
chr2	240782641	240782642	0.03682	1	0.2921	1	KIF1A	KIF1A	HAVANA
chr3	170585103	170585104	0.01939	1	1.88e-05	1	AC026316.4,SLC7A14-AS1,SLC7A14	AC026316.4,SLC7A14-AS1,SLC7A14	HAVANA,HAVANA,HAVANA
chr16	29185321	29185342	0.03782	6	0.0003325	1	AC009093.8,AC009093.10,AC009093.2	AC009093.8,AC009093.10,AC009093.2	HAVANA,HAVANA,HAVANA
chr17	9226846	9226848	0.03449	2	0.06725	1	NTN1	NTN1	HAVANA
chr18	33316316	33316326	0.02263	3	0.006919	1	CCDC178	CCDC178	HAVANA
chr10	1809278	1809331	0.0218	5	0.003704	1	.	.	.
chr4	127918322	127918323	0.01225	1	9.01e-06	1	MFSD8	MFSD8	HAVANA
chr16	622503	622508	0.02357	2	0.02109	1	RAB40C	RAB40C	HAVANA
chr12	132610152	132610157	0.04723	3	0.01182	1	LRCOL1	LRCOL1	HAVANA
chr7	155781670	155781671	0.02551	1	0.5028	1	.	RBM33	HAVANA
chr5	143207028	143207030	0.03976	2	0.01571	1	ARHGAP26	ARHGAP26	HAVANA
chr2	121018662	121018717	0.03252	5	0.001771	1	.	.	.
chr1	26067624	26067625	0.01252	1	0.002469	1	TRIM63	TRIM63	HAVANA
chr5	18399969	18399977	0.04615	4	0.05114	1	.	.	.
chr17	21316846	21316869	0.02465	2	0.03618	1	.	MAP2K3	HAVANA
chr13	18874820	18874821	0.02382	1	0.005105	1	.	ANKRD20A9P	HAVANA
chr11	11243942	11243944	0.03216	2	0.0131	1	.	MTND5P21,KC877392.1	HAVANA,HAVANA
chr16	54938729	54938737	0.01799	4	0.04469	1	AC106738.1	IRX5,AC106738.1,AC106738.2	HAVANA,HAVANA,HAVANA
chr8	41543312	41543314	0.02123	2	0.2277	1	AC009630.1,GINS4,AC009630.2	AC009630.1,GINS4,AC009630.2	HAVANA,HAVANA,HAVANA
chr1	230752885	230752887	0.0246	2	2.98e-05	1	AL512328.1,CAPN9	AL512328.1,CAPN9	HAVANA,HAVANA
chr8	143355241	143355243	0.02729	2	0.02506	1	TOP1MT	TOP1MT,RNU6-220P	HAVANA,ENSEMBL
chr11	69437116	69437117	0.009057	1	0.06473	1	.	AP000439.1	HAVANA
chr3	182726253	182726254	0.0483	1	0.02198	1	.	.	.
chr5	1594658	1594695	0.02065	10	0.0002689	1	AC026412.3	SDHAP3,AC026412.3,AC091849.1,AC026412.1	HAVANA,HAVANA,HAVANA,HAVANA
chr11	573903	573904	0.01388	1	0.0005554	1	.	PHRF1	HAVANA
chr16	80938423	80938424	0.04597	1	0.005415	1	AC009070.1	AC009070.1	HAVANA
chr4	127143579	127143581	0.03584	2	0.0002079	1	AC093772.1	AC093772.1	HAVANA
