chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr17	3660433	3660450	0.005728	6	0.0005054	1	CTNS	CTNS,AC027796.4,TAX1BP3,P2RX5-TAX1BP3,AC132942.1	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr14	93941709	93941848	0.007996	5	3.349e-05	0.3328	ASB2,AL132642.1	ASB2,AL132642.1	HAVANA,HAVANA
chr15	90272844	90272846	0.009788	2	0.03277	1	NGRN,AC091167.6	AC091167.2,NGRN,AC091167.6,AC091167.1	HAVANA,HAVANA,HAVANA,HAVANA
chr4	4333457	4333546	0.04701	7	0.0004025	0.9995	AC105415.1	AC105415.1	HAVANA
chr16	4371444	4371509	0.001741	6	1.718e-05	0.3586	CORO7-PAM16,CORO7	CORO7-PAM16,CORO7,VASN	HAVANA,HAVANA,HAVANA
chr12	46554674	46554675	0.03481	1	0.0002449	1	AC008014.1,AC008035.1	AC008014.1,AC008035.1	HAVANA,HAVANA
chr8	141074494	141074544	7.515e-05	4	3.849e-08	0.001292	.	.	.
chr16	83807683	83807721	0.01269	3	0.0002865	1	AC009119.1	AC009119.1,HSBP1	HAVANA,HAVANA
chr5	150619560	150619562	0.02406	2	0.1606	1	SYNPO	SYNPO,AC011383.1,AC008453.2	HAVANA,HAVANA,HAVANA
chr6	34091833	34091835	0.03532	2	0.09503	1	GRM4	GRM4	HAVANA
chr11	60786343	60786344	0.02463	1	0.01974	1	MS4A10	MS4A10	HAVANA
chr3	107957375	107957443	0.01087	4	4.114e-05	0.6381	.	.	.
chr17	56787336	56787338	0.01687	2	8e-05	1	.	C17orf67	HAVANA
chr7	2822206	2822250	4.384e-05	10	1.745e-08	0.0006661	GNA12	GNA12	HAVANA
chr3	129594021	129594182	2.909e-06	22	2.651e-09	2.765e-05	PLXND1	PLXND1,RN7SL752P	HAVANA,ENSEMBL
chr13	110598350	110598487	0.003631	16	9.797e-06	0.1132	.	.	.
chr16	89301921	89301966	0.03287	6	0.0002232	0.9998	ANKRD11	ANKRD11,AC137932.1	HAVANA,HAVANA
chr14	75979737	75979832	0.002806	7	0.0001694	0.95	IFT43,TGFB3	IFT43,TGFB3	HAVANA,HAVANA
chr2	1562241	1562324	0.03954	7	0.001215	1	AC105450.1,AC141930.1	AC105450.1,AC141930.1	HAVANA,HAVANA
chr9	14307166	14307299	0.006732	8	5.297e-05	0.4878	NFIB	NFIB	HAVANA
chr9	134407387	134407441	0.00364	6	0.002744	1	RXRA	RXRA	HAVANA
chr6	10415901	10416168	0.03865	4	0.002004	1	TFAP2A,TFAP2A-AS1	TFAP2A,TFAP2A-AS1	HAVANA,HAVANA
chr19	4369375	4369423	0.04895	4	0.002261	1	SH3GL1	SH3GL1,AC007292.1	HAVANA,HAVANA
chr1	25371847	25371985	0.03321	9	0.0002602	0.9579	RHCE	RHCE	HAVANA
chr6	41042915	41042925	0.04943	4	0.0002926	1	OARD1,TSPO2	UNC5CL,OARD1,TSPO2	HAVANA,HAVANA,HAVANA
chr10	593982	594166	0.0008068	23	4.309e-06	0.03857	DIP2C	DIP2C	HAVANA
chr7	47485645	47485654	0.03098	4	0.01124	1	TNS3	TNS3	HAVANA
chr11	20369257	20369310	0.03946	4	0.0002994	0.9999	HTATIP2	HTATIP2	HAVANA
chr2	120912081	120912155	0.000625	6	6.746e-07	0.0152	GLI2	GLI2	HAVANA
chr18	12987222	12987293	0.04986	4	0.0004403	1	SEH1L,AP002449.1	SEH1L,AP002449.1,CEP192	HAVANA,HAVANA,HAVANA
chr16	4264222	4264280	0.001834	4	3.065e-06	0.08494	TFAP4	TFAP4	HAVANA
chr5	54985443	54985493	0.005929	8	0.0189	1	ESM1	ESM1	HAVANA
chr5	168105455	168105502	0.04598	3	0.0003885	1	TENM2,AC011369.1	TENM2,AC011369.1	HAVANA,HAVANA
chr17	82492994	82493085	0.02463	8	0.000141	0.9259	.	NARF	HAVANA
chr15	23303394	23303583	0.01867	41	0.0002521	0.8936	.	.	.
chr2	219398960	219399013	0.01719	3	8.199e-05	0.9256	DNPEP,AC053503.2	DNPEP,AC053503.2	HAVANA,HAVANA
chr2	181658419	181658503	0.03654	3	0.0002633	0.9948	CERKL	CERKL	HAVANA
chr1	3403842	3403992	0.001239	17	7.247e-05	0.5559	PRDM16	PRDM16	HAVANA
chr1	2505579	2505612	0.02413	8	4.72e-05	0.9095	.	PLCH2,PANK4	HAVANA,HAVANA
chr12	104888	105043	0.003051	15	1.031e-05	0.1057	IQSEC3	IQSEC3,AC026369.3	HAVANA,HAVANA
chr11	75554151	75554152	0.0332	1	0.0002261	1	.	.	.
chr6	27892807	27892841	0.04588	2	0.0003875	1	HIST1H3J,HIST1H2AM	HIST1H3J,HIST1H2AM,HIST1H2BO,RNU7-26P	HAVANA,HAVANA,HAVANA,ENSEMBL
chr9	128523610	128523686	0.0004201	7	3.955e-07	0.008703	GLE1	GLE1,AL356481.1	HAVANA,HAVANA
chr10	76887389	76887393	0.04767	2	0.08319	1	KCNMA1	KCNMA1,KCNMA1-AS1	HAVANA,HAVANA
chr1	116569995	116570131	0.02489	15	0.0002155	0.9302	CD58	CD58,IGSF3	HAVANA,HAVANA
chr1	228631704	228631818	0.004971	16	2.979e-05	0.3553	.	RNA5S9,RNA5S10,RNA5S11,RNA5S12	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr8	118011753	118011818	0.02284	3	0.0001246	0.96	EXT1	EXT1	HAVANA
chr1	205061853	205061854	0.02254	1	0.002989	1	CNTN2	CNTN2	HAVANA
chr10	78520865	78520874	0.01172	4	4.593e-05	0.9998	AC012560.1,LINC00595	AC012560.1,LINC00595	HAVANA,HAVANA
chr3	39183404	39183454	0.04512	4	0.0003785	1	XIRP1	AC092053.4,XIRP1	HAVANA,HAVANA
chr11	2265558	2265589	0.001154	4	1.603e-06	0.0832	.	ASCL2	HAVANA
chr11	17828319	17828376	0.02413	5	0.0002246	0.9987	KCNC1,SERGEF	KCNC1,SERGEF	HAVANA,HAVANA
chr10	71333638	71333670	0.04935	2	0.0004324	1	SLC29A3	SLC29A3	HAVANA
chr8	28374597	28374661	0.02962	4	0.0001895	0.9931	ZNF395,FBXO16	ZNF395,FBXO16	HAVANA,HAVANA
chr17	82931810	82931936	0.004353	8	1.677e-05	0.2003	TBCD	TBCD	HAVANA
chr3	101677887	101677888	0.02143	1	0.5614	1	ZBTB11-AS1	ZBTB11,ZBTB11-AS1,RPL24	HAVANA,HAVANA,HAVANA
chr7	5443730	5443957	1.058e-05	24	1.02e-08	7.547e-05	FBXL18	FBXL18	HAVANA
chr4	54094805	54094828	0.02741	3	0.0001677	1	AC058822.1	AC058822.1,GSX2	HAVANA,HAVANA
chr11	2899506	2899591	0.02778	6	0.0001712	0.9661	SLC22A18AS	SLC22A18AS,SLC22A18	HAVANA,HAVANA
chr1	2207696	2207798	0.01473	9	0.0004418	0.9993	FAAP20	FAAP20,AL590822.1	HAVANA,HAVANA
chr15	90868608	90868731	0.01369	4	6.946e-05	0.6127	FURIN	FURIN	HAVANA
chr5	154474249	154474250	0.02192	1	0.1342	1	.	HAND1	HAVANA
chr10	63973779	63973838	0.03828	10	0.003277	1	AC013287.1	AC013287.1	HAVANA
chr1	116986849	116986878	0.02413	3	4.05e-05	0.9042	PTGFRN	PTGFRN	HAVANA
chr4	105552605	105552679	0.01282	3	5.377e-05	0.7049	ARHGEF38	AC004066.2,ARHGEF38	HAVANA,HAVANA
chr1	203029231	203029248	0.01189	4	0.02858	1	PPFIA4	TMEM183A,PPFIA4	HAVANA,HAVANA
chr11	12518064	12518160	0.005197	6	1.339e-05	0.2088	PARVA	PARVA	HAVANA
chr8	12688734	12688838	0.01618	17	7.698e-05	0.7116	.	OR7E8P	HAVANA
chr14	103848902	103848957	0.02813	4	0.0001313	0.9819	LINC00637	PPP1R13B,LINC00637	HAVANA,HAVANA
chr13	114062900	114063043	0.0007881	20	2.02e-06	0.02344	RASA3	RASA3	HAVANA
chr15	78961996	78962081	0.02932	4	0.001208	1	RASGRF1	RASGRF1	HAVANA
chr16	88763205	88763326	0.001985	5	4.861e-06	0.06525	PIEZO1	PIEZO1	HAVANA
chr1	220886072	220886126	0.04753	4	0.0004094	1	.	AL445423.2,HLX	HAVANA,HAVANA
chr8	1817934	1817961	0.04638	2	0.006364	1	AC019257.8	AC019257.8,AC100810.7,MIR596	HAVANA,HAVANA,ENSEMBL
chr19	518967	519150	2.792e-05	28	4.068e-08	0.0003734	TPGS1	TPGS1	HAVANA
chr12	58917392	58917489	0.005728	5	1.554e-05	0.236	LRIG3	LRIG3,AC068305.2	HAVANA,HAVANA
chr7	19377962	19378061	0.0131	9	0.0001825	0.9548	AC007091.1	AC007091.1	HAVANA
chr2	15643926	15644014	0.02774	4	0.0001707	0.9616	.	.	.
chr5	136080004	136080040	0.04148	4	0.002879	1	.	VTRNA2-1,RF00006	HAVANA,ENSEMBL
chr7	71683109	71683118	0.04373	2	0.02037	1	GALNT17	GALNT17,RN7SKP75	HAVANA,ENSEMBL
chr1	243489113	243489221	0.007463	9	2.562e-05	0.3286	SDCCAG8,AKT3	SDCCAG8,AKT3	HAVANA,HAVANA
chr1	9400755	9400835	0.009548	7	3.409e-05	0.5112	.	.	.
chr12	130906371	130906372	0.04761	1	0.0004105	1	.	RF00019	ENSEMBL
chr12	114400687	114400815	0.0001286	14	3.183e-07	0.004169	TBX5	TBX5	HAVANA
chr15	100141181	100141228	0.03725	4	0.00953	1	ADAMTS17	ADAMTS17	HAVANA
chr3	111593117	111593248	0.008157	8	3.517e-05	0.363	CD96,ZBED2	CD96,ZBED2	HAVANA,HAVANA
chr2	215619833	215619834	0.02192	1	0.002193	1	AC012668.3,LINC00607	AC012668.3,LINC00607	HAVANA,HAVANA
chr15	66100452	66100510	0.0344	8	0.0003019	0.9998	MEGF11	MEGF11	HAVANA
chr5	8457516	8457610	0.01515	17	0.003135	1	LINC02226,AC091965.1,MIR4458HG	LINC02226,AC091965.1,MIR4458HG,AC091965.2,AC091965.5,MIR4458	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,ENSEMBL
chr6	167324776	167324938	0.0002389	9	4.299e-07	0.004447	.	TTLL2	HAVANA
chr1	222266718	222266812	0.006566	5	1.893e-05	0.287	AL356108.1	AL356108.1,QRSL1P2	HAVANA,HAVANA
chr17	38457623	38457624	0.02672	1	0.0001616	1	ARHGAP23	ARHGAP23	HAVANA
chr19	3539205	3539253	0.01105	6	5.58e-05	0.8581	MFSD12,C19orf71	FZR1,MFSD12,C19orf71,AC005786.3	HAVANA,HAVANA,HAVANA,HAVANA
chr1	34762621	34762680	0.04403	4	0.0003608	1	SMIM12,AL121988.1	SMIM12,GJB5,GJB4,AL121988.1	HAVANA,HAVANA,HAVANA,HAVANA
chr4	54093999	54094117	0.003991	8	1.523e-05	0.195	AC058822.1	AC058822.1	HAVANA
chr14	24197944	24197945	0.03301	1	0.0002243	1	AL136295.1	AL136295.17,TM9SF1,AL136295.1,AL136295.6,AL136295.7	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr2	43210722	43210842	0.002665	6	1.701e-05	0.2119	.	.	.
chr2	46781023	46781139	0.001782	5	3.505e-06	0.04949	LINC01118	LINC01118,SOCS5	HAVANA,HAVANA
chr17	7133605	7133628	0.04298	6	0.02112	1	.	.	.
chr21	46161526	46161601	0.01791	7	8.712e-05	0.8579	SPATC1L	SPATC1L	HAVANA
chr22	23451696	23451697	0.009346	1	7.853e-06	1	AP000344.1	AP000344.1	HAVANA
chr5	19287708	19287850	0.01024	26	4.142e-05	0.3874	.	.	.
chr1	203075629	203075787	0.02762	10	0.003963	1	PPFIA4	PPFIA4	HAVANA
chr15	81296891	81296934	0.02932	5	0.0001861	0.9993	IL16	IL16	HAVANA
chr10	129718981	129719059	0.01267	10	0.0006525	1	MGMT	MGMT	HAVANA
chr10	7531543	7531590	0.04182	3	0.01006	1	.	AL445070.1	HAVANA
chr12	127146198	127146199	0.01894	1	0.05968	1	AC079949.4,AC079949.1	AC079949.4,AC079949.1,AC079949.6,AC079949.2,AC079949.7	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr4	72031855	72032153	0.02517	11	0.0002833	0.7975	NPFFR2	NPFFR2	HAVANA
chr1	228643961	228644356	0.0004223	49	1.181e-06	0.005009	.	RNA5S14,RNA5S15,RNA5S16,RNA5S17,RNA5SP18	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr16	86199977	86200059	0.04477	12	0.00109	1	.	AC135012.3,LINC01082	HAVANA,HAVANA
chr5	56480014	56480109	0.00947	6	3.376e-05	0.4495	LINC01948	LINC01948	HAVANA
chr1	2523366	2523405	0.01618	8	7.523e-05	0.9608	PANK4	PANK4	HAVANA
chr17	41105509	41105630	0.01203	2	0.01322	1	KRTAP4-9	KRTAP4-16,KRTAP4-9	HAVANA,HAVANA
chr8	101224295	101224296	0.02587	1	0.09645	1	AP001330.3	AP001330.3	HAVANA
chr17	48015326	48015339	0.0353	4	0.0002505	1	.	.	.
chr21	46304992	46304994	0.04525	2	0.007961	1	C21orf58	C21orf58	HAVANA
chr17	41402244	41402306	0.004286	6	1.011e-05	0.2396	.	KRT31,AC003958.2,KRT41P	HAVANA,HAVANA,HAVANA
chr6	43297809	43297883	0.01879	3	9.315e-05	0.8793	SLC22A7	SLC22A7,CRIP3	HAVANA,HAVANA
chr7	2244887	2245020	0.001815	11	0.0001059	0.7374	NUDT1	AC069288.1,MRM2,NUDT1	HAVANA,HAVANA,HAVANA
chr17	42122817	42122821	0.04412	4	0.04409	1	AC099811.2,HSPB9	KAT2A,AC099811.2,HSPB9,RAB5C	HAVANA,HAVANA,HAVANA,HAVANA
chr14	103724320	103724541	0.004443	24	9.175e-06	0.06736	ZFYVE21	ZFYVE21,RF00019	HAVANA,ENSEMBL
chr4	4668973	4669086	0.002629	18	9.07e-06	0.1261	STX18-AS1	STX18-AS1	HAVANA
chr8	95756139	95756217	0.02461	3	0.0001407	0.9517	C8orf37-AS1	C8orf37-AS1	HAVANA
chr4	32716247	32716414	4.144e-08	19	5.832e-12	5.866e-08	AC116611.1	AC116611.1	HAVANA
chr12	10762	10800	0.03555	11	0.006747	1	.	DDX11L8,WASH8P	HAVANA,HAVANA
chr1	244050110	244050277	0.005904	10	0.00248	1	ZBTB18	AL591885.1,ZBTB18	HAVANA,HAVANA
chr3	45594600	45594646	0.03306	2	0.04943	1	LIMD1	LIMD1	HAVANA
chr7	73975224	73975340	0.004484	26	1.743e-05	0.223	.	.	.
chr2	237591610	237591747	0.002598	6	4.269e-05	0.4075	RAB17,AC104667.2	RAB17,AC104667.2	HAVANA,HAVANA
chr15	29871523	29871653	0.01176	20	0.0001676	0.8853	TJP1	TJP1	HAVANA
chr20	44524388	44524390	0.04044	2	0.006645	1	.	SERINC3	HAVANA
chr14	101364533	101364732	0.001453	21	7.548e-06	0.06172	.	.	.
chr10	29409284	29409327	0.03461	5	0.001925	1	AL158167.1	AL158167.1,SVIL-AS1	HAVANA,HAVANA
chr10	102310081	102310082	0.03718	1	0.1151	1	GBF1	GBF1	HAVANA
chr15	59206351	59206353	0.002054	2	0.0001083	1	MYO1E	MYO1E,LDHAL6B	HAVANA,HAVANA
chr3	196754697	196754788	0.03016	10	0.0001953	0.9728	PAK2	PAK2	HAVANA
chr18	13222525	13222659	0.01775	22	0.0001653	0.874	LDLRAD4	LDLRAD4	HAVANA
chr3	56458876	56458943	0.01507	10	6.73e-05	0.815	ERC2	ERC2	HAVANA
chr16	66923540	66923635	0.0415	8	0.0003275	0.9969	RRAD	CDH16,RRAD	HAVANA,HAVANA
chr1	2134929	2135069	0.004078	20	9.729e-05	0.6888	PRKCZ	PRKCZ	HAVANA
chr1	40902018	40902044	0.01774	4	8.6e-05	0.9961	.	.	.
chr22	42620859	42620896	0.01192	3	4.728e-05	0.8831	CYB5R3	Z93241.1,CYB5R3	HAVANA,HAVANA
chr17	78798424	78798483	0.0172	6	0.008039	1	AC022966.1	AC022966.1	HAVANA
chr6	32113834	32113936	0.02288	5	0.0003422	0.9964	TNXB,AL662884.2	TNXB,AL662884.2,AL662884.5,ATF6B	HAVANA,HAVANA,HAVANA,HAVANA
chr14	22593391	22593392	0.04039	1	0.0003128	1	.	DAD1,AC243965.2,ABHD4	HAVANA,HAVANA,HAVANA
chr5	12574746	12574850	0.02415	27	0.0002777	0.9887	LINC01194	AC106771.1,LINC01194	HAVANA,HAVANA
chr1	3776847	3776848	0.03337	1	0.08251	1	.	SMIM1,LRRC47	HAVANA,HAVANA
chr22	50473849	50473971	0.008718	6	6.653e-05	0.5999	SBF1	SBF1	HAVANA
chr16	81583229	81583318	0.0199	7	0.0001017	0.8533	CMIP	CMIP	HAVANA
chr1	9320697	9320795	0.02049	13	0.0001069	0.84	SPSB1	SPSB1	HAVANA
chr14	99675618	99675687	0.007496	8	8.709e-05	0.88	HHIPL1	HHIPL1	HAVANA
chr17	50534754	50534755	0.01554	1	0.08184	1	AC021491.2,EPN3	MYCBPAP,AC021491.2,EPN3	HAVANA,HAVANA,HAVANA
chr12	124549226	124549372	0.004179	17	4.482e-05	0.4029	NCOR2	NCOR2	HAVANA
chr17	82613623	82613664	0.005382	5	5.952e-06	0.2164	FOXK2	FOXK2,WDR45B	HAVANA,HAVANA
chr2	70905150	70905236	0.03234	4	0.0002176	0.9858	VAX2	RF02272,VAX2	ENSEMBL,HAVANA
chr14	81412871	81412889	0.01466	3	5.262e-06	0.388	STON2	STON2,DYNLL1P2	HAVANA,HAVANA
chr12	24559999	24560001	0.02671	2	0.0001614	1	SOX5	SOX5	HAVANA
chr2	189527498	189527548	0.02962	7	0.0001894	0.9983	.	.	.
chr3	23672232	23672331	0.001187	7	1.671e-06	0.02795	.	.	.
chr6	160275733	160275876	0.0008028	14	2.271e-06	0.02632	SLC22A2,AL162582.1	SLC22A2,AL162582.1	HAVANA,HAVANA
chr10	120012899	120012931	0.01639	4	0.0001484	0.9996	.	.	.
chr3	98087168	98087169	0.04006	1	0.0003086	1	.	OR5AC2	HAVANA
chr6	168951313	168951362	0.005197	6	1.005e-06	0.03385	AL513210.1	AL513210.1	HAVANA
chr1	3423270	3423562	2.896e-05	16	2.039e-08	0.0001173	PRDM16	PRDM16	HAVANA
chr15	100726218	100726302	0.03689	4	0.0002676	0.9953	AC087762.1	AC087762.1	HAVANA
chr3	6067279	6067298	0.03002	3	0.002184	1	AC087857.1	AC087857.1	HAVANA
chr15	60679717	60679779	0.03914	8	0.0002959	0.9997	RORA	RORA,RF02271,RORA-AS2	HAVANA,ENSEMBL,HAVANA
chr5	127026400	127026414	0.02268	4	0.0001234	1	MARCH3	MARCH3	HAVANA
chr10	132883539	132883540	0.03914	1	0.05547	1	CFAP46	CFAP46	HAVANA
chr15	26202144	26202230	0.02774	3	0.0001708	0.9644	.	.	.
chr19	5115554	5115663	0.001498	6	8.3e-06	0.1201	KDM4B	KDM4B	HAVANA
chr14	103730799	103730939	0.005597	7	2.163e-05	0.2286	ZFYVE21	ZFYVE21,RF00019,PPP1R13B	HAVANA,ENSEMBL,HAVANA
chr16	88259356	88259548	1.178e-05	18	5.557e-08	0.0004861	AC138512.1	AC138512.1	HAVANA
chr10	3538909	3538927	0.02143	6	0.0001093	1	AL357833.1	AL357833.1	HAVANA
chr8	23325707	23325721	0.04253	3	0.003642	1	LOXL2	LOXL2	HAVANA
chr22	50561550	50561669	5.044e-05	6	3.916e-08	0.0005526	SYCE3	SYCE3	HAVANA
chr3	27633409	27633410	0.03212	1	0.0303	1	AC098614.3	AC098614.3	HAVANA
chr11	10693985	10693987	0.00948	2	0.5041	1	MRVI1	MRVI1	HAVANA
chr2	212535988	212536161	0.002626	7	2.703e-05	0.2308	ERBB4	ERBB4	HAVANA
chr2	239002855	239002856	0.03703	1	0.1424	1	.	.	.
chr3	13623537	13623562	0.0382	5	0.0002843	1	FBLN2	FBLN2	HAVANA
chr17	82400876	82401057	1.058e-05	15	1.286e-08	0.0001193	OGFOD3,AC132938.2	OGFOD3,AC132938.2	HAVANA,HAVANA
chr2	1892321	1892322	0.04103	1	0.008025	1	MYT1L	MYT1L	HAVANA
chr12	117124653	117124722	0.01138	6	4.386e-05	0.6562	TESC-AS1	TESC-AS1	HAVANA
chr20	64270594	64270595	0.0212	1	0.1501	1	PCMTD2	PCMTD2	HAVANA
chr5	129908357	129908358	0.02943	1	0.007966	1	CHSY3	AC008591.1,CHSY3	HAVANA,HAVANA
chr20	300723	300798	0.026	5	0.0001541	0.9683	.	ZCCHC3	HAVANA
chr1	228624128	228624156	0.0403	5	0.001264	1	.	RNA5S5,RNA5S6,RNA5S7,RNA5S8,RNA5S9	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr4	186700927	186701111	0.0008739	18	3.261e-06	0.02933	FAT1	FAT1,AC107050.1	HAVANA,HAVANA
chr13	113621686	113621784	0.01892	12	9.41e-05	0.8007	TFDP1	TFDP1	HAVANA
chr1	50414479	50414544	0.01245	2	5.084e-05	0.7312	.	DMRTA2	HAVANA
chr1	3157183	3157340	0.005667	17	5.983e-05	0.4728	PRDM16	PRDM16	HAVANA
chr2	232352285	232352393	0.0004774	11	4.967e-07	0.007696	.	ECEL1P3	HAVANA
chr7	139762516	139762562	0.04568	3	0.0003853	1	HIPK2	HIPK2	HAVANA
chr10	48274784	48274850	0.0004741	5	4.067e-06	0.09834	.	FRMPD2	HAVANA
chr2	45212795	45212817	0.02204	2	0.0001188	0.9999	LINC01121	LINC01121,AC009236.2	HAVANA,HAVANA
chr6	5135555	5135651	0.0392	3	0.0002969	0.9945	LYRM4	LYRM4	HAVANA
chr1	29280753	29280838	0.003549	3	1.018e-05	0.1822	PTPRU	PTPRU	HAVANA
chr17	82704845	82704871	0.04943	4	0.02165	1	.	.	.
chr3	119462031	119462070	0.02532	6	0.0002525	1	TMEM39A	TMEM39A	HAVANA
chr1	210325672	210325673	0.0407	1	0.0003168	1	.	HHAT	HAVANA
chr16	88118319	88118541	0.001533	18	3.396e-06	0.02537	.	.	.
chr3	51638205	51638274	0.04617	5	0.0003914	0.9999	RAD54L2	RAD54L2	HAVANA
chr7	158741116	158741290	0.004696	22	1.994e-05	0.1751	ESYT2	ESYT2	HAVANA
chr17	58005446	58005508	0.03854	5	0.00189	1	AC015813.2,SRSF1	AC015813.2,SRSF1,AC015813.5	HAVANA,HAVANA,HAVANA
chr14	102893699	102893805	0.004068	8	0.0001301	0.8727	TRAF3	TRAF3	HAVANA
chr1	228636145	228636306	0.00723	20	3.576e-05	0.3114	.	RNA5S11,RNA5S12,RNA5S13,RNA5S14	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr8	143326337	143326498	0.0003278	24	5.015e-05	0.4074	TOP1MT	TOP1MT	HAVANA
chr1	154969961	154969962	0.005382	1	3.597e-05	1	SHC1	SHC1,CKS1B	HAVANA,HAVANA
chr2	26758439	26758470	0.04373	2	0.0003572	1	.	.	.
chr7	2069711	2069874	0.002006	11	0.0002377	0.9137	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr3	24172213	24172215	0.01543	2	6.926e-05	1	THRB	THRB	HAVANA
chr10	110820351	110820431	0.0007703	6	9.018e-07	0.01876	RBM20	RBM20	HAVANA
chr17	82881419	82881536	0.005257	16	2.573e-05	0.3089	TBCD	TBCD	HAVANA
chr21	43758364	43758540	1.95e-05	8	1.51e-08	0.0001441	PDXK	PDXK	HAVANA
chr3	130379452	130379462	0.01929	2	0.0008495	1	COL6A5	COL6A5	HAVANA
chr13	33611029	33611068	0.009224	4	0.0003669	1	AL139383.1,AL161719.1	AL139383.1,AL161719.1	HAVANA,HAVANA
chr11	92911481	92911562	0.026	4	0.0001543	0.9592	.	AP003171.3,AP003171.2	HAVANA,HAVANA
chr19	15421948	15422030	0.004079	10	9.32e-06	0.1738	WIZ	AKAP8L,WIZ	HAVANA,HAVANA
chr2	134028557	134028616	0.01466	4	6.459e-05	0.841	AC092623.1	AC092623.1	HAVANA
chr2	123687719	123687928	0.0001888	23	3.701e-07	0.002971	.	.	.
chr12	52849615	52849631	0.04057	4	0.0002977	1	.	KRT78	HAVANA
chr3	13850856	13850857	0.04004	1	0.3303	1	WNT7A	WNT7A	HAVANA
chr7	2221702	2221873	2.592e-05	10	3.37e-08	0.0003309	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr17	6435080	6435096	0.01521	2	0.1475	1	AIPL1	AIPL1	HAVANA
chr12	12465899	12465911	0.04428	4	0.0502	1	BORCS5	BORCS5	HAVANA
chr2	3282491	3282590	0.02181	16	0.0001563	0.9295	EIPR1	EIPR1	HAVANA
chr15	101189267	101189356	0.0007783	7	4.206e-06	0.07632	CHSY1	CHSY1	HAVANA
chr1	151513945	151514085	0.005533	8	1.819e-05	0.196	CGN	CGN	HAVANA
chr16	84940825	84940887	0.04481	5	0.0003739	1	.	LINC02176	HAVANA
chr17	82298095	82298171	0.04503	6	0.0003772	0.9998	.	AC132872.1	HAVANA
chr4	4166946	4166948	0.02238	2	0.01412	1	.	.	.
chr1	1331166	1331170	0.0347	4	0.002363	1	.	CPTP,TAS1R3,DVL1	HAVANA,HAVANA,HAVANA
chr13	31035810	31035877	0.04695	8	0.0004011	1	.	.	.
chr7	585497	585545	0.008303	10	4.222e-05	0.7718	PRKAR1B	PRKAR1B	HAVANA
chr21	26167888	26167890	0.02504	2	0.7377	1	APP,AP001439.1	APP,AP001439.1,AP000229.1	HAVANA,HAVANA,HAVANA
chr6	106103128	106103215	0.007601	5	2.354e-05	0.3653	PRDM1,ATG5	PRDM1,ATG5,AL022067.1	HAVANA,HAVANA,HAVANA
chr17	47945504	47945505	0.04421	1	0.2251	1	PNPO,AC018521.1	SP2-AS1,PNPO,AC018521.1,AC018521.2	HAVANA,HAVANA,HAVANA,HAVANA
chr17	42535558	42535637	0.04259	10	0.0003422	0.9993	.	PTP4A2P1,NAGLU,AC067852.1	HAVANA,HAVANA,HAVANA
chr7	157409687	157409783	8.882e-06	10	1.745e-09	3.053e-05	DNAJB6	DNAJB6	HAVANA
chr5	160269312	160269413	0.001319	5	1.923e-06	0.03148	CCNJL	CCNJL	HAVANA
chr12	29318014	29318088	0.01219	5	4.9e-05	0.6712	FAR2	FAR2,AC009318.1	HAVANA,HAVANA
chr1	234898724	234898845	0.003263	9	1.036e-05	0.1339	AL391832.4	AL391832.4	HAVANA
chr1	19361545	19361593	0.03989	10	0.005036	1	CAPZB	CAPZB	HAVANA
chr13	75326304	75326438	7.963e-06	15	1.259e-08	0.0001578	TBC1D4	TBC1D4	HAVANA
chr21	42366888	42366935	0.03413	4	0.001111	1	.	TFF1,TMPRSS3	HAVANA,HAVANA
chr13	23578009	23578081	0.02469	3	0.02421	1	TNFRSF19	TNFRSF19	HAVANA
chr1	228609454	228609802	3.669e-07	37	2.626e-10	1.268e-06	.	RNA5S1,RNA5S2,RNA5S3	ENSEMBL,ENSEMBL,ENSEMBL
chr13	29532860	29532973	5.811e-05	19	3.138e-08	0.0004663	SLC7A1	SLC7A1	HAVANA
chr4	1194606	1194726	0.0008045	8	1.174e-06	0.0163	SPON2	SPON2	HAVANA
chr16	86220098	86220140	0.04909	4	0.0004297	1	.	LINC01081	HAVANA
chr1	240139693	240139785	0.008281	4	2.707e-05	0.39	FMN2	FMN2,AL359918.1	HAVANA,HAVANA
chr19	18849487	18849539	0.02186	3	0.000959	1	UPF1	UPF1	HAVANA
chr5	88722778	88722825	0.009548	6	0.01659	1	MEF2C-AS2,MEF2C	MEF2C-AS2,MEF2C	HAVANA,HAVANA
chr1	205091076	205091077	0.03382	1	0.0001588	1	RBBP5	RBBP5,AL583832.1	HAVANA,HAVANA
