chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr4	128808983	128808984	0.02307	1	2.99e-05	1	.	JADE1	HAVANA
chr19	58044729	58044731	0.02763	2	0.002881	1	ZSCAN1,LETM1P2	ZSCAN1,LETM1P2,HNRNPDLP4	HAVANA,HAVANA,HAVANA
chr18	59969816	59969820	0.03792	2	0.002649	1	NFE2L3P1	NFE2L3P1,RN7SL342P	HAVANA,ENSEMBL
chr17	81406693	81406695	0.01846	2	0.03959	1	BAHCC1	BAHCC1	HAVANA
chr6	57846114	57846126	0.01656	4	0.05875	1	.	.	.
chr15	67572015	67572016	0.01633	1	1.82e-05	1	MAP2K5	MAP2K5	HAVANA
chr7	37920766	37920775	0.04688	2	0.1145	1	EPDR1,SFRP4	EPDR1,SFRP4	HAVANA,HAVANA
chr2	239083140	239083141	0.04386	1	0.003375	1	HDAC4	HDAC4,MIR4441	HAVANA,ENSEMBL
chr5	141350578	141350579	0.0236	1	0.003542	1	PCDHGA1,PCDHGA2,PCDHGA3,PCDHGB1,AC005618.3	PCDHGA1,PCDHGA2,PCDHGA3,PCDHGB1,AC005618.3,PCDHGA4	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr2	227805755	227805766	0.01123	3	0.002731	1	CCL20	AC073065.1,CCL20	HAVANA,HAVANA
chr6	32460030	32460037	0.04207	2	0.002485	1	HLA-DRB9	HLA-DRB9	HAVANA
chr2	194020325	194020347	0.03284	5	0.002085	1	.	.	.
chr11	122742112	122742152	0.04964	3	0.001066	1	UBASH3B	UBASH3B	HAVANA
chr1	151839083	151839150	0.004049	8	0.0004385	1	C2CD4D	C2CD4D,RF00019,C2CD4D-AS1	HAVANA,ENSEMBL,HAVANA
chr1	191731836	191731837	0.04806	1	0.001634	1	.	.	.
chr17	44177000	44177001	0.04806	1	0.1174	1	ASB16,ASB16-AS1	ASB16,ASB16-AS1	HAVANA,HAVANA
chr17	55551587	55551588	0.04806	1	0.03313	1	AC105021.1,GARSP1	AC105021.1,GARSP1,RNU6-1249P	HAVANA,HAVANA,ENSEMBL
chr14	69850106	69850107	0.02327	1	0.04266	1	.	SMOC1	HAVANA
chr1	119749577	119749578	0.03909	1	0.001897	1	HMGCS2	HMGCS2	HAVANA
chr7	1568141	1568143	0.006633	2	0.007735	1	PSMG3	PSMG3,PSMG3-AS1	HAVANA,HAVANA
chr17	50781424	50781467	0.03684	9	0.0004466	1	AC005921.4	AC005921.4	HAVANA
chr12	124453827	124453828	0.04007	1	0.007298	1	NCOR2	NCOR2	HAVANA
chr14	86905649	86905711	0.03512	3	0.07507	1	.	LINC01148	HAVANA
chr1	16647330	16647408	0.008668	12	0.0005624	1	CROCCP2,MST1P2	CROCCP2,AL137798.3,MST1P2	HAVANA,HAVANA,HAVANA
chr8	118074410	118074411	0.04267	1	0.1027	1	EXT1	EXT1	HAVANA
chr10	133569017	133569018	0.03315	1	0.09568	1	SYCE1,AL731769.2	SYCE1,AL731769.2	HAVANA,HAVANA
chr6	75207844	75207846	0.03755	2	0.03423	1	.	COL12A1	HAVANA
chr16	56340420	56340421	0.03576	1	0.4548	1	GNAO1	GNAO1	HAVANA
chr6	36241948	36241999	0.01414	8	0.003164	1	.	PNPLA1	HAVANA
chr4	187633429	187633430	0.02119	1	2.65e-05	1	LINC02492,AC097521.1	LINC02492,AC097521.1	HAVANA,HAVANA
chr22	19726295	19726307	0.03124	3	0.06153	1	.	SEPT5,AC000093.1,GP1BB	HAVANA,HAVANA,HAVANA
chr5	55821894	55821895	0.04093	1	0.003838	1	.	DDX4	HAVANA
chr5	1877721	1877782	0.008918	5	0.00066	1	IRX4	IRX4	HAVANA
chr1	10917941	10917942	0.009323	1	0.004322	1	.	.	.
chr11	64226915	64226916	0.03894	1	0.1727	1	NUDT22	FERMT3,TRPT1,NUDT22,AP001453.1,DNAJC4	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr11	85682698	85682736	0.009346	4	0.0004835	1	CREBZF	CREBZF,CCDC89	HAVANA,HAVANA
chr20	44177376	44177418	0.01237	5	0.01133	1	JPH2	JPH2,AL035447.1	HAVANA,HAVANA
chr20	51492562	51492563	0.01154	1	0.002516	1	NFATC2	NFATC2	HAVANA
chr5	154482739	154482741	0.04405	2	0.01546	1	.	HAND1,AC026688.2	HAVANA,HAVANA
chr5	58245741	58245743	0.0183	2	2.15e-05	1	.	.	.
chr2	182608429	182608512	0.006633	14	0.0008107	1	.	.	.
chr19	37291826	37291842	0.02469	2	9.77e-05	1	AC016590.1	AC016590.1	HAVANA
chr7	2717354	2717424	0.007063	5	0.0004259	1	AMZ1	AMZ1	HAVANA
chr22	49052389	49052418	0.03351	3	0.05527	1	AL078622.1	AL078622.1	HAVANA
chr11	129864704	129864705	0.03866	1	6.49e-05	1	NFRKB	TMEM45B,NFRKB	HAVANA,HAVANA
chr5	98840001	98840028	0.03171	2	0.005351	1	.	.	.
chr1	3868742	3868743	0.04104	1	7.02e-05	1	DFFB	DFFB	HAVANA
chr3	107928208	107928209	0.03792	1	6.28e-05	1	LINC00636	LINC00636	HAVANA
chr17	1730501	1730502	0.004616	1	0.0005331	1	WDR81,AC130343.1	WDR81,AC130343.1	HAVANA,HAVANA
chr2	160408831	160408833	0.01853	2	0.1302	1	RBMS1	RBMS1,MIR4785	HAVANA,ENSEMBL
chr10	3236317	3236325	0.02238	4	0.02778	1	LINC02668	LINC02668	HAVANA
chr2	74504249	74504288	0.03628	4	0.02357	1	LBX2-AS1	LBX2,AC005041.3,LBX2-AS1,PCGF1	HAVANA,HAVANA,HAVANA,HAVANA
chr1	95233320	95233322	0.002163	2	0.04451	1	TMEM56-RWDD3,AC092802.1	TMEM56-RWDD3,AC092802.1,RWDD3	HAVANA,HAVANA,HAVANA
chr7	101269912	101269914	0.03786	2	0.02193	1	.	RNU6-1104P,AC006329.2	ENSEMBL,HAVANA
chr12	87330519	87330525	0.01722	4	0.06581	1	.	.	.
chr18	46969253	46969291	0.02236	10	0.0057	1	KATNAL2,ELOA3C	KATNAL2,ELOA3,ELOA3C	HAVANA,HAVANA,HAVANA
chr11	116500755	116500756	0.03761	1	0.00545	1	.	LINC02151	HAVANA
chr16	65960495	65960496	0.01902	1	2.27e-05	1	.	.	.
chr16	79438253	79438255	0.03082	2	0.002959	1	.	.	.
chr17	8039356	8039357	0.03503	1	0.1032	1	ALOX15B	ALOX15B	HAVANA
chr8	1562726	1562727	0.03049	1	0.002911	1	DLGAP2	DLGAP2,DLGAP2-AS1	HAVANA,HAVANA
chr5	34490587	34490588	0.04688	1	0.003035	1	.	.	.
chr7	1957640	1957644	0.03772	2	0.02593	1	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr15	92391601	92391602	0.02401	1	0.008978	1	.	ST8SIA2	HAVANA
chr1	231629366	231629368	0.02718	2	0.1028	1	TSNAX-DISC1,DISC1	TSNAX-DISC1,DISC1	HAVANA,HAVANA
chr6	122280672	122280739	0.004628	6	0.001476	1	.	.	.
chr8	1702007	1702008	0.004887	1	0.04404	1	DLGAP2	DLGAP2	HAVANA
chr5	147480243	147480244	0.03501	1	0.07238	1	DPYSL3	DPYSL3	HAVANA
chr13	19382641	19382683	0.03799	2	0.04905	1	PARP4P2,CCNQP3	PARP4P2,CCNQP3	HAVANA,HAVANA
chr7	97013410	97013411	0.0289	1	0.5232	1	DLX6-AS1	DLX6-AS1,DLX6,RF01778	HAVANA,HAVANA,ENSEMBL
chr2	227324819	227324820	0.04279	1	0.01975	1	AC097662.1	AC097662.1,MFF	HAVANA,HAVANA
chr14	53952087	53952091	0.04912	2	0.1428	1	BMP4	MIR5580,BMP4,AL138479.2	ENSEMBL,HAVANA,HAVANA
chr1	16017992	16017993	0.04746	1	0.01765	1	HSPB7	HSPB7,CLCNKA	HAVANA,HAVANA
chr11	6570831	6570897	0.01325	3	0.0007528	1	DNHD1	DNHD1	HAVANA
chr21	45592123	45592124	0.01181	1	1.17e-05	1	.	LINC01694,AL133493.1	HAVANA,HAVANA
chr7	130380194	130380249	0.02867	4	0.002086	1	.	CPA1	HAVANA
chr1	34843627	34843628	0.02549	1	0.002619	1	SMIM12	SMIM12	HAVANA
chr5	141431745	141431784	0.04521	8	0.004892	1	PCDHGA1,PCDHGA2,PCDHGA3,PCDHGB1,PCDHGA4,PCDHGB2,PCDHGA5,PCDHGB3,PCDHGA6,PCDHGA7,PCDHGB4,PCDHGA8,PCDHGB5,PCDHGA9,PCDHGB6,PCDHGA10,PCDHGB7,PCDHGA11,PCDHGA12	PCDHGA1,PCDHGA2,PCDHGA3,PCDHGB1,PCDHGA4,PCDHGB2,PCDHGA5,PCDHGB3,PCDHGA6,PCDHGA7,PCDHGB4,PCDHGA8,PCDHGB5,PCDHGA9,PCDHGB6,PCDHGA10,PCDHGB7,PCDHGA11,PCDHGB8P,AC005618.2,PCDHGA12	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr4	189661302	189661304	0.03844	2	0.002963	1	LINC01262	LINC01262	HAVANA
chr7	74094641	74094642	0.01859	1	0.03391	1	LIMK1	LIMK1	HAVANA
chr5	1725178	1725246	0.01865	12	0.00126	1	AC112176.1	AC112176.1	HAVANA
chr8	143705819	143705876	0.002284	7	0.00111	1	ZNF707	ZNF707,CCDC166,AC105219.3	HAVANA,HAVANA,HAVANA
chr19	4785330	4785336	0.03153	4	0.05556	1	AC005523.1	MIR7-3HG,AC005523.1	HAVANA,HAVANA
chr8	2081152	2081153	0.0372	1	0.005154	1	MYOM2	MYOM2,MIR7160	HAVANA,ENSEMBL
