chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr2	109318209	109318289	0.004131	4	2.02e-06	0.04067	SH3RF3	SH3RF3,MIR4266	HAVANA,ENSEMBL
chr6	43181879	43181892	0.000436	2	3.31e-07	0.04097	.	SRF,CUL9	HAVANA,HAVANA
chr18	46964343	46964522	0.001916	29	4.58e-06	0.0412	KATNAL2,ELOA3	KATNAL2,ELOA3,ELOA3C	HAVANA,HAVANA,HAVANA
chr4	94757648	94757692	0.0006776	4	1.14e-06	0.04175	BMPR1B-DT	BMPR1B-DT,BMPR1B	HAVANA,HAVANA
chr1	1357218	1357317	0.00171	11	2.6e-06	0.04218	MXRA8	MXRA8	HAVANA
chr19	807215	807344	0.0004177	21	3.47e-06	0.04326	PTBP1	PTBP1,MIR4745	HAVANA,ENSEMBL
chr18	79617078	79617151	0.001409	7	1.97e-06	0.04331	.	AC068473.4	HAVANA
chr10	122818778	122818928	0.0006367	36	4.04e-06	0.04334	DMBT1P1	DMBT1P1	HAVANA
chr4	127964649	127964650	8.1e-05	1	2.83e-08	0.04552	MFSD8	MFSD8,ABHD18	HAVANA,HAVANA
chr6	39054564	39054611	0.001114	3	1.37e-06	0.04681	GLP1R	GLP1R	HAVANA
chr16	85921425	85921542	0.001841	11	3.46e-06	0.04747	IRF8	IRF8,MIR6774,AC092723.5	HAVANA,ENSEMBL,HAVANA
chr5	2686743	2686880	0.001713	16	4.17e-06	0.04882	.	.	.
chr4	189810786	189811156	4.13e-05	23	1.13e-05	0.04897	FRG1-DT	FRG1-DT	HAVANA
chr12	111843088	111843089	0.0453	1	3.07e-08	0.0492	MAPKAPK5	MAPKAPK5-AS1,MAPKAPK5	HAVANA,HAVANA
chr9	122406294	122406417	0.001941	14	3.81e-06	0.04961	AL359636.2	AL359636.1,AL359636.2	HAVANA,HAVANA
chr3	161371459	161371643	0.001547	12	5.7e-06	0.04966	SPTSSB	SPTSSB	HAVANA
chr10	16436614	16436648	0.0009568	4	1.09e-06	0.05147	.	PTER	HAVANA
chr10	45199043	45199192	0.0005303	20	4.89e-06	0.05258	.	AL512324.3	HAVANA
chr9	97221418	97221450	0.0009359	5	1.06e-06	0.05292	AL590705.1	ANKRD18CP,AL590705.1,AL590705.2	HAVANA,HAVANA,HAVANA
chr12	124928347	124928495	0.0007689	26	4.93e-06	0.05327	.	.	.
chr4	1521446	1521550	0.002011	21	3.51e-06	0.05396	.	.	.
chr13	64076971	64077043	0.00165	7	2.46e-06	0.05461	.	LINC00355	HAVANA
chr2	63049644	63049868	0.01109	13	7.68e-06	0.05478	.	EHBP1,AC007098.1,OTX1	HAVANA,HAVANA,HAVANA
chr15	52780606	52780657	0.001333	4	1.77e-06	0.05561	ONECUT1	ONECUT1	HAVANA
chr8	140238474	140238663	0.001782	24	6.6e-06	0.05581	TRAPPC9	TRAPPC9	HAVANA
chr2	108719121	108719315	0.002843	4	6.87e-06	0.05658	.	RANBP2	HAVANA
chr13	45194680	45194767	0.00192	6	3.09e-06	0.05671	GTF2F2,KCTD4	GTF2F2,KCTD4	HAVANA,HAVANA
chr17	55723082	55723213	0.002325	4	4.67e-06	0.05698	TMEM100	TMEM100	HAVANA
chr9	62837886	62838219	0.001898	20	1.19e-05	0.05711	AL512625.2	AL512625.2,PTGER4P2	HAVANA,HAVANA
chr11	63846013	63846020	0.0003583	3	2.52e-07	0.05753	MARK2	MARK2	HAVANA
chr21	8212985	8213248	0.001005	81	9.51e-06	0.05771	FP671120.2	FP671120.2,MIR3648-1,FP671120.1,FP671120.4,RNA5-8SN2	HAVANA,ENSEMBL,ENSEMBL,HAVANA,ENSEMBL
chr11	85682650	85682823	0.0009568	11	6.33e-06	0.05843	CREBZF	CREBZF,CCDC89	HAVANA,HAVANA
chr6	106134764	106134858	0.002103	11	3.48e-06	0.0591	ATG5	ATG5	HAVANA
chr9	93860837	93860916	0.001886	8	3e-06	0.06052	.	AL442224.1	HAVANA
chr7	150323693	150323874	0.0002852	15	7.01e-06	0.06168	ACTR3C,ZBED6CL,LRRC61	ACTR3C,ZBED6CL,LRRC61	HAVANA,HAVANA,HAVANA
chr6	169655032	169655130	0.002238	7	3.8e-06	0.06169	AL031315.1,WDR27	AL031315.1,WDR27	HAVANA,HAVANA
chr19	5915008	5915124	0.0005746	19	4.49e-06	0.06173	CAPS	AC104532.1,VMAC,CAPS,AC104532.2,RANBP3	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr16	3264867	3264929	0.001636	3	2.41e-06	0.06181	LINC00921,ZNF263	LINC00921,ZNF263	HAVANA,HAVANA
chr10	123492253	123492326	0.0001226	3	2.84e-06	0.0619	LINC02641	LINC02641	HAVANA
chr1	223393277	223393458	0.001494	19	7.27e-06	0.06387	CCDC185	CCDC185	HAVANA
chr22	27614381	27614498	0.002454	12	4.7e-06	0.06393	.	.	.
chr16	46573763	46573995	0.01052	16	9.46e-06	0.06485	AC092368.1	ANKRD26P1,AC092368.2,AC092368.1,SHCBP1	HAVANA,HAVANA,HAVANA,HAVANA
chr10	1152894	1153171	0.0123	16	1.16e-05	0.06662	.	.	.
chr1	100462866	100462929	0.001078	5	2.66e-06	0.06697	CDC14A,AL589990.1	CDC14A,AL589990.1	HAVANA,HAVANA
chr9	92809733	92809841	0.002144	14	4.57e-06	0.06716	ANKRD19P	AL136981.3,ANKRD19P	HAVANA,HAVANA
chr17	81310032	81310161	0.002792	8	5.51e-06	0.06784	.	LINC00482,AC027601.1	HAVANA,HAVANA
chr7	112391811	112392041	0.002348	22	9.93e-06	0.06856	AC004112.1	AC004112.1	HAVANA
chr2	99155436	99155560	0.002536	4	5.36e-06	0.06864	AC079447.1,LIPT1,AC092587.1	TSGA10,C2orf15,AC079447.1,LIPT1,AC092587.1	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr11	33736785	33736920	0.002558	11	5.91e-06	0.06951	.	CD59,FBXO3	HAVANA,HAVANA
chr15	81282606	81282792	0.001452	26	8.16e-06	0.0696	IL16	IL16	HAVANA
chr21	5973279	5973374	0.002399	21	4.2e-06	0.07016	CU639417.1	CU639417.1	HAVANA
chr17	80792106	80792159	0.00165	6	2.45e-06	0.07317	RPTOR	RPTOR	HAVANA
chr2	95275897	95276039	0.002852	21	6.58e-06	0.07333	PROM2	PROM2	HAVANA
chr11	69948693	69948782	0.002367	5	4.13e-06	0.07345	.	.	.
chr11	65454757	65454844	0.01027	7	4.08e-06	0.0742	.	AP000769.1	HAVANA
chr7	56287974	56288092	0.001333	23	5.57e-06	0.07472	.	AC073136.1	HAVANA
chr11	47355323	47355418	0.002525	11	4.53e-06	0.07537	SPI1	MYBPC3,SPI1	HAVANA,HAVANA
chr3	39417505	39417506	0.0001174	1	4.77e-08	0.07546	.	RPSA,AC099332.2	HAVANA,HAVANA
chr6	113860405	113860570	0.002578	21	7.91e-06	0.0758	MARCKS	MARCKS	HAVANA
chr15	96053387	96053476	0.002431	10	4.28e-06	0.07605	AC012409.2,AC024337.1	AC012409.2,AC024337.1	HAVANA,HAVANA
chr8	80566051	80566108	0.001782	4	2.78e-06	0.07706	.	AC009812.2	HAVANA
chr4	140092492	140092572	0.00233	14	4.01e-06	0.0792	MAML3	MAML3	HAVANA
chr6	27288175	27288255	0.03665	5	4.09e-06	0.08069	POM121L2	POM121L2	HAVANA
chr5	55159737	55159884	0.003279	3	7.63e-06	0.08177	CDC20B	CDC20B,GPX8	HAVANA,HAVANA
chr18	56572298	56572447	0.001455	33	7.89e-06	0.08343	.	.	.
chr1	3013061	3013134	0.001565	4	4.12e-06	0.08859	.	.	.
chr19	39499410	39499490	0.002525	3	4.53e-06	0.08894	DLL3	DLL3	HAVANA
chr3	10328712	10328888	0.002163	14	9.98e-06	0.08904	ATP2B2	ATP2B2,MIR378B	HAVANA,ENSEMBL
chr17	74357308	74357397	0.0005711	5	5.16e-06	0.09094	BTBD17	KIF19,BTBD17	HAVANA,HAVANA
chr1	148329012	148329177	0.001552	12	1e-05	0.09489	LINC01138,AC245100.1	LINC01138,AC245100.1,RF00019	HAVANA,HAVANA,ENSEMBL
chr5	141420928	141421046	0.002951	10	7.26e-06	0.09616	PCDHGA1,PCDHGA2,PCDHGA3,PCDHGB1,PCDHGA4,PCDHGB2,PCDHGA5,PCDHGB3,PCDHGA6,PCDHGA7,PCDHGB4,PCDHGA8,PCDHGB5,PCDHGA9,PCDHGB6,PCDHGA10,PCDHGB7	PCDHGA1,PCDHGA2,PCDHGA3,PCDHGB1,PCDHGA4,PCDHGB2,PCDHGA5,PCDHGB3,PCDHGA6,PCDHGA7,PCDHGB4,PCDHGA8,PCDHGB5,PCDHGA9,PCDHGB6,PCDHGA10,PCDHGB7,PCDHGA11	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr4	185638553	185638634	0.002782	7	5.13e-06	0.09892	SORBS2	SORBS2	HAVANA
chr5	154483796	154483879	0.002894	13	5.44e-06	0.1022	.	AC026688.2	HAVANA
chr3	157499416	157499537	0.001005	11	7.99e-06	0.1029	VEPH1	VEPH1	HAVANA
chr7	27171946	27172040	0.0002512	6	6.28e-06	0.1041	HOXA9,AC004080.3,HOXA10	HOXA9,AC004080.3,HOXA10-AS,MIR196B,HOXA10	HAVANA,HAVANA,HAVANA,ENSEMBL,HAVANA
chr3	12554144	12554307	0.003136	15	1.1e-05	0.1049	MKRN2OS	MKRN2OS,MKRN2	HAVANA,HAVANA
chr4	106525577	106525713	0.001453	23	9.38e-06	0.1072	AC092445.1	AC092445.1	HAVANA
chr1	180154087	180154250	0.0008402	8	1.13e-05	0.1075	.	QSOX1	HAVANA
chr16	85353880	85353992	0.001048	9	7.9e-06	0.1095	GSE1	GSE1,AC092377.1	HAVANA,HAVANA
chr1	99849771	99849772	0.0001486	1	7.15e-08	0.1109	.	AGL	HAVANA
chr8	11683090	11683275	0.004446	11	1.32e-05	0.111	GATA4	GATA4	HAVANA
chr4	651051	651236	0.002279	22	1.37e-05	0.1143	PDE6B	PDE6B,AC107464.1	HAVANA,HAVANA
chr11	61967335	61967487	0.003553	33	1.13e-05	0.1149	FTH1	BEST1,FTH1,AP003733.4	HAVANA,HAVANA,HAVANA
chr4	118265556	118265678	0.001175	32	9.21e-06	0.1167	.	.	.
chr3	192789116	192789306	0.0005409	38	1.46e-05	0.1187	.	.	.
chr10	27252676	27252792	0.001499	14	8.93e-06	0.1189	LRRC37A6P	AL160291.1,LRRC37A6P	HAVANA,HAVANA
chr15	96345878	96345964	0.003368	11	6.68e-06	0.1198	.	AC103746.1	HAVANA
chr6	28589691	28589830	0.004182	7	1.12e-05	0.1239	ZBED9,AL049543.1	ZBED9,AL049543.1	HAVANA,HAVANA
chr12	21527501	21527502	0.0001589	1	8.18e-08	0.1258	SPX	SPX	HAVANA
chr22	23563342	23563477	0.004149	10	1.11e-05	0.126	.	AP000345.1	HAVANA
chr10	98309712	98309813	0.003904	7	8.27e-06	0.126	.	.	.
chr11	36455679	36455759	0.003367	5	6.64e-06	0.1277	PRR5L	PRR5L	HAVANA
chr1	207669547	207669722	0.0009353	36	1.47e-05	0.1292	CR1L	CR1L	HAVANA
chr5	91279545	91279668	0.003569	20	1.06e-05	0.1317	LUCAT1	LUCAT1,AC123595.1,AC123595.2	HAVANA,HAVANA,HAVANA
chr17	8799412	8799552	0.00165	19	1.21e-05	0.1324	.	MFSD6L,PIK3R6	HAVANA,HAVANA
chr20	57329577	57329657	0.003343	16	6.96e-06	0.1333	.	RPL39P39,SPO11	HAVANA,HAVANA
chr19	15373272	15373380	0.0159	8	9.52e-06	0.135	AKAP8	AKAP8	HAVANA
chr8	71843629	71843731	0.00863	6	9.04e-06	0.1356	MSC-AS1,MSC	MSC-AS1,MSC	HAVANA,HAVANA
chr12	54078184	54078291	0.004109	7	9.54e-06	0.1364	AC023794.1,AC023794.4	AC023794.1,AC023794.4,AC023794.3	HAVANA,HAVANA,HAVANA
chr5	43396916	43397013	0.004055	11	8.68e-06	0.1368	CCL28	CCL28	HAVANA
chr6	27814499	27814645	0.004266	13	1.31e-05	0.1369	HIST1H2AJ	HIST1H3H,HIST1H2AJ,HIST1H2BM	HAVANA,HAVANA,HAVANA
chr14	44798552	44798712	0.001624	43	1.44e-05	0.1377	.	.	.
chr12	84913302	84913407	0.003736	12	9.66e-06	0.1404	SLC6A15	SLC6A15	HAVANA
chr8	142988922	142989020	0.004173	5	9.13e-06	0.1421	LY6E-DT	LY6E-DT	HAVANA
chr17	79465148	79465204	0.001622	7	5.25e-06	0.1428	RBFOX3	RBFOX3	HAVANA
chr1	16889717	16889750	0.001921	3	3.09e-06	0.1428	CROCC	CROCC,BX284668.5,BX284668.4	HAVANA,HAVANA,HAVANA
chr4	70901897	70901958	0.003019	3	5.72e-06	0.143	.	MOB1B	HAVANA
chr14	71254445	71254624	0.002238	34	1.7e-05	0.1443	.	.	.
chr12	131116494	131116629	0.004699	6	1.3e-05	0.1463	ADGRD1	ADGRD1	HAVANA
chr8	23702872	23702960	0.001059	5	8.56e-06	0.1478	NKX2-6	NKX2-6,AC012574.1	HAVANA,HAVANA
chr10	3239710	3239760	0.001238	7	4.87e-06	0.1479	LINC02668	LINC02668	HAVANA
chr2	160271317	160271507	0.005403	6	1.85e-05	0.1479	AC092153.1,LINC02478	AC092153.1,LINC02478,RBMS1	HAVANA,HAVANA,HAVANA
chr20	63010242	63010339	0.001332	4	9.59e-06	0.1501	LINC01749	BHLHE23,LINC01749	HAVANA,HAVANA
chr15	66853424	66853592	0.0012	17	1.67e-05	0.1505	.	.	.
chr18	50819470	50819563	0.004186	3	9.28e-06	0.1513	MRO	MRO,HNRNPA3P16,RPL17P46	HAVANA,HAVANA,HAVANA
chr19	40223247	40223413	0.001898	20	1.66e-05	0.1515	CNTD2	TTC9B,CNTD2	HAVANA,HAVANA
chr8	56445607	56445767	0.004772	18	1.61e-05	0.1522	PENK	PENK,AC012349.1	HAVANA,HAVANA
chr10	95907137	95907279	0.003773	20	1.43e-05	0.1525	ENTPD1-AS1,AL365273.2	ENTPD1-AS1,AL365273.2,CC2D2B	HAVANA,HAVANA,HAVANA
chr3	125958585	125958688	0.03527	7	1.04e-05	0.153	AC092903.1	AC092903.1	HAVANA
chr6	27865486	27865600	0.002407	6	1.19e-05	0.1579	HIST1H2BN,HIST1H2AL	HIST1H2BN,HIST1H2BPS2,HIST1H2AL,HIST1H1B	HAVANA,HAVANA,HAVANA,HAVANA
chr11	1521017	1521176	0.004066	24	1.74e-05	0.165	.	.	.
chr17	19158497	19158648	0.00583	4	1.69e-05	0.1681	GRAPL,AC007952.1	GRAPL,AC007952.1,AC007952.5	HAVANA,HAVANA,HAVANA
chr1	633150	633232	0.004186	7	9.29e-06	0.17	AL669831.3,MTCO2P12	AL669831.3,MTND1P23,MTND2P28,MTCO1P12,AC114498.2,MTCO2P12,MTATP8P1,MTATP6P1,MTCO3P12	HAVANA,HAVANA,HAVANA,HAVANA,ENSEMBL,HAVANA,HAVANA,HAVANA,HAVANA
chr5	141417623	141417756	0.0008551	11	1.52e-05	0.1715	PCDHGA1,PCDHGA2,PCDHGA3,PCDHGB1,PCDHGA4,PCDHGB2,PCDHGA5,PCDHGB3,PCDHGA6,PCDHGA7,PCDHGB4,PCDHGA8,PCDHGB5,PCDHGA9,PCDHGB6,PCDHGA10,PCDHGB7	PCDHGA1,PCDHGA2,PCDHGA3,PCDHGB1,PCDHGA4,PCDHGB2,PCDHGA5,PCDHGB3,PCDHGA6,PCDHGA7,PCDHGB4,PCDHGA8,PCDHGB5,PCDHGA9,PCDHGB6,PCDHGA10,PCDHGB7,PCDHGA11	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr10	26438332	26438417	0.004337	6	9.84e-06	0.1734	APBB1IP	APBB1IP	HAVANA
chr12	132710075	132710208	0.005278	6	1.54e-05	0.1738	AC135586.2	AC135586.2,PGAM5	HAVANA,HAVANA
chr10	96089724	96089864	0.002103	15	1.63e-05	0.1743	ENTPD1-AS1	ENTPD1-AS1	HAVANA
chr5	181187620	181187766	0.004745	11	1.7e-05	0.1746	LINC01962	LINC01962,AC008443.5	HAVANA,HAVANA
chr1	23436957	23437017	0.003514	11	7.08e-06	0.1764	ASAP3	ASAP3	HAVANA
chr3	12288972	12289034	0.003569	3	7.33e-06	0.1766	PPARG	PPARG	HAVANA
chr16	21556671	21556818	0.001084	14	1.74e-05	0.1769	.	.	.
chr3	138833807	138833910	0.00512	5	1.24e-05	0.1801	PIK3CB	PIK3CB	HAVANA
chr2	44802559	44802708	0.00308	7	1.86e-05	0.1856	.	.	.
chr1	982263	982394	0.005432	14	1.64e-05	0.1856	.	PERM1	HAVANA
chr8	94261995	94262112	0.003375	6	1.47e-05	0.1862	GEM	GEM	HAVANA
chr4	150582965	150583086	0.00418	18	1.52e-05	0.1871	LRBA,MAB21L2	LRBA,AC110813.1,MAB21L2	HAVANA,HAVANA,HAVANA
chr1	151537207	151537351	0.006043	13	1.87e-05	0.1926	CGN	CGN,TUFT1,AL365436.2	HAVANA,HAVANA,HAVANA
chr17	726329	726406	0.001848	12	1.01e-05	0.1934	.	VPS53	HAVANA
chr5	176450836	176450886	0.003357	2	6.6e-06	0.1952	FAF2	FAF2	HAVANA
chr12	122148483	122148566	0.01867	4	1.1e-05	0.1958	.	MLXIP	HAVANA
chr9	107465463	107465540	0.004473	4	1.03e-05	0.1977	LINC01509	LINC01509	HAVANA
chr6	159968613	159968705	0.005109	6	1.24e-05	0.1987	.	IGF2R	HAVANA
chr2	109410076	109410176	0.005418	11	1.36e-05	0.2006	SH3RF3	SH3RF3	HAVANA
chr1	161471083	161471295	0.002741	43	2.93e-05	0.2035	.	AL592295.3	HAVANA
chr19	46495798	46496052	0.00327	6	3.52e-05	0.2036	PPP5D1,PNMA8B,AC011484.1	PPP5D1,PNMA8B,AC011484.1	HAVANA,HAVANA,HAVANA
chr16	87705744	87705849	0.002577	9	1.46e-05	0.2046	KLHDC4	KLHDC4	HAVANA
chr14	88551223	88551224	0.00317	1	1.4e-07	0.2055	AL162171.1	AL162171.1,AL162171.2	HAVANA,HAVANA
chr20	58855231	58855291	0.003979	6	8.46e-06	0.2069	GNAS	GNAS-AS1,GNAS,RF02130,RF02131	HAVANA,HAVANA,ENSEMBL,ENSEMBL
chr17	30832679	30832714	0.002708	2	4.97e-06	0.2081	ATAD5	AC127024.1,ATAD5,AC130324.2	HAVANA,HAVANA,HAVANA
chr6	56772391	56772493	0.0057	6	1.46e-05	0.21	DST	DST	HAVANA
chr10	93994375	93994500	0.005086	6	1.8e-05	0.2108	.	.	.
chr7	1096160	1096357	0.003544	22	2.89e-05	0.2146	C7orf50	C7orf50,GPER1	HAVANA,HAVANA
chr1	1068149	1068268	0.005403	8	1.75e-05	0.2147	AL390719.1	AL390719.1,AL645608.8,RNF223	HAVANA,HAVANA,HAVANA
chr20	56468184	56468365	0.007568	6	2.78e-05	0.2231	.	RTF2	HAVANA
chr11	123560251	123560429	0.01338	5	2.74e-05	0.2239	GRAMD1B	GRAMD1B	HAVANA
chr11	72781219	72781279	0.004199	5	9.34e-06	0.2259	ARAP1,STARD10	ARAP1,STARD10,MIR4692	HAVANA,HAVANA,ENSEMBL
chr20	63706987	63707076	0.003866	3	1.4e-05	0.2284	ARFRP1	ARFRP1,ZGPAT,AL121845.3	HAVANA,HAVANA,HAVANA
chr19	15011323	15011414	0.001816	5	1.45e-05	0.2299	SLC1A6,CCDC105	SLC1A6,CCDC105	HAVANA,HAVANA
chr12	130017655	130017740	0.005487	10	1.39e-05	0.2357	.	.	.
chr15	56465247	56465320	0.005002	3	1.2e-05	0.2367	.	MNS1	HAVANA
chr7	98472721	98472823	0.006246	8	1.68e-05	0.237	.	.	.
chr11	68315072	68315155	0.005438	3	1.37e-05	0.2375	LRP5	LRP5	HAVANA
chr10	117126120	117126226	0.003766	9	1.78e-05	0.2414	SHTN1	SHTN1,VAX1	HAVANA,HAVANA
chr20	25585777	25585878	0.006309	2	1.7e-05	0.2414	.	NINL	HAVANA
chr5	126595521	126595593	0.0007506	3	1.25e-05	0.2485	.	ALDH7A1	HAVANA
chr5	132370375	132370462	0.005863	8	1.52e-05	0.2499	SLC22A5	MIR3936HG,MIR3936,SLC22A5	HAVANA,ENSEMBL,HAVANA
chr11	49852075	49852300	0.002245	13	3.94e-05	0.2503	AP006587.1	AP006587.1,AP006587.5	HAVANA,HAVANA
chr4	1233248	1233323	0.00534	4	1.32e-05	0.2514	CTBP1	CTBP1	HAVANA
chr19	863071	863246	0.004079	45	3.09e-05	0.2518	CFD	CFD,MED16	HAVANA,HAVANA
chr11	133532289	133532352	0.004735	3	1.11e-05	0.2522	OPCML	OPCML,AP004606.1	HAVANA,HAVANA
chr1	161454361	161454599	0.003045	21	4.21e-05	0.2526	AL592295.3	AL592295.3	HAVANA
chr3	100682336	100682501	0.007437	26	2.97e-05	0.2562	ADGRG7	ADGRG7	HAVANA
chr2	241560042	241560128	0.005952	13	1.56e-05	0.2574	BOK	BOK-AS1,BOK	HAVANA,HAVANA
chr8	18083441	18083533	0.006246	5	1.68e-05	0.2587	ASAH1	ASAH1,AC124242.1	HAVANA,HAVANA
chr11	117199064	117199176	0.006589	7	2.08e-05	0.2632	.	SIDT2,TAGLN	HAVANA,HAVANA
chr12	132437137	132437229	0.006447	6	1.75e-05	0.2686	.	.	.
chr9	83062053	83062199	0.008452	6	2.79e-05	0.2692	RASEF	RASEF,AL499602.1	HAVANA,HAVANA
chr12	109718588	109718718	0.00527	21	2.53e-05	0.2739	FAM222A	FAM222A	HAVANA
chr11	129895996	129896080	0.006169	4	1.64e-05	0.2743	.	NFRKB,PRDM10	HAVANA,HAVANA
chr16	10080551	10080562	0.001516	3	2.16e-06	0.2758	GRIN2A	GRIN2A	HAVANA
chr21	26167814	26167904	0.006473	8	1.77e-05	0.2763	APP,AP001439.1	APP,AP001439.1,AP000229.1	HAVANA,HAVANA,HAVANA
chr16	20073693	20073795	0.007108	4	2.04e-05	0.2806	GPR139	GPR139	HAVANA
chr16	2857782	2857916	0.007803	10	2.71e-05	0.2831	PRSS22,AC003965.2	PRSS22,AC003965.2	HAVANA,HAVANA
chr12	6937058	6937158	0.007075	8	2.03e-05	0.2834	ATN1	ATN1	HAVANA
chr6	73362652	73362761	0.004211	19	2.23e-05	0.2852	KHDC3L	KHDC3L	HAVANA
chr17	21397370	21397480	0.004428	11	2.28e-05	0.2889	KCNJ12	KCNJ12	HAVANA
chr20	1266050	1266137	0.006613	15	1.83e-05	0.2918	RAD21L1	RAD21L1,SNPH	HAVANA,HAVANA
chr2	127638455	127638554	0.007267	6	2.1e-05	0.2943	LIMS2	MYO7B,LIMS2	HAVANA,HAVANA
chr3	194296693	194296805	0.007363	18	2.43e-05	0.2997	LINC00887	LINC00887,AC117469.1	HAVANA,HAVANA
chr6	2763529	2763697	0.00623	36	3.75e-05	0.307	.	WRNIP1	HAVANA
chr2	174334910	174335111	0.003547	19	4.49e-05	0.3072	AC018470.1,SP9	LINC01305,AC018470.1,SP9	HAVANA,HAVANA,HAVANA
chr14	20632699	20632822	0.006488	7	2.76e-05	0.3087	.	.	.
chr20	20373218	20373310	0.007251	11	2.09e-05	0.3115	.	INSM1	HAVANA
chr20	45097916	45098024	0.02555	5	2.49e-05	0.3153	KCNS1	KCNS1	HAVANA
chr2	40452475	40452559	0.006896	6	1.95e-05	0.3169	SLC8A1	SLC8A1	HAVANA
chr1	40084862	40085017	0.009454	8	3.63e-05	0.3196	PPT1	PPT1	HAVANA
chr3	130002680	130002781	0.007997	5	2.4e-05	0.3231	.	AC083906.1,AC083906.5	HAVANA,HAVANA
chr5	95962337	95962439	0.008086	9	2.44e-05	0.3252	AC104123.1	ELL2,AC104123.1,AC008592.2	HAVANA,HAVANA,HAVANA
chr1	2257387	2257508	0.002435	10	2.93e-05	0.328	SKI	SKI	HAVANA
chr17	81057576	81057667	0.007515	8	2.2e-05	0.3284	BAIAP2	BAIAP2	HAVANA
chr7	157405703	157405815	0.00352	7	2.73e-05	0.3302	DNAJB6	DNAJB6	HAVANA
chr9	40223435	40223569	0.002825	14	3.27e-05	0.3302	ANKRD20A2,BX664727.3	ANKRD20A2,BX664727.3	HAVANA,HAVANA
chr1	4637860	4637953	0.00842	8	2.29e-05	0.3334	.	.	.
chr16	2515238	2515301	0.006028	2	1.58e-05	0.3382	AC093525.2,ATP6V0C,AC093525.1	AC093525.2,ATP6V0C,AC093525.1,AC093525.8	HAVANA,HAVANA,HAVANA,HAVANA
chr17	49993367	49993452	0.007363	9	2.14e-05	0.3387	DLX3	DLX3,AC009720.1	HAVANA,HAVANA
chr11	134365122	134365217	0.00616	5	2.41e-05	0.3408	GLB1L2	GLB1L2	HAVANA
chr11	71490933	71491068	0.008708	7	3.48e-05	0.3451	NADSYN1	NADSYN1	HAVANA
chr16	75377887	75377919	0.003904	3	8.26e-06	0.346	CFDP1	CFDP1,AC009054.2	HAVANA,HAVANA
chr19	871130	871222	0.008006	5	2.4e-05	0.3491	MED16	MED16	HAVANA
chr17	38918641	38918837	0.007985	40	5.17e-05	0.352	LASP1,AC006441.3	LASP1,MIR6779,AC006441.3	HAVANA,ENSEMBL,HAVANA
chr15	95326904	95327084	0.001124	5	4.78e-05	0.3538	LINC01197,LINC00924	LINC01197,LINC00924	HAVANA,HAVANA
chr6	13486018	13486025	0.001369	2	1.87e-06	0.3559	GFOD1	GFOD1,GFOD1-AS1	HAVANA,HAVANA
chr4	1233789	1233917	0.005867	8	3.45e-05	0.3577	CTBP1	CTBP1	HAVANA
chr17	21127546	21127547	0.001124	1	2.69e-07	0.3577	DHRS7B	DHRS7B	HAVANA
chr12	51590462	51590560	0.008527	6	2.65e-05	0.3593	SCN8A	SCN8A	HAVANA
chr6	100458705	100458811	0.008871	20	2.89e-05	0.3616	SIM1	SIM1	HAVANA
chr1	215082256	215082320	0.006447	2	1.75e-05	0.3618	KCNK2	KCNK2	HAVANA
chr2	238139070	238139179	0.007471	4	2.99e-05	0.3629	KLHL30	KLHL30	HAVANA
chr10	13383403	13383476	0.007057	4	2.01e-05	0.3643	.	.	.
chr21	8436045	8436473	0.006364	67	0.000118	0.3645	FP236383.1	FP236383.1,MIR6724-4,RF01518,FP236383.3,RNA5-8SN1	HAVANA,ENSEMBL,ENSEMBL,HAVANA,ENSEMBL
chr5	88189996	88190094	0.004183	5	2.71e-05	0.3658	TMEM161B	TMEM161B	HAVANA
chr4	73868978	73869001	0.04771	2	6.44e-06	0.3688	.	CXCL1	HAVANA
chr2	85355158	85355252	0.008489	7	2.64e-05	0.3694	ELMOD3	RETSAT,ELMOD3	HAVANA,HAVANA
chr16	50880058	50880169	0.006054	18	3.12e-05	0.3699	LINC02128	LINC02128,AC025810.1	HAVANA,HAVANA
chr1	224175794	224175906	0.002112	6	3.15e-05	0.3703	DEGS1	AC092809.3,DEGS1,RF00139	HAVANA,HAVANA,ENSEMBL
chr12	53676664	53676763	0.02832	5	2.8e-05	0.372	ATP5MC2	ATP5MC2	HAVANA
chr13	94707404	94707485	0.007778	4	2.3e-05	0.3725	LINC00391,SOX21-AS1	LINC00391,SOX21-AS1,SOX21	HAVANA,HAVANA,HAVANA
chr21	33109651	33109730	0.007681	4	2.26e-05	0.3751	.	AP000289.1	HAVANA
chr5	161548834	161548951	0.008891	6	3.35e-05	0.3759	GABRB2,GABRA6	GABRB2,GABRA6	HAVANA,HAVANA
