methyl	methyl.p	arm2.p	arm3.p	BMI.p	age.p	expose.p	PC1.p	methyl.beta	arm2.beta	arm3.beta	BMI.beta	age.beta	expose.beta	PC1.beta	NAs	outliers	total.NAs	zeros	non.zeros	ones	non.ones	diff.miss	ME	genes	genes_flanking	genes_type	methyl.fdr
chr4.10591153	3.45383066649303e-05	0.146597322634998	0.367731471188513	0.0560851409408397	0.0673432232088663	0.0306302238937648	0.00402771002234366	2.07892472120855	-0.263264564036823	-0.162964981126475	-0.0359140982745071	0.0284824198211235	-0.338248007676851	2.33003190769632	0	0	0	0	83	0	83	1	.	CLNK	CLNK	HAVANA	0.170394003064708
chr4.16256468	9.19561947337145e-05	0.432339960649308	0.734848018994614	0.0494618950575268	0.0078772627414476	0.00472257593820516	0.00243349586558064	-6.76395461265993	-0.140655269777331	-0.0613759534012076	-0.0380210030074005	0.0421335324102276	-0.450628379988316	2.50562303144038	0	1	1	0	82	36	46	0.65060240963856	.	TAPT1-AS1,RPS21P4	TAPT1-AS1,RPS21P4	HAVANA,HAVANA	0.189882742993435
chr4.8125621	1.78469322574508e-05	0.473879644874918	0.937489349679751	0.508745435303084	0.00955317767419378	0.000117250742126331	0.00114572414312398	4.7371042996581	-0.141248145857404	-0.0157487014670855	-0.0135199340721568	0.0439016170320277	-0.710926725371235	2.81869192911443	1	9	10	0	73	9	64	0.0694165970794187	.	ABLIM2	ABLIM2	HAVANA	0.150891578642487
chr4.1209111	9.58709579182753e-05	0.414178268061752	0.4707378161301	0.770543819209967	0.208180836951245	0.00608900202336082	0.0224647002617891	2.09193311229136	-0.147001427445223	-0.13130828780265	-0.00571226698123862	0.0199708994757975	-0.439710298015871	2.31882579174064	3	0	3	0	80	0	80	0.999999999999993	.	.	SPON2,CTBP1-AS,CTBP1	HAVANA,HAVANA,HAVANA	0.192505140167541
chr4.1209124	2.75984186646034e-05	0.366657621200113	0.62975144527695	0.636325269191532	0.0666828738468811	0.00509349613970152	0.000687312501740194	2.24973018816996	-0.160572747430194	-0.0853340780955337	-0.00886257446878838	0.0281792914396629	-0.440116863912718	3.21465755442397	1	0	1	0	82	0	82	0.999999999999994	.	.	SPON2,CTBP1-AS,CTBP1	HAVANA,HAVANA,HAVANA	0.16566772936511
chr4.79325731	3.64813979423151e-06	0.933020373376926	0.898134281124793	0.0464280263735075	0.0147478667957732	0.00373828850715894	0.000726415142637799	5.91860667019358	0.016606314079148	0.0257110518945906	-0.0396183138674556	0.0404114892729416	-0.493863666835213	2.89881177789271	2	9	11	0	72	10	62	0.0361377376022484	.	NAA11	NAA11	HAVANA	0.124105022256462
chr4.530121	0.000115125616576156	0.375996049734434	0.277990061746093	0.11972439335649	0.00577321960428881	0.000895485326604095	0.000838811235495289	5.92043060216485	-0.164142381646787	-0.202880536793194	-0.0294722928527965	0.0439001172172877	-0.543381892976647	2.81970757377928	2	0	2	0	81	22	59	0.206288568909783	.	PIGG	PIGG	HAVANA	0.200949637678322
chr4.1209223	8.71333263492322e-05	0.153824564694485	0.357605847676993	0.216608541812542	0.115204842112733	0.0121561110625393	0.00112517633761373	1.9892324163939	-0.262209465016498	-0.169010830588893	-0.0232685808733482	0.0250292709457666	-0.395278017195381	2.70356397570808	0	0	0	0	83	1	82	1	.	.	SPON2,CTBP1-AS,CTBP1	HAVANA,HAVANA,HAVANA	0.18900289620935
chr4.9521941	9.77334764742507e-05	0.319732542733937	0.474773152115431	0.207134881417185	0.0057571809825308	0.00285121437465782	0.000840345335233927	4.35140490790272	-0.188050152156977	-0.135372422022911	-0.0244098960814545	0.0452585526980022	-0.489242832780178	2.85362730742367	0	3	3	0	80	18	62	0.769908903908311	.	AC097493.3	AC097493.3	HAVANA	0.192839727041184
chr4.1370296	5.10944771156399e-05	0.276157409511315	0.993418120642409	0.603804172550882	0.0830168418562727	0.129058460098368	0.0528840595692571	6.40943944479534	0.21015200967985	-0.00157514878044988	-0.01031255644561	0.0279904794305577	-0.256794791409692	1.81246869898942	8	0	8	0	75	26	49	0.520712840830806	.	UVSSA	UVSSA	HAVANA	0.178628083792608
chr4.78222442	7.87729239982255e-05	0.186975596008277	0.558521123303552	0.50807881150678	0.0384857172683059	0.0467735341714824	0.000656627939339017	3.83707054433851	-0.246557138239768	-0.111012042367058	-0.0140268907138041	0.0328809049673037	-0.327496988447884	2.87330172305126	5	2	7	0	76	10	66	0.690784750610938	.	FRAS1	FRAS1	HAVANA	0.187366308925922
chr4.1209094	9.48896426114706e-05	0.801317977634714	0.595807008365827	0.645959099448801	0.0770681984968193	0.00447659535766738	0.0118946601053239	2.19727067836449	-0.0455730283148478	-0.098075580663011	-0.00896507389175614	0.027969646217702	-0.472600276118689	2.64659709504054	5	0	5	0	78	0	78	1	.	.	SPON2,CTBP1-AS,CTBP1	HAVANA,HAVANA,HAVANA	0.191347071719054
chr4.1209248	2.93150736715936e-05	0.190531794015536	0.231057226427854	0.300755905689993	0.10482839289132	0.00242203501064162	0.00255543135569149	2.28594288890189	-0.234762099098723	-0.220070871189997	-0.019262901992658	0.0253413690130942	-0.475071458808399	2.44586442887398	0	0	0	0	83	1	82	1	.	.	SPON2,CTBP1-AS,CTBP1	HAVANA,HAVANA,HAVANA	0.16566772936511
chr4.112356523	3.63449938660068e-05	0.171053955253978	0.304368514948584	0.198293874876522	0.013033830592527	0.0160793967169264	0.0890836603046885	2.87800707290487	-0.252293844896605	-0.190420424738386	-0.0247554040911718	0.0399871687673254	-0.384414826789961	1.48881447080106	5	0	5	0	78	6	72	1	.	ALPK1,RTEL1P1	ALPK1,RTEL1P1	HAVANA,HAVANA	0.171491505425127
chr4.908113	0.000111403106338828	0.564728997016639	0.757875264056308	0.835051793037571	0.0285682193562723	0.00944498323873992	0.000792856070651323	2.53985836160366	-0.102730030950501	-0.0555412753488473	-0.00409391418258973	0.0344279176768577	-0.410388332867641	2.81061564709384	0	0	0	0	83	0	83	1	.	GAK	GAK	HAVANA	0.199277555226579
chr4.76738947	3.38022220797697e-05	0.299841663150243	0.525553105865677	0.739637350103571	0.0532626473812615	0.0374214265385282	0.000923625166961965	3.17709615001919	-0.184038846115561	-0.113519570385712	-0.00635680364690957	0.0300220606943899	-0.326129242139097	2.72028567320963	0	0	0	0	83	3	80	1	.	SHROOM3,AC107072.2	SHROOM3,AC107072.2	HAVANA,HAVANA	0.17008508826053
chr4.185737690	8.16139006938728e-05	0.531046276832405	0.665713488670162	0.406772911945792	0.0179271684197308	0.00327957825672869	0.00547100256628024	4.32642511931112	-0.117067834026173	-0.0806236520315916	-0.0159851470627543	0.0382749491124357	-0.485434099093744	2.29369786733487	5	0	5	0	78	17	61	1	.	SORBS2	SORBS2	HAVANA	0.187910578742266
chr4.7007629	7.81496416926408e-05	0.359602881027377	0.633264632819452	0.402570158730197	0.0143794255030063	0.00245168172591571	0.000278466896092171	7.12768719475135	-0.163828492292525	-0.0858837756961244	-0.0158578042073771	0.038364809294484	-0.480663144258433	3.0937193358564	0	0	0	0	83	27	56	1	.	TBC1D14	TBC1D14	HAVANA	0.187366308925922
chr5.175698271	4.56640938321214e-05	0.348761255463141	0.394916375381465	0.18925010628991	0.0296933552998506	0.00476832072080392	0.00946218859358098	2.2197811769008	-0.16692222732257	-0.153945560066829	-0.0248100582930297	0.0339630238560165	-0.442244233856831	2.29441805883201	1	0	1	0	82	5	77	0.65060240963856	.	HRH2	HRH2	HAVANA	0.175926068727191
chr5.177302011	1.77471953378607e-05	0.605179980664884	0.614674032656019	0.632772003221765	0.00739986862908177	0.00492849334774006	0.00313541128913783	-3.39518965458833	0.100253509224223	0.0971860954885313	-0.0094287548481318	0.0453104215785841	-0.482245137288752	2.54020280729373	12	1	13	16	54	0	70	1	.	RAB24,MXD3	NSD1,RAB24,MXD3,PRELID1	HAVANA,HAVANA,HAVANA,HAVANA	0.150891578642487
chr5.6755745	6.82290888898045e-05	0.712418647496136	0.692163099745561	0.256133629978292	0.012703717983344	0.0141040566492084	0.0161251172184982	4.68310828380102	-0.0653217507334953	-0.0709976034400193	-0.0213386122599872	0.039018212727223	-0.385840097510143	1.96497923194642	0	0	0	0	83	3	80	1	.	TENT4A	TENT4A	HAVANA	0.184685210293644
chr5.151505253	4.14300567259516e-05	0.574935693422964	0.503072324430278	0.0812103310080444	0.0440196737452858	0.00215228206415811	0.0146472072548251	2.65825825876211	0.102355441819636	-0.123489301545024	-0.0324923327687932	0.0324759577801566	-0.50641795434486	2.20888333248032	9	0	9	0	74	4	70	0.756516768765477	.	FAT2	FAT2,AC011337.1	HAVANA,HAVANA	0.174018122461361
chr5.964539	3.04461676175494e-05	0.12040997941284	0.134552715226847	0.0167034618435078	0.0103694589250233	0.00658068513797705	0.00274852148244162	3.25969172961164	-0.309275726001673	-0.295726210718074	-0.0480458790864748	0.0414830285705439	-0.449880283126297	2.55744208884961	5	1	6	0	77	6	71	0.683988811063932	.	.	.	.	0.16566772936511
chr5.132778094	8.76484695807506e-06	0.749129350381277	0.953226435045492	0.129705413708271	0.0217613854043025	0.0201453263462645	9.09318707658355e-05	-5.72954874516912	-0.0559637306477834	-0.0101492910782402	-0.0277187728032579	0.0350403033521629	-0.356666907930354	3.25509431624846	0	1	1	8	74	0	82	0.65060240963856	.	SEPT8	SEPT8	HAVANA	0.142471413528148
chr5.140787570	0.000113971264966541	0.86855459858951	0.556209451170114	0.131048119757989	0.0128697622436381	0.000352637578403542	0.000375193328519083	2.95943940055917	0.0297948910859451	0.107102723775281	-0.0285147190714057	0.0391541520514783	-0.586959798451909	3.0001549488658	1	0	1	2	80	0	82	0.999999999999994	.	AC005609.5,PCDHA1	AC005609.5,PCDHA1	HAVANA,HAVANA	0.200323667577901
chr5.86466772	3.38271080450243e-05	0.569320262824604	0.292829162747859	0.636471752829968	0.00187937709854851	0.0159622442807429	0.000298945317233711	5.37061376190301	-0.103178472137326	-0.198328127707988	-0.00897875154734664	0.0506487380325803	-0.396552637370741	2.96378805112951	11	1	12	0	71	31	40	0.79858095342848	.	.	.	.	0.17008508826053
chr5.134562074	2.84531295363714e-05	0.42271962015976	0.309922599509985	0.510945869063222	0.068463608676688	0.0151473791125909	0.000363851430312177	2.55367344974647	-0.140310278976506	-0.182248210314261	-0.0127025231766709	0.0279772921902846	-0.379132241779458	3.08592929455906	4	2	6	0	77	3	74	0.683988811063932	.	JADE2	JADE2	HAVANA	0.16566772936511
chr5.891294	9.79505591924511e-05	0.763908522148083	0.700934954328153	0.0878585424597405	0.00858835356706199	0.117747531558942	0.0996408552881569	2.04568605400003	-0.0547815710765393	0.0747214393039294	-0.0333113156494132	0.0428361723352294	-0.257549168844861	1.61334775087248	15	0	15	0	68	2	66	0.194130297426643	.	BRD9	BRD9,TRIP13	HAVANA,HAVANA	0.192839727041184
chr5.5651980	1.03933080344248e-05	0.115234394304719	0.200267233350627	0.489625414544668	0.0244069206710567	0.0450690735982245	0.00212898282009407	2.12106087680109	-0.2818669746507	-0.233369162392431	-0.0127784088159619	0.0343579542265355	-0.311212569763527	2.45987133926714	1	0	1	0	82	0	82	0.65060240963856	.	.	.	.	0.143055917721426
chr5.2094085	9.22840681668579e-05	0.34116483124652	0.814567261968235	0.382330416300886	0.307746006714086	0.00103646866945363	0.00230756936810005	2.49686899825774	-0.17279099326511	-0.0423898898333124	-0.0171633765820157	0.0163271423281456	-0.54028945987852	2.94600232308861	7	1	8	0	75	6	69	0.520712840830806	.	AC124852.1	AC124852.1	HAVANA	0.189882742993435
chr5.175698294	8.69858409871987e-05	0.286131525000649	0.38195379397137	0.235483606767864	0.0298002575014249	0.00845374968523752	0.00969914751536846	2.93132201444461	-0.193437748324371	-0.163076964532081	-0.0225553923071335	0.0343790444755031	-0.419809393176089	2.17282743734465	2	0	2	0	81	4	77	0.206288568909783	.	HRH2	HRH2	HAVANA	0.18900289620935
chr5.1124606	0.000104449547103115	0.270510249442364	0.459872789838048	0.352045459643354	0.00336042111920493	0.022024795114186	0.0017679586578509	2.30373131745313	-0.214252852777144	-0.145129642725233	-0.0178429249606973	0.0483195662557518	-0.384145060187463	2.68581322955848	8	2	10	0	73	4	69	0.590510148483276	.	.	.	.	0.196815021162021
chr5.142977558	5.75422638578126e-05	0.466499829191995	0.834407436606931	0.230025194833123	0.0504887822032202	0.0174113012742764	0.000352709387663924	-1.89508357397158	-0.135573954948734	-0.0405582872229412	-0.0248524487002198	0.0316562306948799	-0.40017124625537	3.1385054436266	10	0	10	1	72	0	73	0.255960624260205	.	ARHGAP26	ARHGAP26	HAVANA	0.180418865637997
chr5.123087752	0.000101242404184524	0.328576881536003	0.213522287339172	0.329028644574239	0.0354313241452187	0.0145087797479571	0.00120216894137958	-3.35632017413054	-0.180377645264258	-0.241103207991776	-0.0187960859108077	0.0336793436920216	-0.395754090521879	2.73116408510621	0	3	3	8	72	0	80	0.769908903908311	.	AC106786.1	AC106786.1,PRDM6	HAVANA,HAVANA	0.194968975886573
chr5.125197051	2.74445124311352e-05	0.275574657722225	0.16681304354103	0.52248023482009	0.260694339237761	0.00139499781485276	0.0341538111787134	2.59237434418799	-0.197928750882533	-0.254102909308209	-0.0120195359174323	0.0176977130479995	-0.515574290372355	1.96982505338021	5	1	6	0	77	5	72	0.999999999999992	.	LINC02240	LINC02240	HAVANA	0.16566772936511
chr5.98963375	1.9813725796904e-05	0.206368351529809	0.183616568423538	0.070091870599596	0.0345289952011868	0.00395188830767576	0.000470988517041093	3.48013854339648	-0.226091896240203	-0.245530676725997	-0.0339609986389257	0.0326035459503286	-0.452015315842951	2.8666027214917	3	0	3	0	80	2	78	0.531295915368786	.	LINC02062	LINC02062	HAVANA	0.151920511935905
chr5.91183054	7.51189158724239e-05	0.415083279876975	0.623636774523336	0.361265812499772	0.0137206694280681	0.0358280748545918	0.000740809556717673	2.01748533356269	-0.145248191065739	-0.0883117395944076	-0.0172499199878097	0.0386187303819507	-0.332238140950521	2.81265739749691	0	0	0	0	83	0	83	1	.	LUCAT1	LUCAT1	HAVANA	0.186728451135389
chr5.150801170	0.000113372812904403	0.856323619978647	0.274707447492218	0.234874142229899	0.0166201080196729	0.00538362080857296	0.00216443899587536	-6.45093307084124	0.0337604110885319	0.210957579640621	-0.0233431261547868	0.0387260329414514	-0.452097146358026	2.59768395637883	3	0	3	19	61	0	80	0.309726711724947	.	.	SMIM3	HAVANA	0.200323667577901
chr5.160506821	4.51465737497252e-05	0.846436074533513	0.969742736091215	0.384050235663207	0.0389529010701182	0.0147729436052748	0.000808736643061556	-4.88321665139169	-0.034196318190236	-0.00674240664109227	-0.0163538391484838	0.0321303377153364	-0.381281902371004	2.76746441277086	0	0	0	14	69	0	83	1	.	.	.	.	0.175926068727191
chr5.142246334	7.92244688421258e-05	0.282308796276006	0.531939240228066	0.441420361702376	0.0710396280563261	0.0150121484135353	0.00341228226676231	1.846177907004	-0.198091554950826	-0.116549721444953	-0.0148486218857446	0.0287448315173482	-0.389036379876409	2.48071435945994	2	0	2	2	79	0	81	0.999999999999975	.	.	.	.	0.18743336442522
chr5.71783343	2.00408369848382e-05	0.653757637499357	0.87566551173024	0.339848885719213	0.0912122659225296	0.000488374946077833	0.00503828603384316	2.25856029811762	-0.0783250444662635	0.0283007577509094	-0.0175852555216433	0.0263070390099359	-0.554690609935789	2.29417928360688	3	0	3	0	80	0	80	0.531295915368786	.	.	.	.	0.151920511935905
chr5.80990716	6.92894420347145e-05	0.190454728497715	0.62114490432651	0.202441387291232	0.0270074694683328	0.175120900896573	0.0130336603773929	-3.159681018061	-0.245583050445551	-0.0914857113630475	-0.0246354756433556	0.0361958522582277	-0.224293947483085	2.53559081271352	15	1	16	2	65	0	67	1	.	RASGRF2	RASGRF2	HAVANA	0.186222059982273
chr5.1124566	6.41448158964726e-05	0.221287842109837	0.176260791342719	0.953227018054554	0.0821780246468114	0.0370748469104916	0.352408361095559	2.09090714156135	-0.239925939670854	-0.263017606040484	-0.00110874776908424	0.0274771113340572	-0.342689898156501	0.978581283090234	15	0	15	0	68	6	62	1	.	.	.	.	0.180657165900509
chr5.111854506	6.99158201273791e-05	0.914687086747155	0.67967501597444	0.443757541902892	0.085372214632851	0.0100811391969273	0.0104231369861786	2.01165891411712	-0.0191515097632526	-0.0752542223122878	-0.0146209203666278	0.0273021760164555	-0.406844130942779	2.14327332067947	1	0	1	0	82	0	82	0.65060240963856	.	NREP	NREP	HAVANA	0.186222059982273
chr5.123163438	5.24139698651461e-05	0.231722044042832	0.251378287211648	0.503514610671347	0.0737496361918338	0.0115785875261979	0.00177696852707744	2.91074980798252	-0.213812471895069	-0.208132998527528	-0.0124196717401667	0.0274703386614626	-0.391930722249529	2.66265505557997	1	1	2	0	81	3	78	0.32559506317954	.	PRDM6	PRDM6	HAVANA	0.179313741878997
chr5.38468116	3.5359199047474e-06	0.61879159167216	0.493030969818668	0.408725160746231	0.0116960960134793	0.026235543297414	0.000612999659274863	2.7130598322536	-0.0859556184364485	-0.122640182634335	-0.0150598495120358	0.0385124482683154	-0.345406621507865	2.76081457358731	4	0	4	0	79	5	74	0.117979234009208	.	AC010457.1	EGFLAM,AC010457.1	HAVANA,HAVANA	0.124105022256462
chr5.144698616	4.76433331010866e-05	0.360208991706798	0.927333792258151	0.191596248376948	0.0209440205329999	0.00740751787247572	0.000339993302274482	2.6886862326444	-0.162522684463018	0.0162335709603536	-0.0243980841966754	0.0359257560954996	-0.419167059472033	3.00917599882916	0	0	0	0	83	0	83	1	.	.	.	.	0.177717648977339
chr5.141478378	0.000101328530244432	0.182234352952976	0.447852659577882	0.546408139627266	0.167480515694189	0.0109660761313178	0.00127170993374943	-5.60185853378315	-0.254626003131079	-0.142042020189148	-0.0117375227280841	0.0225893226740629	-0.414467030281704	2.81678408751081	0	7	7	3	73	0	76	0.492018228686701	.	PCDHGA1,PCDHGA2,PCDHGA3,PCDHGB1,PCDHGA4,PCDHGB2,PCDHGA5,PCDHGB3,PCDHGA6,PCDHGA7,PCDHGB4,PCDHGA8,PCDHGB5,PCDHGA9,PCDHGB6,PCDHGA10,PCDHGB7,PCDHGA11,PCDHGA12,PCDHGC3	PCDHGA1,PCDHGA2,PCDHGA3,PCDHGB1,PCDHGA4,PCDHGB2,PCDHGA5,PCDHGB3,PCDHGA6,PCDHGA7,PCDHGB4,PCDHGA8,PCDHGB5,PCDHGA9,PCDHGB6,PCDHGA10,PCDHGB7,PCDHGA11,PCDHGA12,PCDHGC3,RN7SL68P	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,ENSEMBL	0.194968975886573
chr5.139759639	0.000110935103389798	0.432404172115163	0.466443769135689	0.0660732817638707	0.0499965960189102	0.0620046386441401	0.0708813799467847	4.45244112376104	-0.143885475099017	-0.135875566387877	-0.0351193620279047	0.0313827820576027	-0.302271761896996	1.63992051107913	4	1	5	0	78	24	54	0.520158125555629	.	.	.	.	0.199277555226579
chr5.96742707	8.44360002162684e-05	0.81866035340759	0.4936443946517	0.567983240493706	0.13295953860633	0.00277105646309664	0.00586169694518232	4.59611256662719	0.041779325696321	0.122655798036969	-0.010848933834973	0.0234981135000832	-0.474230657585413	2.26633794783156	0	2	2	0	81	5	76	0.999999999999975	.	CAST	CAST,AC020900.1	HAVANA,HAVANA	0.188907944981269
chr5.31193233	2.9065540085163e-05	0.256822487393201	0.407824086468979	0.0291752976089863	0.00159919128358408	0.00493797762731387	0.00141532768469548	2.26212673892696	-0.202763301575098	-0.151038569220773	-0.0418132011707444	0.0507003430892014	-0.440550539163927	2.68095844671295	1	0	1	0	82	0	82	0.65060240963856	.	AC113386.1	AC113386.1,CDH6	HAVANA,HAVANA	0.16566772936511
chr5.73627257	2.25859189770014e-05	0.40934227042506	0.843616363394332	0.78470618228799	0.0210988436821208	0.0696399666279346	0.095968816908162	1.97785815898252	-0.152113234627801	-0.0365713082936548	0.00565270355638776	0.0364477467054882	-0.294770418266704	1.50234721673357	8	0	8	0	75	2	73	0.721713320782256	.	ARHGEF28	ARHGEF28	HAVANA	0.156334666249078
chr5.10306836	1.04567565651125e-05	0.432968167399373	0.932213783820944	0.0831812857010098	0.0129824195884818	0.00565002949340279	0.000324546849303737	3.51490073031374	-0.136454294113029	-0.014965324399799	-0.0323451767812902	0.0381277392943233	-0.428992063458584	2.95833814989127	1	0	1	0	82	2	80	0.65060240963856	.	CMBL	CMBL	HAVANA	0.143055917721426
chr5.112170721	9.76704424987887e-05	0.503148681941314	0.871444268199178	0.222348890798769	0.0183805675060508	0.00154420546990953	0.00408863423637462	3.55400631085344	-0.121829616994265	-0.0296907532325296	-0.0234448452359297	0.0375642321739208	-0.514484864000438	2.45129798984765	2	0	2	0	81	6	75	0.539817807816624	.	EPB41L4A	EPB41L4A,AC010261.1	HAVANA,HAVANA	0.192839727041184
chr5.95759290	8.30109441490834e-05	0.385336665894024	0.420625707591414	0.294573834013778	0.0346554310852918	0.0544236129434373	0.0055984131683676	-2.69869192126314	-0.15617608769396	-0.146231337624238	-0.0198367119369021	0.0331500377860589	-0.305466796699714	2.26361249916109	0	1	1	7	75	0	82	0.65060240963856	.	RHOBTB3,GLRX	RHOBTB3,GLRX	HAVANA,HAVANA	0.188812397875814
chr5.142314751	2.64931697503628e-05	0.392937391567284	0.451932167382104	0.667525048787588	0.0196138535267223	0.00563216923242186	0.00837844186613137	3.52515905074193	-0.153453040593103	-0.141309066653528	-0.00830039861500713	0.0369161163289923	-0.450550129871009	2.37296558949384	8	0	8	0	75	7	68	0.160384043386029	.	SPRY4	SPRY4,RF02038,RF02039	HAVANA,ENSEMBL,ENSEMBL	0.162633642764902
chr5.100897475	2.7874249007242e-05	0.464039128684842	0.214263313445305	0.0356812653386297	0.0223003219532433	0.00497665277751596	0.00973919962925763	3.54501723566502	-0.137889009697123	-0.238445237368874	-0.0440480022594201	0.0361839745752693	-0.472538961135511	2.34533535688768	15	0	15	0	68	12	56	0.724325410555107	.	ST8SIA4	ST8SIA4	HAVANA	0.16566772936511
chr5.633868	4.53370603974125e-05	0.91312338105205	0.835477460526695	0.981339209146886	0.0968379387660738	0.0165312940357778	0.00458035997700302	4.31892081209799	-0.0204435850972947	-0.0384732419444588	-0.000462870419022794	0.0261318479732737	-0.388602228877753	2.77531912598697	7	1	8	0	75	13	62	0.809778725597997	.	CEP72	CEP72	HAVANA	0.175926068727191
chr5.57599072	0.000103825397549076	0.570495279321493	0.233224897349637	0.45356264922976	0.0354351904647776	0.0214050935213269	0.00446913372350022	1.6640362577501	-0.105945290316983	-0.229293692024312	-0.0141685776666888	0.0345762244183302	-0.385076621391082	2.35489972710204	7	1	8	0	75	3	72	1	.	AC008780.1	AC008780.1	HAVANA	0.196815021162021
chr5.10875493	7.81412657446246e-05	0.720221223951397	0.696857444741938	0.354185665334747	0.00965128818904653	0.00673460615396839	0.029118970908982	2.06213872334154	0.0710139356863547	0.0776510426492034	-0.0184585471023992	0.0439443856031462	-0.486538949429082	2.03684214875784	14	0	14	0	69	2	67	0.138595877414644	.	.	.	.	0.187366308925922
chr5.5652010	2.65285151045613e-05	0.0833961027616348	0.0533204012569874	0.335029904320718	0.0213561945579021	0.0725274175670186	0.0183428344154485	2.24869322889442	-0.319734690097757	-0.382946378774208	-0.0182449427519246	0.0360732312264957	-0.285126934585347	2.12936652064196	3	0	3	0	80	6	74	0.309726711724947	.	.	.	.	0.162633642764902
chr5.166083825	5.23488950565192e-05	0.258601767060076	0.707200883343263	0.934620501689695	0.119933012650626	0.000911076610411531	0.00247162813291021	-3.04249801367274	-0.208218129892415	-0.0705419394364623	-0.00171195261557328	0.0256669240897391	-0.547758954269645	2.83315039745457	10	0	10	5	68	0	73	0.916456872728902	.	.	.	.	0.179313741878997
chr5.102296669	6.2406130261443e-05	0.661763780389272	0.986939118232115	0.292832816705121	0.0307759834041722	0.00319888649819135	0.00047050582228055	-21.0236226494855	-0.0774268028025255	0.00292237916166592	-0.0197684167034445	0.0337245088411503	-0.465194039170194	2.93090763112683	0	0	0	57	26	0	83	1	.	.	SLCO4C1	HAVANA	0.180498091393139
chr5.139366584	6.41720389017931e-05	0.778294569049516	0.978172605880946	0.962229933955473	0.0757192390542859	0.00821805383543652	0.0303313606653521	3.44297215399239	-0.0529400548489472	-0.00518259124349044	0.000968728499741842	0.0285788108039017	-0.441486592934451	2.01099569677371	6	1	7	0	76	11	65	0.891573873590823	.	PAIP2,AC135457.1	PAIP2,AC135457.1,SLC23A1	HAVANA,HAVANA,HAVANA	0.180657165900509
chr5.179378485	7.23286688597055e-05	0.149021941958285	0.414429554795058	0.700149859079827	0.0329526385338509	0.0121225073432121	0.00512173413063537	2.14815919849857	-0.266389970869879	-0.150861157285298	-0.00747967656313746	0.0336278357690039	-0.396817512879615	2.34961864839277	1	0	1	0	82	2	80	0.65060240963856	.	AC109479.3,AC109479.1	AC109479.3,AC109479.1	HAVANA,HAVANA	0.186222059982273
chr5.173968378	1.45573779521215e-05	0.771383212722318	0.979118970105023	0.0522178106122822	0.0143644676066469	0.000279904452938974	4.73163431470379e-05	2.2064188640066	-0.0500183031921483	-0.00465783811891797	-0.0357827548757347	0.0371636752506297	-0.583549844003262	3.41524234124001	2	1	3	0	80	1	79	0.531295915368786	.	.	.	.	0.149103322323107
chr5.77282448	5.97556230624108e-05	0.949084052127313	0.554967814018234	0.076588441907179	0.0187347827041663	0.00788069696344152	0.00122044801015122	-2.98095065483887	0.0114484335485252	0.104220315097755	-0.0333937477498027	0.0373682092135181	-0.410157517997428	2.87680993704209	3	1	4	11	68	0	79	0.384719365265941	.	AC022414.1,PDE8B	AC022414.1,PDE8B	HAVANA,HAVANA	0.180418865637997
chr5.758077	2.67878414718064e-06	0.311555380440218	0.791657203990776	0.158705871160138	0.00502019039928984	0.00104739070602218	5.38417228185388e-05	-4.44066737122381	-0.173629031591113	-0.0440617819151768	-0.0248298265204162	0.0415862848513367	-0.494632225763493	3.41830093727461	0	3	3	5	75	0	80	0.769908903908311	.	ZDHHC11B,AC026740.3	ZDHHC11B,AC026740.3	HAVANA,ENSEMBL	0.118413749879489
chr5.149579072	0.000115203454942289	0.378002891687498	0.255941150500025	0.21869983677267	0.0206804471193226	0.037981033186444	0.00154086021946977	-2.41801845932224	-0.163227816996529	-0.217706900903547	-0.025826695822645	0.0372524890756818	-0.35171539243187	2.88649991507959	11	2	13	3	67	0	70	0.151133500089228	.	ARHGEF37	ARHGEF37	HAVANA	0.200949637678322
chr5.1124597	3.73309197386118e-05	0.51167087035729	0.220074353418643	0.571905652636602	0.00859249741988632	0.0234194712268963	0.00278646804350478	2.45352188026909	-0.128172771745858	-0.245961145431529	-0.0108380810878434	0.042844618910641	-0.384340304833396	2.5445355282516	10	1	11	0	72	7	65	0.609363252947315	.	.	.	.	0.171903679874501
chr5.76952929	5.81054997953992e-05	0.992505030656393	0.509207668990521	0.0734046132554695	0.00933495350348223	0.00517957890450388	0.00301306481547948	-2.26677601178259	0.00167130171906885	0.119652842291752	-0.0337590961159145	0.0407060383238914	-0.43930003851716	2.42342919531134	0	0	0	0	83	0	83	1	.	.	RNU6ATAC36P,CRHBP	ENSEMBL,HAVANA	0.180418865637997
chr5.159764643	4.62064169563309e-06	0.443578700705028	0.872865000416301	0.191845358314619	0.234954562808933	0.000599802266484951	2.579350511866e-05	-10.6159101666839	0.152472028986791	-0.030586573218851	-0.0264443850375186	0.0193903928851973	-0.598377244344313	4.15009499135992	12	3	15	45	23	0	68	0.724325410555107	.	AC008691.1,LINC01847	AC008691.1,LINC01847	HAVANA,HAVANA	0.12964504420484
