methyl	methyl.p	arm2.p	arm3.p	BMI.p	age.p	expose.p	PC1.p	methyl.beta	arm2.beta	arm3.beta	BMI.beta	age.beta	expose.beta	PC1.beta	NAs	zeros	non.zeros	ones	non.ones	outliers	diff.miss	ME	Chr	pos	genes	genes_flanking	genes_type	total.NAs	methyl.fdr
chr3.58617228	0.00048035982268002	0.72963334569572	0.714176456746294	0.743145848678485	0.0339580767429733	0.00215242758771089	0.000516990813294317	-2.39884765778377	-0.0790597976240757	0.0827815723503138	-0.00766499618992346	0.0418846222896534	-0.63124103962843	4.01738614696989	6	1	75	0	76	1	0.99999999999998	.	chr3	58617228	FAM107A,FAM3D-AS1	FAM107A,FAM3D-AS1	HAVANA,HAVANA	7	0.999977865727334
chr3.161105584	0.000300829954020213	0.797872922930028	0.754209530770286	0.99346994052639	0.137278223303266	0.000517307114219048	0.000916600181425842	-4.7655587701996	-0.0558721523190928	-0.0680749884345765	0.000188402439285715	0.0280562844411124	-0.682343447029306	3.3385501000474	0	9	74	0	83	0	1	.	chr3	161105584	NMD3	B3GALNT1,NMD3	HAVANA,HAVANA	0	0.999977865727334
chr3.52040210	0.000620991806872631	0.883378936583853	0.919718369836238	0.649401807520738	0.0190610947976533	0.0019710346622074	0.0015372292319821	-2.72131429810747	-0.0327133182940111	-0.0222805679748695	-0.0105205443843218	0.0459605227505046	-0.610657232793074	3.23439935847065	1	0	82	5	77	0	0.999999999999994	.	chr3	52040210	.	.	.	1	0.999977865727334
chr3.33373005	0.00010525400510618	0.53416253466155	0.970355402854305	0.377085323295371	0.00379910826387582	0.00295874279557483	0.000109825191720734	-7.86993970878636	-0.131941059650911	-0.00798734119302479	-0.0199570116416914	0.0569696642893412	-0.561540253940766	3.87002111599877	0	14	68	0	82	1	0.65060240963856	.	chr3	33373005	FBXL2	FBXL2	HAVANA	1	0.999977865727334
chr3.194344138	0.000626534737514808	0.533713234130926	0.812581974375513	0.271304582379549	0.0446827643834749	0.00336847501313745	0.000471000149912617	-5.01972424997232	-0.134554294101092	-0.0527713647676896	-0.0254387159107042	0.038030967175699	-0.572696174139137	3.53189298707528	1	8	73	0	81	1	0.206288568909783	.	chr3	194344138	CPN2	CPN2	HAVANA	2	0.999977865727334
chr3.171457971	0.000289269667273158	0.903163410704501	0.363101133167026	0.52440766951492	0.0608358844951625	0.000211913356727915	6.03367140670214e-05	2.2520493322213	0.0281214632344267	0.211141714320317	-0.0148635491014449	0.0361614581880662	-0.781684579007934	4.26759139561159	3	0	80	0	80	0	0.999999999999993	.	chr3	171457971	TNIK	TNIK,AC092919.1,AC092919.2	HAVANA,HAVANA,HAVANA	3	0.999977865727334
chr3.52221584	0.000211432086883556	0.452948354728323	0.868681650252274	0.74133498635914	0.284917310077585	0.000315347788504679	0.00012187720669386	5.17153133904037	-0.165494829269563	0.0367489964936234	0.00749372429734467	0.0205513021368971	-0.712164843862903	3.87616466826699	10	0	73	16	57	0	0.590510148483276	.	chr3	52221584	TLR9,AC097637.1	AC097637.2,TLR9,AC097637.1	HAVANA,HAVANA,HAVANA	10	0.999977865727334
chr3.127288797	0.000319356756776272	0.876009646678781	0.440424870717693	0.903816601238884	0.0194547770867687	0.0109685231222697	0.000229129782321376	-2.54012901288496	0.0344724073396777	0.172435589437479	0.00276554287469662	0.0444102488478754	-0.49002886745567	3.71282807528019	2	0	81	4	77	0	0.32559506317954	.	chr3	127288797	.	PRR20G	HAVANA	2	0.999977865727334
chr3.171746155	0.000350430693844597	0.997885365969414	0.642420929813789	0.684208130402609	0.0700750022176477	0.000308967327504543	0.000407166846957944	-5.17885645466504	-0.000644605056785739	0.119967866091906	0.0100024484770715	0.038427529535502	-0.840036829739658	4.24572543602748	16	0	67	29	38	0	0.140081164639486	.	chr3	171746155	PLD1	PLD1	HAVANA	16	0.999977865727334
chr3.53730470	0.000418448305712982	0.711052171886465	0.740255926362536	0.778325777294134	0.15194673385007	0.000123481767615076	0.00125215652347357	-7.42307635442987	-0.0854370457771935	0.078687301849349	-0.00652344064537837	0.0278239079394313	-0.810552097005631	3.25097658300976	0	0	74	5	69	9	0.0284864756722003	.	chr3	53730470	CACNA1D	CACNA1D	HAVANA	9	0.999977865727334
chr3.38835366	0.000405008807243807	0.706226406981687	0.841733543614981	0.793431254728371	0.0504315790176562	0.00512777663503382	0.000626440164242201	-1.98155207560967	-0.0820061251238855	-0.0437962592429716	0.00604799520882544	0.0367438483466773	-0.538486973757472	3.4304071595266	2	0	81	0	81	0	0.32559506317954	.	chr3	38835366	.	.	.	2	0.999977865727334
chr3.50340385	0.000463712278043014	0.414122892811557	0.539894075028608	0.374170276095468	0.568156147558794	0.0010238690412538	0.000665694387069162	-10.6677466718732	-0.190545354278734	-0.145447049986015	-0.0227037776908435	0.0112964233000967	-0.671425940867997	3.60073449084718	1	40	32	0	72	10	0.153085415841206	.	chr3	50340385	RASSF1	RASSF1,RASSF1-AS1,ZMYND10-AS1,ZMYND10	HAVANA,HAVANA,HAVANA,HAVANA	11	0.999977865727334
chr3.49683323	3.37523485108418e-05	0.132958598949091	0.93618693943363	0.813729248076133	0.481564671006649	0.0107057991848309	0.00426770605815881	6.07270112284367	-0.316559492262701	-0.0171134482591935	0.00505221491589654	0.0125874807980214	-0.470995055613634	3.0729368665608	13	0	69	22	47	1	0.665613176923506	.	chr3	49683323	APEH	APEH,MST1,AC099668.1	HAVANA,HAVANA,HAVANA	14	0.999977865727334
chr3.122227450	0.000469128414806081	0.176431073144875	0.762709509119389	0.626923954494115	0.400798430744359	0.00167617710263243	0.00011792343364598	7.55525953090484	-0.297401156034119	-0.0660096725271948	0.0116402381686422	0.0163740318175776	-0.610185606779043	3.94788521046862	0	0	83	27	56	0	1	.	chr3	122227450	CASR	CASR	HAVANA	0	0.999977865727334
chr4.153791546	0.000510490474736534	0.251733381147671	0.549004673239001	0.734677240915611	0.660873026193659	0.00243976191644241	0.000103828629388324	-8.09417774664584	-0.262785552841425	-0.13707052979374	-0.00793458603031711	0.00829460447562035	-0.600207636568364	3.94905057871297	8	39	30	0	69	6	0.187941896478345	.	chr4	153791546	.	SFRP2	HAVANA	14	0.999977865727334
chr4.1231648	0.000630012347742364	0.688843444124782	0.590092243506794	0.810273585013426	0.201155307377392	0.000317037644905681	7.55883519038658e-05	-1.69880906700762	0.0947429362536502	0.122346933536457	-0.00560549831313605	0.0243780460930062	-0.73129192778249	4.26710382213859	5	0	78	0	78	0	1	.	chr4	1231648	CTBP1	CTBP1	HAVANA	5	0.999977865727334
chr4.173500341	0.000407320575435855	0.68952409125879	0.878814168904408	0.751183811506262	0.36983456419087	0.00348633187470033	0.00276377985192796	-2.97984537614958	-0.089220061560387	0.0348278618700585	0.00722312290194687	0.0170025515233729	-0.573721717956734	3.09029033654367	11	17	51	0	68	4	0.282364605820893	.	chr4	173500341	.	.	.	15	0.999977865727334
chr4.41866174	0.000362104782811848	0.279155272945376	0.763218240711684	0.65384511615467	0.227412925078972	0.114612492998497	0.000827215085797507	-17.8276525148808	-0.244306566195836	-0.0672950681254035	-0.0101718310473361	0.0230998577655295	-0.325291560593306	3.59471518471329	1	49	25	0	74	8	0.492743268261347	.	chr4	41866174	.	.	.	9	0.999977865727334
chr4.3872206	0.000291587483391416	0.871003783064452	0.958217372976484	0.994615753541391	0.0332904898301686	0.000748687711251127	7.12168447583789e-05	7.43009074159877	-0.0361663517897783	-0.0115453589307489	0.000156237199745056	0.0404046078829639	-0.665095808972017	4.09454405971408	0	32	50	0	82	1	0.999999999999994	.	chr4	3872206	.	.	.	1	0.999977865727334
chr4.171629914	0.000623233823417	0.49070487794021	0.42360679111628	0.304411682193051	0.471606999366875	0.0131959290814052	5.66231299479113e-05	4.13601758977841	-0.163031707386825	-0.196130613844742	0.0277921705650073	0.0143415858809439	-0.51481918374999	4.99424358500632	6	0	67	10	57	10	0.346097797425382	.	chr4	171629914	LINC02174	LINC02174	HAVANA	16	0.999977865727334
chr4.1341167	0.000192885569788087	0.471026089496069	0.313148194042758	0.53774026343125	0.349241441646284	0.00332594084679392	0.000288851520033967	6.60451865412148	-0.150786329834975	-0.216476826411578	0.0132464582834211	0.0173968516241717	-0.555316244895915	3.87579117799834	10	0	73	32	41	0	0.762223406997529	.	chr4	1341167	.	MAEA	HAVANA	10	0.999977865727334
chr4.141333539	0.00020187391317216	0.374583727681165	0.65860438591575	0.870202507336518	0.197775460462749	0.00471101675925407	0.000250176739720868	19.4018019872843	-0.198011932261126	-0.0993547700705534	0.00376036493678167	0.0244948365133204	-0.550450748286436	3.65388459963917	1	26	51	0	77	5	0.356327440047303	.	chr4	141333539	LINC02432	LINC02432	HAVANA	6	0.999977865727334
chr4.654919	0.000437988154289985	0.550195713154001	0.961232397509779	0.859584927773675	0.0117261221542589	0.000153757049466435	0.000981472814231815	-1.99881325760153	0.139884244428224	0.0115410455363794	0.0039480161720627	0.0489087120907157	-0.810507764358613	3.35874265386459	14	0	69	1	68	0	0.249377947840358	.	chr4	654919	PDE6B,AC107464.1	PDE6B,AC107464.1	HAVANA,HAVANA	14	0.999977865727334
chr4.1323776	0.000622405628396938	0.79037227112981	0.494047984907562	0.968998675777527	0.132135176018929	0.00131944708383504	4.64509649444117e-05	-1.59695575760681	0.0606386032926276	0.15822308652773	-0.000928864400202444	0.0295765735367552	-0.642123589882598	4.38225207739152	4	1	78	3	76	0	0.210299735527475	.	chr4	1323776	MAEA	MAEA	HAVANA	4	0.999977865727334
chr4.883533	5.58422108899077e-05	0.578099659786586	0.629320905462248	0.880746594032709	0.0677390099932754	0.00812955493289982	0.00571616999275605	-7.77294756788966	-0.118662419804157	-0.106676339469282	-0.0034244750858111	0.0344765275463655	-0.508921112968394	2.8404960484149	4	0	79	13	66	0	0.210299735527475	.	chr4	883533	GAK	GAK	HAVANA	4	0.999977865727334
chr4.185587515	0.000652420097144413	0.170272402321385	0.635382587063003	0.532045584258902	0.114546435617792	0.0339592746243303	0.000101223767789945	-3.18127984192175	-0.321143875634296	-0.113398537927411	0.0158220080308128	0.0315140944066147	-0.44018651312538	4.74187995342216	9	8	66	0	74	0	0.225509552194288	.	chr4	185587515	SORBS2	SORBS2,AC093797.1	HAVANA,HAVANA	9	0.999977865727334
chr4.185638610	1.124162807239e-05	0.532047680856036	0.482556769645765	0.854290852375487	0.00870486323535755	2.95965250899081e-05	7.43990252194353e-05	2.3923927202361	0.137473423570613	0.152338629668786	-0.00405570857427949	0.0490489178269663	-0.840327944450746	3.99840545488044	2	0	81	2	79	0	0.999999999999975	.	chr4	185638610	SORBS2	SORBS2	HAVANA	2	0.999977865727334
chr4.98993825	0.000470447291545379	0.396905685673608	0.439893503522579	0.379040300705676	0.221631300772419	0.00544804231712333	8.33479299773357e-05	-8.51323670848118	-0.18438830486801	-0.174224039135405	-0.0202405224308369	0.023562707557775	-0.537341589262423	4.14982853625449	1	0	82	38	44	0	0.65060240963856	.	chr4	98993825	AC019131.1	AC019131.1,METAP1,MIR3684	HAVANA,HAVANA,ENSEMBL	1	0.999977865727334
chr4.32716389	0.000460090552344174	0.190256344030921	0.627861307912625	0.351763963109107	0.151449223548614	0.000902290955377934	0.000291377220175227	-1.67572041389529	-0.287501771758678	0.108138765879673	-0.0213530507503022	0.0272556584249348	-0.649965218736035	3.68038056424292	0	0	83	4	79	0	1	.	chr4	32716389	AC116611.1	AC116611.1	HAVANA	0	0.999977865727334
chr4.162163893	0.000174113279440153	0.414613066525366	0.833616763502549	0.249892034787583	0.0221988606621939	0.00886547107439751	0.000145884855388167	-6.47428845637179	-0.170781992892941	0.0448323609133376	-0.0258883952933358	0.0431308507145631	-0.486638699554321	3.76609007850969	4	25	53	0	78	1	1	.	chr4	162163893	FSTL5	FSTL5	HAVANA	5	0.999977865727334
chr4.40196461	0.000292484366816364	0.174591474241102	0.637126373464769	0.756674803345704	0.194715837967555	0.0184408338359082	0.12085044938353	-9.00666189786938	-0.297591782486198	-0.103425090281148	-0.00712747515202219	0.0243625768166873	-0.455315257772287	1.70528376159574	3	0	80	38	42	0	0.999999999999993	.	chr4	40196461	RHOH	RHOH	HAVANA	3	0.999977865727334
chr4.186554755	0.000191225890125575	0.142581020396911	0.0894034775580237	0.620522667811229	0.189632060373242	0.000417114297305237	0.00339725203644776	-4.9830765352412	-0.292734995003981	-0.354520732375509	0.0104944380013155	0.0229524697996575	-0.639876376310253	2.96313333469733	9	32	42	0	74	0	0.448231490051277	.	chr4	186554755	AC018709.1,MTNR1A	AC018709.1,MTNR1A	HAVANA,HAVANA	9	0.999977865727334
chr4.15007498	0.00056535785541111	0.995931260944144	0.588135291905206	0.451718751255923	0.0811711218952981	0.000558355698981389	0.000708724934417652	-2.11198185856903	-0.0011578541477376	0.123229130095387	-0.0173686048016378	0.0336428997023337	-0.714260129635467	3.81829825685038	2	0	81	1	80	0	0.32559506317954	.	chr4	15007498	CPEB2,AC098829.1	CPEB2,AC098829.1	HAVANA,HAVANA	2	0.999977865727334
chr4.1358569	0.000539649806500834	0.455196375100387	0.65570936712991	0.894078586971282	0.0301080140580161	0.00356565012835551	0.00119174663393704	-7.55435679505491	-0.163788232327811	-0.099065098371358	-0.00310882620831018	0.0414302754091114	-0.577387879284796	3.28327389671745	3	0	80	27	53	0	0.309726711724947	.	chr4	1358569	UVSSA,AC078852.1	UVSSA,AC078852.2,AC078852.1	HAVANA,HAVANA,HAVANA	3	0.999977865727334
chr4.1002384	0.000101318208795459	0.600062595284372	0.751940395486085	0.58839954439172	0.433854482478107	0.00134910584628395	3.53447153406094e-05	-37.8119364781773	-0.1152215495034	-0.0688887610150978	0.0131093306896048	0.0148794437625954	-0.628775014577036	4.2463969407058	0	60	16	0	76	7	0.891573873590823	.	chr4	1002384	IDUA	IDUA	HAVANA	7	0.999977865727334
chr4.7772829	0.000329185774003681	0.216952017783096	0.561138173177371	0.996353965290208	0.0286974780680996	0.00294184204156646	0.000106737984763886	-1.92995901677544	0.309205362915472	0.136758231269622	-0.000108327207904577	0.0430302758675644	-0.60955949178619	4.1125313044132	10	2	71	0	73	0	0.302230663979614	.	chr4	7772829	AFAP1-AS1,AFAP1	AFAP1-AS1,AFAP1	HAVANA,HAVANA	10	0.999977865727334
chr4.11402375	0.000609730131135109	0.505377431387264	0.355324408366161	0.948086127806649	0.406123605744164	0.0026666975316037	0.000238841676405867	5.8654375352619	-0.145767942558964	-0.209929908163002	-0.00149161014119948	0.0158400035618435	-0.585746736253524	3.68134928045078	0	0	78	12	66	5	0.362395243214288	.	chr4	11402375	HS3ST1	HS3ST1	HAVANA	5	0.999977865727334
chr4.168833448	0.000403181477391648	0.6290025799984	0.904135616063982	0.30413586648458	0.0395020637046531	0.00013589893190634	0.00285421481874662	6.87223771239454	-0.108438413635335	0.0268507079781658	-0.0239401185828747	0.0400272018956456	-0.806259282155855	3.0723074721733	1	29	52	0	81	1	0.999999999999975	.	chr4	168833448	PALLD	PALLD,AC080188.1	HAVANA,HAVANA	2	0.999977865727334
chr4.2661115	0.000459173641825769	0.973742688929095	0.940456868283612	0.725189077685106	0.544451420110244	0.00213899203692112	0.0121166468827824	2.71300123159747	0.00778452728694698	0.0172187863500477	0.0084413025260049	0.012051410939098	-0.642699598457095	3.13030720893429	12	0	71	3	68	0	0.216813885717351	.	chr4	2661115	FAM193A	FAM193A	HAVANA	12	0.999977865727334
chr4.3740423	5.85310638331557e-05	0.145941495038846	0.899128013727472	0.906530183705353	0.128690497201969	0.000473712260061135	0.00111451497423765	-2.42894645161596	-0.304160730831599	-0.0266150340517118	-0.00256834751780579	0.0276078591937569	-0.653226731539514	3.18074054132628	2	0	81	0	81	0	0.539817807816624	.	chr4	3740423	.	.	.	2	0.999977865727334
chr4.163153164	0.000194115812540372	0.576515944561149	0.861738401782924	0.579164666280844	0.254902641146354	0.00079192836819567	0.00153139834920801	5.7630255491646	-0.124793934928747	-0.0384447709313463	-0.0127897455515695	0.0217471313338507	-0.668261965734851	3.20078440079205	4	0	78	27	51	1	1	.	chr4	163153164	NAF1	NAF1	HAVANA	5	0.999977865727334
chr4.32716357	0.000187014587469102	0.229247079796048	0.561807837696845	0.2614383771492	0.137866968474673	0.000388021336429559	0.000100332421340894	-1.73161055183845	-0.259579990232815	0.128327336213829	-0.0256064143724364	0.0278463366624957	-0.696049637602714	3.94496864331777	0	0	83	2	81	0	1	.	chr4	32716357	AC116611.1	AC116611.1	HAVANA	0	0.999977865727334
chr4.4762076	3.10204259794847e-05	0.730669168009037	0.908221944713626	0.723579144858577	0.0140330014793991	0.000211713025706481	0.000413742388394092	-2.53867256003806	-0.0734883361121153	0.0249596217682769	-0.0078121821982244	0.0458414490405007	-0.752680264657653	3.78726949640611	3	0	80	1	79	0	0.769908903908311	.	chr4	4762076	STX18-AS1	STX18-AS1	HAVANA	3	0.999977865727334
chr4.40924729	0.000351068154306884	0.924667157368096	0.664999136658325	0.900444634655983	0.0200450752939339	0.00536206665712529	5.08840530258878e-05	2.62622873142464	0.0219533336941728	0.101445628210998	-0.00302912289139445	0.0459021378353145	-0.579284106419621	4.37901330626965	9	0	74	2	72	0	0.904889362799062	.	chr4	40924729	APBB2	APBB2	HAVANA	9	0.999977865727334
chr4.171629987	0.000168194219496619	0.542019034063318	0.922609329199797	0.363393842547235	0.401467029104506	0.0077200242295837	0.000149294994686601	4.95355136691141	-0.139625018845951	-0.0227601824283344	0.0228792139925067	0.0163368215176556	-0.532342101937548	3.97746501355437	2	0	71	17	54	10	0.216813885717351	.	chr4	171629987	LINC02174	LINC02174	HAVANA	12	0.999977865727334
chr4.32716343	0.000649178610804819	0.170142167092518	0.602664623225896	0.432323591846191	0.171423217958265	0.000567647938969219	0.000230714144349098	-1.5642370219211	-0.303555090690214	0.117036505382178	-0.0180274667063562	0.0261445878540656	-0.684871817688419	3.76453987289274	0	0	83	4	79	0	1	.	chr4	32716343	AC116611.1	AC116611.1	HAVANA	0	0.999977865727334
chr4.79325731	5.6638244117648e-05	0.956174838034888	0.931915901491457	0.489443961491985	0.233471446025082	0.000878086794521088	3.07681421591939e-05	5.87071197295248	-0.0126561817427431	0.0199992223878367	-0.0158079922278307	0.0226050355316003	-0.667643554973965	4.26936816226437	2	0	72	10	62	9	0.0361377376022484	.	chr4	79325731	NAA11	NAA11	HAVANA	11	0.999977865727334
chr4.7024767	0.000425151976507933	0.859242796621159	0.548237026445458	0.846674227064498	0.0504664534806591	0.00287324629591949	0.00199392357604915	2.78476798392427	-0.0389640031522904	0.135805339737668	0.00447925124072759	0.0373341571820418	-0.575766656292232	3.10770734992791	4	0	79	0	79	0	0.838936232735825	.	chr4	7024767	TBC1D14	TBC1D14	HAVANA	4	0.999977865727334
chr4.950529	0.000285650842568295	0.96111093403049	0.447320003666884	0.691579914807211	0.0441069199658056	0.00239076026601248	0.00310760050825876	-6.67203242271206	0.0109505349011217	0.17903445204205	0.00953432238103279	0.0386632096619045	-0.613918517562852	3.07223468146209	6	0	76	26	50	1	0.150551686101097	.	chr4	950529	TMEM175	TMEM175	HAVANA	7	0.999977865727334
chr4.186024156	0.000306701643641858	0.512921066527065	0.895342930115429	0.605249592104715	0.0318531080648405	9.8447992966573e-05	0.000377268136366692	-3.38614413066649	-0.144019076818319	0.0289194955864386	-0.0117910077146068	0.0408612344784782	-0.800985837085013	3.62462048777042	1	0	81	8	73	1	0.999999999999975	.	chr4	186024156	.	RNU4-64P	ENSEMBL	2	0.999977865727334
chr4.128553328	0.000594447233302008	0.452551045094517	0.974506755626521	0.37589698427913	0.0666580299833093	0.000772265975480643	0.00056494148224127	-3.87375027816292	-0.163527338232833	-0.00701657744047324	-0.0203487841064251	0.0348859219999288	-0.662864111296595	3.50282198491754	0	30	53	0	83	0	1	.	chr4	128553328	AC110609.1	AC110609.1	HAVANA	0	0.999977865727334
chr4.39718807	0.000303889000335251	0.570545187791372	0.719397331973871	0.470614364909913	0.167853275849603	0.00368504854090222	0.000240089898794187	8.81052021115302	-0.130684014306655	0.0832162260793466	-0.0172197363683691	0.0278406313168133	-0.589784394014641	3.84450727795159	5	0	77	36	41	1	0.86747917883326	.	chr4	39718807	UBE2K	UBE2K,AC108471.1	HAVANA,HAVANA	6	0.999977865727334
chr4.81352070	0.000103459761214171	0.923933917279033	0.529194445024686	0.366073753409081	0.0279635020072515	0.00165495661692072	0.0222122056756991	-2.34092082071609	-0.0208413531000691	0.139499702337176	-0.0203797480222662	0.0414761669209437	-0.606017669812759	2.36266815366195	1	0	82	0	82	0	0.999999999999994	.	chr4	81352070	.	.	.	1	0.999977865727334
chr4.4396560	1.16358174511448e-05	0.188671653965473	0.955143577415695	0.909897202644986	0.0592106886096669	0.00298786679987747	0.00053743236374973	3.16242013389383	-0.283601425042901	-0.0121667033843817	0.00255571507290157	0.0357581406757096	-0.566161901022815	3.37559081236709	9	0	74	1	73	0	0.756516768765477	.	chr4	4396560	NSG1	NSG1	HAVANA	9	0.999977865727334
chr4.52052306	2.731406175606e-05	0.621326275998926	0.722804018781392	0.638688505423988	0.00742465921213421	0.000159577914532931	0.000127145431713147	3.56114958008335	-0.105146802536153	-0.0761710202101864	0.0107143258394497	0.0511552034463914	-0.754598888064648	4.22601155231733	2	7	74	0	81	0	0.999999999999975	.	chr4	52052306	SPATA18	SPATA18	HAVANA	2	0.999977865727334
chr4.42153243	0.000326836276205647	0.818015321868485	0.604510945897064	0.193809829242215	0.0557595061860803	0.000951420731427995	0.00451321024087765	-3.94043552704751	-0.0503179919758257	-0.113591760507101	-0.0303305805713769	0.0362289208411662	-0.645935081711299	2.8957311832935	1	4	78	0	82	0	0.65060240963856	.	chr4	42153243	AC111006.1	BEND4,AC111006.1	HAVANA,HAVANA	1	0.999977865727334
chr4.186013141	0.000576990800452873	0.319321260987231	0.59377211828606	0.820580603336805	0.0474706201366959	0.0016492373770254	0.000147866025945901	4.96589051787482	-0.220412780122649	-0.119287583542751	-0.00524394414436037	0.0380347472077117	-0.620130208453489	3.91762619418692	1	0	82	28	54	0	0.999999999999994	.	chr4	186013141	.	.	.	1	0.999977865727334
chr4.190041639	0.000544480671400032	0.730394144530798	0.729341925528532	0.78160466456897	0.0369625101367596	0.000243514034577687	0.000380702181006246	3.91971225654044	-0.0786172229788761	0.0793377543355772	-0.00639986501682607	0.0403365070890461	-0.758145722096165	3.62750882811826	0	1	79	0	80	3	0.769908903908311	.	chr4	190041639	AGGF1P1	RARRES2P4,AGGF1P1	HAVANA,HAVANA	3	0.999977865727334
chr4.8152639	0.000214905359921183	0.652788548687568	0.441470009912597	0.632360178369901	0.0212700217952824	0.000280526990751472	0.000935701076178366	-3.5730085153442	0.102207683635343	0.172857107733157	-0.0108211988903742	0.0438616318290235	-0.719784306086902	3.31921145514361	0	0	83	0	83	0	1	.	chr4	8152639	ABLIM2	ABLIM2	HAVANA	0	0.999977865727334
chr4.25929546	0.000443055958359226	0.662178783201138	0.364573940672726	0.90208380194636	0.582973163500083	0.000246389557350925	0.00369861087975618	3.39988253069996	-0.0950655330172701	-0.19913267383267	0.00273008200475809	0.0102466302042714	-0.727063970716173	2.84376290841076	10	0	72	7	65	1	0.435337196709501	.	chr4	25929546	SMIM20	SMIM20	HAVANA	11	0.999977865727334
chr4.1825600	0.000491413228832945	0.388456493063868	0.716157341965666	0.841706459803275	0.168187101236123	0.00579486243494282	9.18541548598653e-05	-4.83824936339881	-0.188663619698564	-0.0802641911808895	0.0046922822762804	0.0262477547098897	-0.536966767312734	4.03309880105033	0	0	82	2	80	1	0.999999999999994	.	chr4	1825600	LETM1	LETM1	HAVANA	1	0.999977865727334
chr4.80387220	8.5093938781748e-05	0.179315566181746	0.592622437068357	0.935891723179634	0.305449652605919	0.00221658315464671	0.000133955024987371	6.06880607149618	-0.301093723114151	-0.118184274928065	0.00182740502973151	0.0198025678024393	-0.597415409542959	4.28039956010446	2	0	79	18	61	2	1	.	chr4	80387220	CFAP299,AC105917.1	CFAP299,AC105917.1	HAVANA,HAVANA	4	0.999977865727334
chr5.72925708	0.000506622871667312	0.167331338987956	0.573556700617168	0.894643618357316	0.0828704183164203	0.0131731649404703	0.000326968843060247	7.18795521909062	-0.316486533622737	-0.129894309607804	-0.0031428902500237	0.0340963988728845	-0.494471066936769	3.81321245074639	4	0	79	25	54	0	0.838936232735825	.	chr5	72925708	.	.	.	4	0.999977865727334
chr5.175698271	0.000131356655031937	0.164684556753544	0.313722453628415	0.721968001570248	0.139424940233659	0.00247455317990767	0.00271225174090803	2.4682206818772	-0.296568922901215	-0.217850713782053	-0.00798447064980029	0.0273228488289441	-0.568492585509591	3.19006054398594	1	0	82	5	77	0	0.65060240963856	.	chr5	175698271	HRH2	HRH2	HAVANA	1	0.999977865727334
chr5.178448416	9.52242777590956e-05	0.639671211566716	0.879366980567715	0.697365328220682	0.332812435670947	0.00113099571807696	0.000102945034259953	10.6452179888134	-0.105480210442874	-0.0346332816260605	-0.00883237251579892	0.0182569651915872	-0.640925797857402	3.88408251858778	0	0	74	5	69	9	0.0284864756722003	.	chr5	178448416	COL23A1	COL23A1	HAVANA	9	0.999977865727334
chr5.73444638	0.000651391418844184	0.621562381694107	0.235445598354464	0.518407533537584	0.326801604454691	0.00115866082389708	7.6463554834284e-05	-10.8303549843202	-0.113637470704958	-0.282379073364139	0.0160789803533931	0.0191789459512873	-0.660571588237194	4.11119629613347	2	43	28	0	71	10	0.216813885717351	.	chr5	73444638	.	FOXD1,FOXD1-AS1	HAVANA,HAVANA	12	0.999977865727334
chr5.175698262	0.000305314152934596	0.255008523583544	0.66092737343312	0.874586378116022	0.155408443639079	0.000973528798492574	0.00145436846829047	2.56646628985813	-0.245273363686857	-0.0958217919487261	0.00364936397062775	0.0268023429396856	-0.636003299283498	3.57398138853988	2	0	81	4	77	0	0.539817807816624	.	chr5	175698262	HRH2	HRH2	HAVANA	2	0.999977865727334
chr5.43019820	0.000256167178677508	0.6234523892439	0.689252048438583	0.770484227675815	0.101905250558075	0.0119099632001234	0.00022305513022541	-4.89778256665485	-0.107623182271296	-0.0896979262847786	-0.00711517652527655	0.0309615926844868	-0.498898114388419	3.70467012009573	8	24	51	0	75	0	0.425602203629795	.	chr5	43019820	AC025171.1,AC025171.3	AC025171.1,AC025171.3	HAVANA,HAVANA	8	0.999977865727334
chr5.134145919	0.000495952222131158	0.438823432317947	0.820551188893682	0.998492720182136	0.201599396899555	0.000304367277123596	0.0190257899311113	3.76767763909197	-0.178567116254448	-0.0514587438149639	4.50961849734288e-05	0.0266580280530763	-0.745828674267215	2.54938104472602	7	16	59	0	75	1	0.337807769290411	.	chr5	134145919	TCF7	TCF7,SKP1	HAVANA,HAVANA	8	0.999977865727334
chr5.121107367	0.000657483344381324	0.131479118056393	0.192359616068095	0.778733717625223	0.08542724223744	0.00261174753647571	7.37902728278318e-05	5.48421967506086	-0.3434009524297	-0.308855149906016	0.00673458820933197	0.0330338177879326	-0.593179125972803	4.14627069756243	1	0	82	23	59	0	0.999999999999994	.	chr5	121107367	.	.	.	1	0.999977865727334
