methyl	methyl.p	arm2.p	arm3.p	BMI.p	age.p	expose.p	PC1.p	methyl.beta	arm2.beta	arm3.beta	BMI.beta	age.beta	expose.beta	PC1.beta	NAs	zeros	non.zeros	ones	non.ones	outliers	diff.miss	ME	Chr	pos	genes	genes_flanking	genes_type	total.NAs	methyl.fdr
chr4.78222442	2.47920482829642e-05	0.399960787753469	0.28073929945794	0.952539862854945	0.149226915868854	0.17319953326086	0.054571088029106	4.82297456454357	-0.182825367996124	-0.239583486206557	-0.00146969146185607	0.0265211611717008	-0.259753556107795	1.83624293504424	5	0	76	10	66	2	0.690784750610938	.	chr4	78222442	FRAS1	FRAS1	HAVANA	7	0.105542202142068
chr4.186623844	1.98443945040149e-05	0.288207721536348	0.168587082055892	0.210751302828978	0.116049284319861	0.0765940104701493	0.370309008108584	2.39849256503249	-0.257581808267526	-0.329901710374738	-0.0292743986250069	0.0307398577830737	-0.360960226863209	0.95554178719246	10	0	72	1	71	1	0.0715985000256735	.	chr4	186623844	FAT1	FAT1	HAVANA	11	0.10064287697341
chr4.94455437	4.99776667208032e-06	0.222716253465941	0.0206847842028319	0.280732206919909	0.0593484395361642	0.00463715740725283	0.0107714441683203	2.31552508824546	-0.261839822244872	-0.517076727652132	-0.0229276169384029	0.0332012529424508	-0.517732821001638	2.48406567453177	13	0	70	0	70	0	0.803616429592791	.	chr4	94455437	PDLIM5	PDLIM5	HAVANA	13	0.083942372446877
chr4.185737690	1.31520577678234e-05	0.798761588345565	0.424155899800746	0.661418343144898	0.0764695034252942	0.0136791796652427	0.177539973550277	5.52123795840449	-0.0542010331521245	-0.1701387805839	-0.00959388188047997	0.0323329899717234	-0.459279286804617	1.24108853185335	5	0	78	17	61	0	1	.	chr4	185737690	SORBS2	SORBS2	HAVANA	5	0.0974067457546621
chr4.128371430	7.38847691109865e-05	0.694008576861194	0.289344839770447	0.537341141335858	0.0836334114065653	0.100845237526609	0.119602461217173	2.41522837948665	-0.0822977253965891	-0.22708007425662	-0.0135229029292331	0.0313900304254524	-0.302167869862006	1.45898839655379	0	0	83	0	83	0	1	.	chr4	128371430	LINC02615	LINC02615	HAVANA	0	0.123594416637918
chr4.24488586	1.8322550183062e-05	0.965035039086604	0.146739368869153	0.268967001848161	0.00668322203166817	0.000892912753739672	0.195931594866695	3.0771342268442	0.00892491024889026	-0.312036159364937	-0.0237916631438825	0.0497993431019761	-0.623115490340714	1.18909600870915	0	0	83	1	82	0	1	.	chr4	24488586	.	.	.	0	0.0992540947175544
chr5.135979698	2.86930822939234e-05	0.612991148886937	0.706490109179911	0.935974770139059	0.127369073227976	0.00359207839188889	0.0380687668552049	3.05877909984432	0.105841187350719	-0.0777020908663252	-0.00178159046084813	0.0274979089576228	-0.543942965341336	1.94718401393435	0	1	81	0	82	1	0.65060240963856	.	chr5	135979698	.	.	.	1	0.108795199804182
chr5.180739493	4.95735261856454e-05	0.947497045109033	0.322422051653717	0.193289305595046	0.0779348983154382	0.0122115252785473	0.147830326868585	2.58878380402562	0.0136499370397184	-0.213074641450402	-0.0287200605042013	0.032087834169172	-0.459707241283108	1.38545143851053	0	0	82	1	81	1	0.65060240963856	.	chr5	180739493	OR2Y1	OR2Y1	HAVANA	1	0.117235485771465
chr5.123098446	1.81509352643096e-05	0.264406452369237	0.0120520335857557	0.782513711126817	0.363622476090656	0.325234460290495	0.513382901956254	-2.79077234646539	-0.24241952291629	-0.616039373870227	-0.00636241658618728	0.01684342789936	-0.195470531317792	0.774882346331549	16	5	61	0	66	1	0.161077744808935	.	chr5	123098446	PRDM6	PRDM6	HAVANA	17	0.0992540947175544
chr5.73322318	1.9380710586457e-05	0.250406655486343	0.446044107841679	0.285963496994485	0.153324322260098	0.0251444945698624	0.0995935641911164	2.74504660050671	-0.24574764019126	-0.158051351493566	-0.0229709431885092	0.0255403492383307	-0.402168469837179	1.51960329224836	0	0	83	0	83	0	1	.	chr5	73322318	.	.	.	0	0.100386799243201
chr5.168105455	3.19229369584526e-05	0.464754818463606	0.214186500993026	0.345291372671829	0.22502057781623	0.0654946814398419	0.407538855570369	-2.93254549297982	-0.153351592686095	-0.26564686904646	-0.0204291143491822	0.0219504947801951	-0.333835883014899	0.772320734277918	0	1	82	0	83	0	1	.	chr5	168105455	TENM2,AC011369.1	TENM2,AC011369.1	HAVANA,HAVANA	0	0.110102415937706
chr5.159451296	6.44294276714913e-06	0.586660466974387	0.514413058560935	0.272457261041889	0.173603712822545	0.00312263746803929	0.0615085862791541	2.44282378199104	-0.115225009859975	-0.136795519905226	-0.024208893179305	0.0242636887983014	-0.54893278131208	1.87569092425525	7	0	76	0	76	0	0.891573873590823	.	chr5	159451296	AC008691.1,LINC01845	AC008691.1,LINC01845	HAVANA,HAVANA	7	0.0881020935593221
chr5.36692134	6.97583044008416e-06	0.761918116491611	0.0202494884312936	0.780665692497942	0.074632648515192	0.0113270055013696	0.272035674724609	2.74969168917379	-0.0592693151819393	-0.487386339345621	-0.00562738930060206	0.0294257798113208	-0.449648657488566	0.951400385250172	10	2	71	0	73	0	0.114075628388354	.	chr5	36692134	AC008957.1	SLC1A3,AC008957.1	HAVANA,HAVANA	10	0.0884795807394233
chr5.1174325	1.23048329950371e-05	0.573946334686927	0.539289767619939	0.669861994259423	0.315921697908013	0.00459250249759257	0.223187154211669	2.41913274503158	0.114956451609649	-0.129827896958396	0.0097392433931817	0.0181064760881121	-0.522950126284657	1.1146280635649	4	0	79	2	77	0	0.210299735527475	.	chr5	1174325	AC114291.1	AC114291.1	HAVANA	4	0.096971837492501
chr5.150647639	6.14195638044517e-05	0.583136701889785	0.205538398713493	0.970060273129123	0.0986754224944135	0.0869039104114473	0.0803341251307055	2.50420365816039	-0.116123954957937	-0.270221289621837	0.000843594581290555	0.0296962348496436	-0.313206241408029	1.70756583823547	2	0	80	5	75	1	0.769908903908311	.	chr5	150647639	SYNPO	SYNPO	HAVANA	3	0.121190119664852
chr5.175698294	6.19087413230209e-05	0.664078689016478	0.304044625280514	0.497107342080315	0.105880829378944	0.0265178313915525	0.23706078522397	3.49115336214693	-0.091390234994142	-0.223408126602362	-0.0149810188030151	0.029569182210948	-0.408860985955576	1.13532377559768	2	0	81	4	77	0	0.206288568909783	.	chr5	175698294	HRH2	HRH2	HAVANA	2	0.121190119664852
chr5.123098501	1.55181818343555e-05	0.773917037420969	0.12863791530124	0.699934318066257	0.0573158452933815	0.00615664331290295	0.147123282152981	-2.61459832989206	-0.0592948208571706	-0.328399339244565	-0.00839028575779351	0.0342753076822446	-0.499196052620776	1.43355854399614	3	10	66	0	76	4	0.690784750610938	.	chr5	123098501	PRDM6	PRDM6	HAVANA	7	0.0983655383872547
chr5.56487893	3.78415281908069e-05	0.746672014466474	0.407990251842839	0.216594040686814	0.0248891127046558	0.00792723084691316	0.449583109697387	7.25091393310463	-0.0684482020902834	-0.176246202281857	-0.0276228809737665	0.0415523065062147	-0.488335629818798	0.71991372609612	3	0	80	33	47	0	0.531295915368786	.	chr5	56487893	.	AC008391.1	HAVANA	3	0.115010498564598
chr5.1513750	3.95745838013792e-05	0.951258474042941	0.507659677399294	0.536274962976119	0.12917149270938	0.0115339318796617	0.143669584399715	-4.96136508798245	-0.0127492076515883	-0.135481496635718	-0.0132181678466331	0.0270667595848895	-0.458416737135891	1.39903026439552	0	1	79	0	80	3	0.769908903908311	.	chr5	1513750	LPCAT1	LPCAT1,MIR6075	HAVANA,ENSEMBL	3	0.115598208041038
chr5.138696625	6.44376463672964e-05	0.836942679943495	0.148683934690839	0.381968238161561	0.107417433523687	0.0914572296696504	0.285205395540091	1.55614330889254	-0.044600957827443	-0.327958233407916	-0.0198265027280291	0.0296573298541275	-0.326847617207361	1.13760238201904	8	1	74	2	73	0	0.425602203629795	.	chr5	138696625	CTNNA1	CTNNA1	HAVANA	8	0.121272297931303
chr5.166962871	3.95000816876885e-05	0.74792528550346	0.106899224881345	0.786879708909506	0.0164097203989695	0.0577601401730299	0.48646592512144	1.73212780116765	0.0685209402271173	-0.373117193199489	-0.00590501318541581	0.0460689633772094	-0.362775530672182	0.667271119891367	13	3	67	0	70	0	0.334701136352583	.	chr5	166962871	.	.	.	13	0.115598208041038
chr5.180027947	3.73643324417125e-05	0.392617470226958	0.143793518579286	0.367139130222596	0.0257909742758285	0.0406072915112847	0.163428962569442	2.79324409188152	-0.183399576579277	-0.325937190042279	-0.0198065164465528	0.0416128823531616	-0.375124140999772	1.33271160735747	1	0	81	3	78	1	0.999999999999975	.	chr5	180027947	RNF130	RNF130	HAVANA	2	0.11453142911549
chr5.95772880	6.50832889264933e-05	0.931697186254493	0.428123263064326	0.48364649879814	0.237183143455212	0.206898683770542	0.726521008442969	5.96414423902176	0.0187890673663881	-0.171749870506798	-0.0161014059958878	0.0221356324391237	-0.244051383021292	0.405192690022709	5	0	78	32	46	0	0.274048029103129	.	chr5	95772880	RHOBTB3,GLRX	RHOBTB3,GLRX,HSPD1P11	HAVANA,HAVANA,HAVANA	5	0.121606786047868
chr5.125197051	4.77598512854736e-05	0.916982669686069	0.204990665780935	0.74894541825719	0.441810262556441	0.00371682471798291	0.310461904224875	2.97152789295612	-0.0223622314632515	-0.276184800028832	-0.00713091288946248	0.0143287464992206	-0.551844793572289	1.10534128053856	5	0	77	5	72	1	0.999999999999992	.	chr5	125197051	LINC02240	LINC02240	HAVANA	6	0.116758630384538
chr5.14173665	5.48908070683683e-05	0.624545749913569	0.179574372576255	0.859981504064962	0.0345428651467784	0.0229513158416267	0.0390774602680269	2.04511945123794	-0.0988623473043264	-0.279631270315243	-0.0037794297163039	0.0368548626794507	-0.407620309205515	1.8703205096688	3	0	80	2	78	0	0.531295915368786	.	chr5	14173665	TRIO	TRIO	HAVANA	3	0.118559788386691
chr5.172255648	4.21599367712578e-05	0.241723135255774	0.250539035298148	0.373057554163108	0.0718675212684817	0.000912496228308229	0.38783498647793	5.21727181997929	0.241921009350292	-0.243384981463515	-0.0189827504866972	0.031408278205439	-0.612970549097536	0.87923572072991	8	0	75	25	50	0	1	.	chr5	172255648	UBTD2	UBTD2,RF00191,KLF3P1	HAVANA,ENSEMBL,HAVANA	8	0.116758630384538
chr5.95759277	5.8566383604376e-05	0.578047745044961	0.200046825822919	0.761020379645915	0.235776766537001	0.19075566740914	0.193470737628998	-2.68256189293259	-0.118262676552325	-0.275895083957211	-0.00686525901292598	0.021621098027781	-0.24275648783607	1.20895306650749	1	2	79	0	81	1	0.206288568909783	.	chr5	95759277	RHOBTB3,GLRX	RHOBTB3,GLRX	HAVANA,HAVANA	2	0.121190119664852
chr5.138411163	6.12794648867705e-05	0.399183634881171	0.200642931326594	0.328019918319345	0.295874249434389	0.0392646332484205	0.717332701151857	2.3868589200644	-0.195379722320294	-0.30675414359306	-0.0234562359722005	0.0211352087413737	-0.427068752294109	0.431844725854026	14	2	67	0	69	0	0.758918422581798	.	chr5	138411163	KDM3B	KDM3B	HAVANA	14	0.121190119664852
chr5.43033942	2.59412223139654e-05	0.573564797915785	0.62245444965268	0.663094001478191	0.403930532415322	0.126767164616182	0.128009005006063	-9.49839629408537	0.130041736528728	0.113449840583208	0.0102777141605922	0.0158445356879336	-0.296847765250145	1.46540452437653	0	11	61	0	72	11	0.0361377376022484	.	chr5	43033942	AC025171.1,AC025171.5	AC025171.1,AC025171.5	HAVANA,HAVANA	11	0.10711115383109
chr5.142246334	8.22771257792266e-06	0.657404548371606	0.435557704154383	0.888268743286451	0.222030083199492	0.0359646420543072	0.101192879300975	2.39078374116894	-0.0919179788463512	-0.164212488581859	-0.00305253385544901	0.0218114716765946	-0.376642375753971	1.53550009175352	2	2	79	0	81	0	0.999999999999975	.	chr5	142246334	.	.	.	2	0.0940177358029191
chr5.155952684	8.32991525110505e-06	0.912894943037805	0.380661955086492	0.318427481043387	0.0455703950823685	0.00347081285227974	0.370306890957323	2.56175186404845	-0.0230861405840487	-0.190564591575007	-0.0216603852418819	0.0363872271136098	-0.579197731502665	0.934133415115467	6	0	77	0	77	0	0.683988811063932	.	chr5	155952684	SGCD	SGCD	HAVANA	6	0.0945424556212296
chr5.140830150	4.45776519691103e-05	0.822515259060385	0.379346772579664	0.448776792544488	0.0776594619504891	0.0015900319286154	0.484114169004131	2.0877356078242	0.0458583821001418	-0.18413396821262	-0.0166811845147127	0.0315506624085146	-0.578238421558773	0.727360729042498	7	0	76	0	76	0	0.891573873590823	.	chr5	140830150	PCDHA1,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6	AC005609.5,PCDHA1,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,HAVANA	7	0.116758630384538
chr5.54785765	4.50305433699583e-05	0.41825766404589	0.178087737057735	0.44173008079694	0.0991668529037579	0.341618150133244	0.0307852708011311	2.35153386614069	-0.173452373428806	-0.295189896625028	-0.0168064334004933	0.0299479756129976	-0.180987757455195	2.07464718008697	1	0	82	0	82	0	0.999999999999994	.	chr5	54785765	.	.	.	1	0.116758630384538
chr5.1124566	2.05528742611007e-05	0.379240610443399	0.0817822264992458	0.651182090564493	0.20367519443945	0.0516285942026714	0.607120099559926	2.63339820584208	-0.201340882761797	-0.398345512289216	0.0100151160951357	0.0233884143522461	-0.373659026470329	0.631947422919983	15	0	68	6	62	0	1	.	chr5	1124566	.	.	.	15	0.101967896489344
chr5.150357064	1.38517875253896e-05	0.388615056276147	0.354135555790464	0.587886029665177	0.453172120829791	0.016448412311937	0.61744390936342	7.33532584818349	-0.192101980770456	-0.207836828950704	-0.0128073463625937	0.0143843015615635	-0.469088701810741	0.578913962937711	7	0	76	24	52	0	0.204867718086683	.	chr5	150357064	.	TCOF1	HAVANA	7	0.0979486870828597
chr5.141156915	2.37435610363384e-05	0.135792888165998	0.175122872465632	0.213055158389908	0.00965169418402419	0.0130174530528525	0.301663919601636	2.54668722816745	-0.350811489466034	-0.298004840943572	-0.0274824619024646	0.0486259095640561	-0.461326176765496	1.09882648732946	14	0	69	0	69	0	0.249377947840358	.	chr5	141156915	AC244517.2,AC244517.11,PCDHB17P	AC244517.2,AC244517.11,PCDHB6,PCDHB17P	HAVANA,HAVANA,HAVANA,HAVANA	14	0.105462732496346
chr5.179486661	5.46875084887295e-05	0.702687506491932	0.317444028811093	0.48254188106949	0.032891101263091	0.0186207446410895	0.178792412616515	2.33230665048402	-0.0778200181706012	-0.207717268160006	-0.0149128824169556	0.0376148954256311	-0.426727986768992	1.2095489257689	4	0	79	0	79	0	0.838936232735825	.	chr5	179486661	.	.	.	4	0.118559788386691
chr5.178525497	3.54776015965515e-05	0.644344497952315	0.497837706156355	0.510440230820213	0.122701424100833	0.0310075894537071	0.123473286776109	11.1288309096446	-0.0983854928655915	-0.149814155464307	-0.0158083971964346	0.0288088751357218	-0.401734209992178	1.45618219610152	3	0	80	2	78	0	0.769908903908311	.	chr5	178525497	COL23A1	COL23A1	HAVANA	3	0.112382846545104
chr5.140718993	1.03465727647367e-05	0.73217959026209	0.957918244659813	0.46947309756931	0.0341243335422301	0.00617247181341256	0.176828431848619	-5.01869729276838	0.0729635365735192	0.0109824073565782	-0.0157923451202273	0.0386183739539006	-0.521577953642892	1.37549386759044	3	9	70	0	79	1	0.539817807816635	.	chr5	140718993	VTRNA1-2	VTRNA1-2	ENSEMBL	4	0.0967906627768385
chr5.123163422	2.9645508291979e-05	0.561264054014121	0.0804482287192839	0.918461264110379	0.0405399342037513	0.0196723488962557	0.0742031413464549	3.32550437618734	-0.121208712827261	-0.386387767034905	-0.00223300086714708	0.0367854456164996	-0.423739108844717	1.65805381894018	2	0	81	5	76	0	0.999999999999975	.	chr5	123163422	PRDM6	PRDM6	HAVANA	2	0.108795199804182
chr5.96742707	4.70163013798138e-05	0.326243886427518	0.560312169064577	0.992910020265179	0.350511179084833	0.00777867578004826	0.202237157480439	5.53278612423073	0.207853958308018	0.120810542564514	0.000195321315936989	0.0168299438405343	-0.485399066217413	1.18985077245887	0	0	81	5	76	2	0.999999999999975	.	chr5	96742707	CAST	CAST,AC020900.1	HAVANA,HAVANA	2	0.116758630384538
chr5.863126	5.52135983277179e-05	0.969630400542121	0.281767975586781	0.748361443836432	0.132980218607478	0.00176145887499437	0.216256021285686	3.22866844644807	0.00835463443859638	-0.236297904259365	-0.00723164313200693	0.0287867847436656	-0.602840039241602	1.29868916655776	8	0	75	6	69	0	0.647527023765476	.	chr5	863126	BRD9	BRD9	HAVANA	8	0.118559788386691
chr5.149579267	1.6846748082091e-05	0.580358110631046	0.130538901391014	0.995315355918334	0.348110685010439	0.00249270857267136	0.213662758924199	-2.7361543841452	0.11456790492915	-0.315126422170209	-0.000125388927438265	0.0159696407723436	-0.550230438980961	1.32146384044326	15	7	59	0	66	2	0.787611048359487	.	chr5	149579267	ARHGEF37	ARHGEF37	HAVANA	17	0.0992540947175544
chr5.1503681	5.47729564172162e-05	0.590249037492357	0.178242135514709	0.589921263903912	0.0474341123065697	0.00366588848018909	0.428810577810022	2.0844835738992	0.119134422410781	-0.314145553366347	-0.0123873321711215	0.0384990999310364	-0.575056407682497	0.873302609396577	14	1	68	0	69	0	0.758918422581798	.	chr5	1503681	LPCAT1	LPCAT1	HAVANA	14	0.118559788386691
chr5.169745383	4.205600836069e-05	0.396302745020781	0.368718862537918	0.48714332920864	0.559420685932473	0.0412829161358916	0.106174699394038	2.67043268975329	-0.180709614087906	-0.191904672807765	-0.0152020828609894	0.0110711437758254	-0.372392375255987	1.51211701245036	1	0	82	0	82	0	0.65060240963856	.	chr5	169745383	DOCK2	DOCK2	HAVANA	1	0.116758630384538
chr5.95759290	2.19477469161164e-05	0.853120241710808	0.305727055287859	0.629298599558048	0.112298775841556	0.13231459603753	0.18960821795703	-3.38530730909305	-0.038306836192054	-0.214709693046335	-0.0105017214315187	0.0285407062075981	-0.274219761846016	1.21066590454957	0	7	75	0	82	1	0.65060240963856	.	chr5	95759290	RHOBTB3,GLRX	RHOBTB3,GLRX	HAVANA,HAVANA	1	0.103942939279043
chr5.100897475	1.22369839265838e-05	0.452512127556105	0.0635879073066804	0.200123495081333	0.0427247830219383	0.0166096103200025	0.127747592379628	4.33978940862398	-0.164811148538204	-0.418216641161826	-0.0309305720853116	0.0371980565991525	-0.465135583597882	1.58009718425999	15	0	68	12	56	0	0.724325410555107	.	chr5	100897475	ST8SIA4	ST8SIA4	HAVANA	15	0.096971837492501
chr5.633868	5.43283099734927e-05	0.625516070022371	0.547050228794164	0.800225163828566	0.247818199617515	0.033512519552598	0.0595911157603404	4.97848722226703	0.106756290830527	-0.130269039924343	0.00584222533837614	0.0211005554161115	-0.400117299551411	2.11434319093589	7	0	75	13	62	1	0.809778725597997	.	chr5	633868	CEP72	CEP72	HAVANA	8	0.118559788386691
chr5.353793	3.39428095837299e-05	0.349180361940083	0.0781770350047927	0.103372730377493	0.0181408679403764	0.038885589057376	0.131017258759927	3.69843413782156	-0.195301146278456	-0.381513226673429	-0.0364963200354948	0.0439780921100445	-0.375496293271542	1.57514282567342	7	0	75	14	61	1	0.647527023765476	.	chr5	353793	AHRR,AHRR	AHRR,AHRR	HAVANA,HAVANA	8	0.111265424843477
chr5.77643703	6.74330884958637e-05	0.896324450578794	0.270767162865943	0.246781609419368	0.0595044665923076	0.0225144168923786	0.780055815998462	-11.5398600080339	0.0276121150716957	-0.243093770775678	-0.0256975434144189	0.0349098859861628	-0.42137496085917	0.270767768558047	0	35	46	0	81	2	0.32559506317954	.	chr5	77643703	.	OTP	HAVANA	2	0.122357894276706
chr5.57599072	2.60200970635386e-07	0.602626106178805	0.0599416319653396	0.869875105857121	0.217706859110631	0.0435198401221489	0.1444426772109	2.39787370241499	-0.100897814547697	-0.378601691840998	-0.0032079904108422	0.0208026883877618	-0.349075904175539	1.22670256538416	7	0	75	3	72	1	1	.	chr5	57599072	AC008780.1	AC008780.1	HAVANA	8	0.072845993839568
chr5.5652010	1.16559819671258e-06	0.2315008794484	0.0336756174162246	0.562967087182607	0.0645346866199418	0.136882116538052	0.153973053613422	3.01365169442793	-0.249017290553365	-0.478277320603744	-0.012379266900266	0.0326114171832105	-0.266675856892198	1.44041492384978	3	0	80	6	74	0	0.309726711724947	.	chr5	5652010	.	.	.	3	0.0761992082777729
chr5.758077	3.84426972061711e-06	0.886914387384698	0.742584986392098	0.382888350041379	0.0255196157201291	0.00357442096064991	0.0137736133611712	-5.16852088171936	-0.0288285210895636	-0.0649620601317818	-0.018148163791618	0.0388507794473194	-0.517152390087638	2.38299140985857	0	5	75	0	80	3	0.769908903908311	.	chr5	758077	ZDHHC11B,AC026740.3	ZDHHC11B,AC026740.3	HAVANA,ENSEMBL	3	0.0829296178117843
chr5.172758149	6.77215575192394e-05	0.664621991364344	0.0358284691952155	0.237232110960424	0.0482820564302773	0.00235267322529182	0.067090537025171	1.62505507344349	-0.0874368976015071	-0.450546999950976	-0.0248100898522766	0.0345833054505467	-0.544403303391958	1.6654474501158	8	1	74	0	75	0	0.205256754270604	.	chr5	172758149	AC022217.2	AC022217.2,AC022217.1,AC022217.3	HAVANA,HAVANA,HAVANA	8	0.122410503386651
chr5.143771437	1.75216880130277e-05	0.490732274949426	0.469774191425363	0.572817360340511	0.0547802043948665	0.244510887225756	0.507326787405159	3.88116581995443	0.146620174763708	-0.154829878704852	-0.012275833736028	0.0349802475346396	-0.219248588259691	0.613600202827142	11	0	72	12	60	0	1	.	chr5	143771437	AC008696.2	AC008696.2	HAVANA	11	0.0992540947175544
chr5.154474239	5.40153574563355e-05	0.573851245589231	0.459610412504393	0.900172424320834	0.135499834488364	0.0451801790378462	0.0618546019368825	-7.59600926379309	0.130032052629271	-0.171618330269532	0.00297979839066987	0.0287524009196372	-0.391249401991911	1.83307162274303	0	20	54	0	74	9	0.0284864756722003	.	chr5	154474239	.	HAND1	HAVANA	9	0.118559788386691
chr5.964487	4.32593540086644e-05	0.0889130528783195	0.053992249554663	0.730873067630388	0.499719488568966	0.150314474549483	0.392235882488659	3.854359039812	-0.414620767650289	-0.453740260140201	0.0079462503181749	0.0127850566356476	-0.280055302701014	0.831118470472683	6	0	76	5	71	1	0.690784750610938	.	chr5	964487	.	.	.	7	0.116758630384538
chr5.42757713	6.62567379287047e-05	0.854019885652908	0.275450922439644	0.301758786099006	0.0765911898469171	0.00809861415099172	0.299574467773751	2.53914579351443	-0.0383364103042267	-0.236876653094426	-0.0227503072006287	0.0324123839961986	-0.493445072140446	0.96894171566715	4	0	79	2	77	0	0.210299735527475	.	chr5	42757713	CCDC152	CCDC152	HAVANA	4	0.121830869376625
chr6.33280769	5.88425200170518e-05	0.573345554075866	0.549681012767622	0.245677780882135	0.0501226341493257	0.0495720928160104	0.420709487725332	3.491042358174	-0.120300547502213	-0.127271100030713	-0.0258127982339513	0.0362087865468831	-0.362799842188949	0.772632907078443	2	0	81	5	76	0	0.999999999999975	.	chr6	33280769	B3GALT4,WDR46	RPS18,B3GALT4,WDR46	HAVANA,HAVANA,HAVANA	2	0.121190119664852
chr6.132132638	2.09988377855802e-05	0.733532801489808	0.419001345250923	0.967950389337707	0.044149605723326	0.00573701912534323	0.351074148695243	3.68854681528673	0.0706282772568278	0.1705559046529	0.000892419414920369	0.0363529380038575	-0.509105350509251	0.865088537163484	0	1	81	0	82	1	0.65060240963856	.	chr6	132132638	LINC01013	AL021408.2,LINC01013	HAVANA,HAVANA	1	0.103137633787192
chr6.17101508	1.44796663642794e-05	0.828494403022463	0.4061731956888	0.367418946065084	0.469736684823001	0.0209947805958472	0.204658952143059	-2.71194608201172	-0.0449449361912014	-0.17690625828211	-0.0195534519841994	0.013333044659369	-0.420678918057145	1.20240849862673	2	1	80	0	81	0	0.999999999999975	.	chr6	17101508	AL138740.1	AL138740.1,STMND1	HAVANA,HAVANA	2	0.0981404330277979
chr6.70566371	3.64855026384977e-06	0.638836603697706	0.140398987951168	0.753053023351468	0.0980340687038691	0.126895895322307	0.418758029004491	2.75256548415823	-0.111367021774559	-0.34988142236594	-0.00736032057759384	0.0312507113332351	-0.307516542245975	0.945549142248347	17	2	64	0	66	0	0.490542784997263	.	chr6	70566371	.	SDHAF4	HAVANA	17	0.0829296178117843
chr6.168414798	1.94665859776318e-05	0.341028712006905	0.174762758090759	0.269094654575151	0.0521078535401919	0.257504845253397	0.16083397873839	2.36810078351961	-0.212157249026629	-0.303374223357735	-0.0247932787005742	0.0359824138213616	-0.21625087786004	1.57918264723597	6	0	77	1	76	0	0.86747917883326	.	chr6	168414798	.	.	.	6	0.100386799243201
chr6.136158363	4.309872669469e-06	0.632642450139225	0.397649035083435	0.667621323996012	0.387311601478124	0.0128926136581416	0.224378353750047	3.04665791710755	0.104961707914054	-0.193850318214799	0.0102107712615538	0.0159156884500082	-0.493892410265531	1.28025194524703	14	0	69	6	63	0	0.376416628467417	.	chr6	136158363	PDE7B,AL138828.1	PDE7B,AL138828.1	HAVANA,HAVANA	14	0.0829296178117843
chr6.32129450	5.94365221847286e-05	0.493848535574145	0.226255496717792	0.662009779258957	0.156965547961712	0.0573781961771874	0.111028038559432	2.91397312879357	-0.144537133949691	-0.260914372750888	-0.00959333741071516	0.0256923557205416	-0.346868103917761	1.49052560632582	0	0	83	0	83	0	1	.	chr6	32129450	FKBPL	ATF6B,FKBPL	HAVANA,HAVANA	0	0.121190119664852
chr6.170179035	1.50607730182645e-05	0.739605947831603	0.235806495657993	0.572176495298548	0.0941878992300786	0.0157254437858304	0.564482078759618	3.44931517296537	-0.0679104310279708	-0.249633663487592	-0.0121403144142105	0.0297687247881414	-0.433085940405848	0.536214625956504	0	0	83	5	78	0	1	.	chr6	170179035	AL596442.2	AL596442.2	HAVANA	0	0.0981404330277979
chr6.1100589	1.84962872337948e-05	0.818913395269037	0.362045789365171	0.692188702142194	0.271207055730472	0.0696214244897876	0.282290120948449	2.58776262631309	0.0479680704838906	-0.194062874807214	-0.00889083436017195	0.0200424859838155	-0.341843480116588	1.10678435697576	6	0	77	3	74	0	0.181008380542847	.	chr6	1100589	LINC01622,AL033381.1	LINC01622,AL033381.1	HAVANA,HAVANA	6	0.0992540947175544
chr6.169452293	5.69435228308146e-05	0.69236073475497	0.0945198113248994	0.235957655601865	0.230396118215359	0.187313900208984	0.241146207420417	4.54380214306253	-0.0878862722105482	-0.39693138537368	-0.0272026810249587	0.0233017775941648	-0.255720445287615	1.12598616749593	0	0	77	12	65	6	0.356327440047303	.	chr6	169452293	AL031315.1,AL135910.1	AL031315.1,AL135910.1,WDR27	HAVANA,HAVANA,HAVANA	6	0.119368509933801
chr6.32936521	4.5774788889798e-05	0.252441172619891	0.0236084063801831	0.701370120701433	0.258739492730506	0.113836289500008	0.343902860845359	2.89431973401911	-0.263599409943258	-0.586191948545157	-0.00904839975440587	0.0222190052339899	-0.317899941860271	0.944345820707292	11	0	70	1	69	2	0.334701136352583	.	chr6	32936521	HLA-DMB	HLA-DMB,AL645941.2	HAVANA,HAVANA	13	0.116758630384538
chr6.170480552	2.00415458008392e-05	0.420176620673703	0.214079202759102	0.295689957967368	0.0871630528046424	0.0387026320266913	0.138456423126036	2.72327508986253	-0.170292858669818	-0.264978598984542	-0.0227449667941968	0.0302622815618865	-0.374093850893106	1.35422893565309	2	0	81	0	81	0	0.999999999999975	.	chr6	170480552	.	.	.	2	0.100793554188788
chr6.17101539	3.53212673281764e-06	0.950807985923478	0.722986703854486	0.426310778463975	0.61162143523526	0.0247544927535684	0.173267542819453	-3.49205758207393	-0.0123680683833692	-0.0724512524377938	-0.0168667700428393	0.00921586552901305	-0.396801189235836	1.25880855324946	1	1	81	0	82	0	0.65060240963856	.	chr6	17101539	AL138740.1	AL138740.1,STMND1	HAVANA,HAVANA	1	0.0829296178117843
