methyl	BMI.p	arm.p	int.p	BMI.p2	arm.p2	arm2.beta1	arm3.beta1	BMI.beta1	arm2xbmi.beta1	arm3xbmi.beta1	arm2.beta2	arm3.beta2	BMI.beta2	NAs	outliers	total.NAs	zeros	non.zeros	ones	non.ones	diff.miss	ME	genes	genes_flanking	genes_type	BMI.fdr	arm.fdr	int.fdr	BMI.fdr2	arm.fdr2
chr2.131394711	3.47564360987353e-07	2.82471664427516e-06	2.49893845952826e-06	0.0198071700482753	0.1261674400442	0.0812291470876218	0.0651958466615626	0.00249562027149614	-0.00314450806246906	-0.00266433747592069	0.000328075450024021	-0.0050724772337679	0.000722569025038851	0	9	9	74	16	0	90	0.909811013238729	.	.	MED15P3,AC073869.4	HAVANA,HAVANA	0.013423983308998	0.0210183586673997	0.0788491823191532	0.92247082922343	0.775070239290372
chr2.131829945	5.17069210687838e-05	0.00259036137613494	0.00912819262137523	0.000536451665697699	0.041514273320207	0.148616732985791	0.313859372641781	0.0133181379067224	-0.00708718414059122	-0.0137321216736274	-0.0367719811546269	-0.0493462055138069	0.00667108390763126	8	1	9	40	50	0	90	0.162657283902712	.	AC103564.1	AC103564.1,AC103564.2	HAVANA,HAVANA	0.135103729850689	0.354647883510258	0.790411309406873	0.683336433531706	0.632955737042955
chr2.237699942	2.76037046664776e-05	0.00142914273167646	0.000338487008699937	0.00960403585578817	0.483689187842685	-0.0710214075963836	0.411257049880133	-0.00109940972130065	0.00251526220240815	-0.0168787847223972	-0.0125041303128736	-0.0284580287483114	-0.00613522499571914	1	3	4	0	95	0	95	0.547386339728035	.	LRRFIP1	LRRFIP1	HAVANA	0.104111107513325	0.296471486019795	0.415630068851721	0.876920531249971	0.927043252719634
chr2.69798754	7.95811241964896e-05	0.000624343412024944	0.00285663108945793	0.00314181646208373	0.0319427204520584	-0.284797000486876	-0.301850321547937	-0.00255001366718569	0.0127930760408168	0.0124779331283367	0.0455920649124141	0.0283235777804811	0.00547545428434778	15	0	15	44	40	0	84	0.826447945425639	.	ANXA4	ANXA4	HAVANA	0.1657485987183	0.224814579455979	0.658285929756866	0.806725905790061	0.598856057280105
chr2.117917398	1.75744640810613e-07	1.72748802666815e-06	4.29810345283752e-07	0.0569534437437544	0.344562196020138	0.0196118129516475	0.531548892190873	0.00255648924244188	0.000211502060494271	-0.0206827525444576	0.0177387621083536	-0.0124298814253778	-0.00404290347142688	12	1	13	0	86	21	65	0.610641801841851	.	HTR5BP,CCDC93	HTR5BP,CCDC93	HAVANA,HAVANA	0.00993551514219548	0.0162327903894742	0.0391587751920183	0.966510647381045	0.890425757540778
chr2.131829951	5.46354412146082e-05	0.0325422317291422	0.0230624222486959	0.000197048792420333	0.248547225118864	0.242406406980585	0.343996852096369	0.0164765568096563	-0.0100926173009503	-0.0146456702960546	-0.020122977721774	-0.0429617643242164	0.00872368504763313	8	2	10	23	66	0	89	0.104985862809862	.	AC103564.1	AC103564.1,AC103564.2	HAVANA,HAVANA	0.138862940499014	0.653149964156402	0.892595749521977	0.589567794949134	0.854300960158321
chr2.119158249	0.000102516923568117	0.000254149692199675	0.000248199154815863	0.0537938028414198	0.130375855949561	0.109030701351393	0.0834840788156428	0.00339480326872222	-0.00422895519761093	-0.0035109217660685	-0.000793736178518847	-0.00946694320212429	0.00096827670360045	5	10	15	68	16	0	84	0.434740666878828	.	C1QL2	C1QL2	HAVANA	0.185587161887824	0.164929810889103	0.385885801685882	0.965435162132149	0.779496803857972
chr2.118850037	3.97317055219876e-05	3.43638054680584e-05	7.74985612202135e-05	0.0660248003761697	0.0585552836293827	0.108932146639277	0.0509031538217545	0.00289375206917356	-0.0044911589106076	-0.00231874843956487	-0.00716966399833883	-0.0104903954884808	0.000843338597102923	4	6	10	63	26	0	89	0.703336689380275	.	.	EN1	HAVANA	0.122074532627941	0.0707581253759447	0.276300853014194	0.969756799208392	0.678023889734373
chr2.95122565	1.66682884775014e-05	5.14739410568471e-05	5.1465906207404e-06	0.536837539072485	0.791648772590795	-0.278875012414755	0.484774005847401	0.00219757670050047	0.0105264044023999	-0.0190582049767987	-0.0179825564183249	-0.0135794763809763	-0.00173770881974404	5	3	8	0	91	16	75	0.732722203244866	.	MRPS5	MRPS5	HAVANA	0.0829360889394077	0.086994293231176	0.10706180709744	0.999952590254861	0.976896357806749
chr2.3177430	2.73894234644804e-05	0.00153282369714325	0.000278628228877872	0.0117338590514009	0.612966479375886	-0.0927647865182043	0.135772620418955	-0.0019916448361881	0.00405491362671384	-0.00521532814384837	0.00823751125276633	0.000358028773111127	-0.00251989529523839	3	2	5	0	94	46	48	0.434687854325868	.	.	.	.	0.104111107513325	0.303410189821344	0.397730429078408	0.893319996187741	0.951441799650857
chr2.130139148	1.44040603833682e-05	0.00249564649519379	0.000499778456828603	0.00335234732791498	0.58847512454966	0.156534898624095	0.408760500512133	0.00145739659272603	-0.00529249540487503	-0.0153475721857739	0.0167452589627158	0.00490593049042862	-0.00525331495532691	3	1	4	0	95	10	85	0.679398657307362	.	MED15P9	MED15P9,CCDC74B	HAVANA,HAVANA	0.0799419183873492	0.350433221162241	0.460163598599121	0.810975351976009	0.947344601339221
chr2.119159855	2.22827335943105e-05	7.7812531851137e-05	2.04983570752105e-05	0.145777012823849	0.373207058614813	-0.642045424410108	-0.341325255872365	-0.0156771736741175	0.0255906222265497	0.0139800137810337	0.026108837727424	0.0347877237895837	-0.00359250721407671	8	3	11	0	88	21	67	0.920810185079247	.	.	C1QL2	HAVANA	0.0955934989803484	0.105765143647352	0.187829450121559	0.987287181101683	0.899417451288745
chr2.3455023	4.31595011832124e-05	0.0844288992902602	0.834363848601148	1.68362731907935e-06	0.0184145957037511	0.0436587224067464	0.0555361489835105	-0.00383878078616652	-0.00134721071937682	-0.00109501364644829	0.0088715303423888	0.0267474992783076	-0.00461082085236588	0	1	1	0	98	17	81	0.999999999999961	.	TRAPPC12	TRAPPC12	HAVANA	0.126550812306379	0.773476747734455	0.999989862604799	0.162859548423271	0.532936071256574
chr2.172080546	2.00780885665866e-05	6.44667279765369e-05	4.93071909580823e-06	0.916001719064221	0.990667676892561	0.257411845154711	-0.0610454574448296	0.00179634141384783	-0.0101100643703727	0.0024180451855634	-0.000116070573337847	0.00130644962941068	-0.000127471548691982	0	8	8	17	74	0	91	0.377491518767098	.	METAP1D	METAP1D,DLX1	HAVANA,HAVANA	0.0904577299063499	0.0967666932936673	0.106687331511542	0.999952590254861	0.999207098929604
chr2.1540679	7.91686580897044e-05	0.00426616594208778	0.00136445760053036	0.00633115940088556	0.407119355335694	0.39050603394775	0.349708739826623	0.00362117180492357	-0.0154448316365383	-0.0144048569623151	-0.00731463745812788	-0.0268384480027523	-0.0057456464145316	1	0	1	0	98	4	94	0.636363636363626	.	AC105450.1,TPO	AC105450.1,TPO	HAVANA,HAVANA	0.1657485987183	0.407249803208445	0.565722543668254	0.849611805342378	0.909149405868373
chr2.224655407	4.70252277653234e-05	0.00248334445248666	0.00507146620497524	0.000886620930930761	0.06873030468369	-0.206691673787522	-0.29958862564219	-0.0111963621076379	0.00691206296434791	0.0116285661805207	-0.0275609677375559	0.00398453257866393	-0.00524263782047892	0	0	0	0	99	25	74	1	.	.	.	.	0.132585330047694	0.349804772014295	0.720030408563274	0.712377552163656	0.699443533420681
chr2.227699663	3.96978375429981e-05	1.81171881894459e-06	3.89712887463813e-05	0.13901463982995	0.00879045774779916	-0.0893482584832325	0.112869642601409	-0.000314359962064382	0.00278375722330058	-0.00531809982588705	-0.0194202555160206	-0.0261379891172883	-0.00124928947968889	8	7	15	0	84	60	24	0.159846894333452	.	SLC19A3	SLC19A3	HAVANA	0.122074532627941	0.0165865387695779	0.224710471010367	0.986297328254948	0.451122516792642
chr2.237340539	9.21575087279053e-05	0.0335957529174223	0.00853376024458696	0.00102952456961618	0.657332897256939	0.0995534199433998	0.368989198964289	0.0121526074274498	-0.00299993146655812	-0.0135681332719287	0.0180489625144484	0.0124980367137993	0.00660378637600992	5	1	6	0	93	29	64	0.670708356766028	.	COL6A3	COL6A3	HAVANA	0.176217265755762	0.657627425450618	0.779882014020611	0.72350815293535	0.958696488843615
chr2.98139266	3.01720542137731e-08	4.53316308541845e-11	2.79871243167566e-08	0.140664630743311	0.00103425898101792	-0.355845625436911	-0.190571707107514	-0.00888493938682634	0.0144136361384705	0.00897624876061049	0.0147886645943631	0.0449697910332241	-0.00177378528991553	9	2	11	0	88	43	45	0.726605485496472	.	VWA3B	VWA3B	HAVANA	0.00330772810846117	1.86362074301098e-05	0.0128011536233974	0.986297328254948	0.255545454787192
chr2.44802607	0.000110850829183636	0.000129355957293959	7.66680079025986e-05	0.205297578438017	0.191183311376589	0.127073267058529	0.115681040023695	0.00371636233478538	-0.00538589136350387	-0.00457499536835557	-0.0105477301397819	-0.00484671459282997	0.000766840477907335	1	7	8	52	39	0	91	0.654354863185828	.	.	.	.	0.192516289494165	0.128775613987187	0.276300853014194	0.99336274267521	0.824117465814732
chr2.100060949	7.94205373307682e-05	0.180771813402113	0.140646199723806	3.27467478614509e-05	0.319974584760845	-0.22255785355973	-0.00683047763641495	-0.00974601520503252	0.00763752981256025	-0.00036852739490932	-0.0271848236722638	-0.0146483821445849	-0.00770711415012628	8	1	9	0	90	28	62	0.015708875312384	.	AFF3	AFF3	HAVANA	0.1657485987183	0.864973391571839	0.999989862604799	0.388543048182941	0.882089304190505
chr2.108989197	7.28403873515055e-05	3.75881731036041e-06	0.000973641431003088	0.00900797964522363	0.000741737451733835	0.0134087481928615	-0.178524131837792	0.000567434971971564	-0.00117412565550531	0.00797929379359725	-0.0121506318915385	0.0316638881755598	0.00316687488719868	8	6	14	50	35	0	85	0.670489565567001	.	EDAR	EDAR	HAVANA	0.161385126803	0.0245282667703488	0.533162870232668	0.871770340450809	0.230236058083236
chr2.27213200	2.7564695649357e-05	0.0284606590137103	0.00457844229457251	0.000603938165782131	0.971501912075831	-0.226455152112708	0.437437552237077	-0.00884817950153446	0.00917671054058247	-0.0165590152102254	0.00604828638407652	0.00808956466132886	-0.0119097096531727	7	0	7	0	92	0	92	1	.	ATRAID	SLC5A6,ATRAID,CAD	HAVANA,HAVANA,HAVANA	0.104111107513325	0.636148809936861	0.708782332392758	0.694597707227938	0.997251705166111
chr2.234993270	2.88577972745595e-06	0.000111454853833476	2.5341259522131e-05	0.0156882988618423	0.430423897297895	0.121153945915864	0.355831164591496	0.00231433211272473	-0.00427330919810388	-0.0140478960797979	0.00734459746891279	-0.0115377629757811	-0.00352442238146276	12	1	13	0	86	23	63	0.754627420914842	.	SH3BP4	SH3BP4	HAVANA	0.0361909056551717	0.12246613403607	0.19365892538643	0.909779944041414	0.914850278979568
chr2.112159749	2.97081507184712e-06	3.37054906691017e-05	5.33865969728782e-06	0.070303696232334	0.534128700315641	-0.245221219923122	-0.325476361833826	-0.00952338961904861	0.0100165598504796	0.0127261208408733	0.0137940833710783	0.00742556727649964	-0.00231418377114988	1	3	4	0	95	23	72	0.148324184406666	.	FBLN7	FBLN7	HAVANA	0.0361909056551717	0.0700713288716345	0.10706180709744	0.972349279659985	0.937224836062029
chr2.64767268	6.0042771076874e-05	0.00846560319059006	0.012823634814863	0.000446570313953016	0.103838265459191	-0.131922458622221	-0.13211913336636	-0.000340591275247704	0.00574078656719511	0.00552961789157118	0.0189252440426593	0.0152608589209331	0.00329246663690099	13	3	16	58	25	0	83	0.314896331331848	.	.	.	.	0.146929038943835	0.483564590996342	0.827937250894084	0.67003551641396	0.75098020490706
chr2.138671117	2.12080566624023e-06	0.0737436040088394	0.091704508960026	1.30371399656618e-06	0.163813367677857	-0.174865547737395	-0.0769599252322955	-0.00847434001693978	0.00641752185497108	0.00200393312269275	-0.0106010782162862	-0.0240727641379863	-0.005949947404961	17	1	18	0	81	49	32	0.721937314067532	.	NXPH2	NXPH2	HAVANA	0.034034210459284	0.756061327004602	0.996831085098457	0.134331789948576	0.80637275387531
chr3.181453991	7.52263535711183e-05	0.00194113921321161	0.00027198957067281	0.0338766635717344	0.784063356551301	-0.289831197957037	0.471913790774545	0.00971174935879073	0.0113942445855259	-0.0174565117207979	0.000471792521923348	0.0191809991486718	0.00678630963744278	6	0	6	0	93	5	88	0.871942138742356	.	SOX2-OT	SOX2-OT	HAVANA	0.163630553283088	0.326022836984123	0.396771872579508	0.944612510773302	0.975995527219735
chr3.8683422	0.000106687800448076	0.0135713231134811	0.0402357529221651	0.000214027076314114	0.0553120474220082	0.480907333725341	-0.186232889444214	0.0225755844104234	-0.0234323172922572	0.00510217366398697	-0.112840607548981	-0.0522527146752686	0.0180562566685206	12	5	17	5	77	1	81	0.753622747583455	.	SSUH2,OR7E122P	SSUH2,OR7E122P	HAVANA,HAVANA	0.188640153256951	0.541110455640854	0.945634052332059	0.590459584763448	0.670744182268916
chr3.19950909	5.02836031269721e-05	0.00242704329720443	0.00039997100727504	0.014960814986134	0.696557618016502	0.0356842490024437	0.416410177921263	0.000848273383288555	-0.000696623339974536	-0.0161256705620987	0.0104357275549426	-0.00631239727120422	-0.00512514141892757	6	0	6	0	93	15	78	0.670708356766028	.	RAB5A	EFHB,RAB5A	HAVANA,HAVANA	0.134836621631881	0.346841930160057	0.431323949023423	0.906491751260575	0.964451575331847
chr3.13135149	0.000121068101996802	0.000119992287449789	8.08590480412537e-05	0.216445220999396	0.173372130275386	-0.205977675508183	0.39204464054428	0.000900688194772862	0.00725042998969242	-0.0169696510818954	-0.0271395652040183	-0.0476735764027339	-0.00320011045077239	12	0	12	0	87	19	68	0.999999999999965	.	IQSEC1	IQSEC1	HAVANA	0.200062291879441	0.12517295607512	0.279816519212376	0.994255244134697	0.812813439168307
chr3.78108531	2.15124956275226e-05	0.000757988131224537	0.00024777433113397	0.0116801887936352	0.360263039110811	-0.608905732432616	-0.547984892229757	-0.0215255649490838	0.0244776430076543	0.020201080689035	0.0270976904941113	-0.0135112153235285	-0.00749641924984127	19	1	20	0	79	19	60	0.518402693428378	.	.	.	.	0.0933399939901157	0.239762365478709	0.385885801685882	0.893319996187741	0.895683910968497
chr3.195838012	6.79977921418602e-06	0.000560846713398417	0.000169079904753686	0.00482546119167659	0.363992309856738	-0.156351372029793	0.353948156903499	-0.00349686041698722	0.00611281190963622	-0.0148007887586335	-0.00453584462824139	-0.0296555328006392	-0.00640195773352094	1	0	1	0	98	7	91	0.292929292929288	.	LINC01983	LINC01983	HAVANA	0.0574483910895349	0.217341488315998	0.348858939791491	0.83705592431048	0.896760925486611
chr3.130183512	3.14478142936157e-05	0.000304819178792257	3.48119994761199e-05	0.116799238495141	0.796722788866389	0.133700343417629	0.373836993453701	0.00403520446830821	-0.00496320417364569	-0.0145996772765242	0.00320555815873528	-0.00659191972117624	-0.00244971240553522	0	3	3	0	96	8	88	0.637128703402636	.	LINC02021,AC130888.1	LINC02021,AC130888.1	HAVANA,HAVANA	0.109795803826525	0.177442737282969	0.216022644281186	0.983353290325372	0.97751449268591
chr3.49213794	0.000114038797608495	0.00416392719781611	0.00111450035081716	0.0116959401370232	0.478848514018113	-0.129916554368124	-0.137484186052689	-0.00523066073750817	0.00531796463853817	0.0055893149966774	0.00665367877776335	0.00834755886318127	-0.00195480302959438	3	2	5	0	94	54	40	0.156759356104372	.	CCDC36	CCDC36	HAVANA	0.195555972563424	0.404986671934412	0.54895132488137	0.893319996187741	0.926041440765484
chr3.69660813	0.000114495044607535	0.000156382274847984	0.000182097654128103	0.0825357543735876	0.10804809285497	0.718227707313705	0.467255328340429	0.00820490739679929	-0.0293348204122198	-0.0165707885754678	-0.0347196404564348	0.0322581239483766	-0.00551443045149504	11	0	11	0	88	28	60	0.287966550449253	.	.	.	.	0.195895623190338	0.138258157728546	0.353259693655634	0.976157055897324	0.755763941922799
chr3.48562854	2.81115890271566e-06	1.02957320395858e-05	5.33209677189719e-06	0.0699739252091557	0.202750587738909	-0.487423000485472	-0.557517443767058	-0.0172128567634729	0.0199117339296028	0.0210163738641492	0.0332457901958338	-5.52713182015767e-05	-0.00404289182732607	13	0	13	0	86	13	73	0.86994500301887	.	UCN2	PFKFB4,UCN2,COL7A1	HAVANA,HAVANA,HAVANA	0.0361909056551717	0.0400876825115146	0.10706180709744	0.972211745256047	0.831060299330628
chr3.177181015	2.04308783205694e-05	2.93825798342453e-05	1.24785444881008e-05	0.229496834253048	0.244819517533491	0.301449186894732	0.380688436566748	0.00602593574311814	-0.0109895818336121	-0.0135228879992652	0.0161147402128616	0.0246647649221363	-0.0017414886473838	12	1	13	0	86	36	50	1	.	TBL1XR1	TBL1XR1	HAVANA	0.0912967677427416	0.0660795484647414	0.160313518345321	0.994514566974755	0.852548347636889
chr3.149109565	2.14148492102704e-05	3.7758280528078e-05	3.33704978241116e-05	0.0806569367248342	0.127343583112722	0.286431043967153	0.270824976915912	0.00409911503541124	-0.0103001111024516	-0.00993713103741596	0.0221680149570367	0.0119832380414516	-0.00206187652892769	0	2	2	0	97	32	65	0.532467532467543	.	.	.	.	0.0933399939901157	0.0736756155349836	0.213523532484036	0.975706981579763	0.776434893642595
chr3.56719998	8.26610192989631e-06	0.0613072085943885	0.0221793374282862	3.17510485940038e-05	0.528944941353236	0.0866948839579826	-0.180617834715544	-0.00858950059563438	-0.00416069266401743	0.00694937309709165	-0.0149689552831432	0.00264211791231084	-0.007211161105142	18	0	18	0	81	39	42	0.946977635778349	.	.	.	.	0.0652484474842726	0.732687463756449	0.887970098296565	0.388543048182941	0.936241809360245
chr3.161371503	5.80927605022816e-06	0.00294322774773006	0.00123830059673136	0.000510537626406699	0.306753282935759	0.0780673855329396	0.00699706785772116	0.00246888338449907	-0.00308485712739813	-0.000473540248065428	-0.000770910759495605	-0.00553744653397421	0.00137974201716841	0	1	1	63	35	0	98	0.292929292929288	.	SPTSSB	SPTSSB	HAVANA	0.0530720291283602	0.367860517966329	0.557696385211459	0.682556846020201	0.877604849513173
chr3.153285291	1.28532646284814e-05	8.92004193217356e-05	0.000411315421539761	0.00370051584978432	0.0297374962807987	0.356750225748408	0.314480213748454	0.0146548654230576	-0.0152705996082871	-0.0139308577440436	-0.0351065764029318	-0.0490103111114259	0.00558490511677163	4	1	5	51	43	0	94	0.434687854325868	.	.	.	.	0.0782827130103984	0.111095106873095	0.437162647606381	0.820504692851275	0.589691176836527
chr3.194572517	1.5075023364767e-05	0.0881445561016207	0.0623234898764994	1.58822781727619e-05	0.296560168961223	-0.243792364891312	-0.179541539799558	0.00246583321545154	0.0089544561890669	0.00585508811839676	-0.0142042611428369	-0.0266120841526425	0.00707815372141425	13	0	13	33	53	0	86	0.100779568506714	.	.	.	.	0.0799419183873492	0.779150702690961	0.974602449952371	0.327850575831058	0.874047990718509
chr3.52517059	4.96192450223313e-06	1.74711972448794e-05	1.24579735213598e-06	0.725397664640043	0.9680064578502	-0.139692535600705	0.459867585689708	0.00333883180794975	0.00534925128233696	-0.0178357051451457	-0.00531308806847485	-0.00251487774952344	-0.000773314802827231	8	2	10	0	89	15	74	0.144334203002973	.	STAB1	STAB1	HAVANA	0.0482813751182292	0.0505878687703061	0.0660848476504847	0.999952590254861	0.996872799538539
chr3.21387606	6.60764903824527e-06	8.63431601397857e-05	7.78212813843112e-06	0.109975724936425	0.886888793986412	-0.108269356909414	0.288020540142371	-0.000714900523768288	0.00461364592696405	-0.0108726105808932	0.00397693032448825	0.00685428096841699	-0.00226245027779915	7	1	8	0	91	37	54	0.469269312739973	.	.	.	.	0.0571886112153094	0.109997742667026	0.125462630598674	0.982227413015317	0.988312828974327
chr3.44022115	1.80543096550354e-05	0.000482849813684129	0.000466822537279728	0.00482999689994061	0.133451993818304	0.0518923440325395	0.0564536151447632	0.00231552331964971	-0.00211807674235282	-0.00236697842683453	-0.00307833777882573	-0.00584943480436792	0.000851283038690766	0	13	13	66	20	0	86	0.128822195541717	.	.	.	.	0.0852183354687032	0.206822410154257	0.452656728239626	0.83705592431048	0.782113970873826
chr3.16605233	2.86604431728679e-08	2.5649288727833e-07	6.19550654967242e-05	0.000116251043734127	0.0011820272318921	-0.190027128203889	-0.206213451957438	-0.00849415875646442	0.00840736520030181	0.00766666611438889	0.0291820811140414	-0.00313187903743434	-0.00378826581417098	14	6	20	0	79	57	22	0.419761897894161	.	DAZL	DAZL	HAVANA	0.00330772810846117	0.00717845156548977	0.263258279638177	0.525647261335913	0.266085684638749
chr3.9302406	8.4008473906921e-07	0.0010368203449414	0.006936107219322	1.29783587186729e-05	0.0221920276980887	-0.0221325381990192	-0.122359287783373	0.00144957642001982	0.000446735992402373	0.00519361923738654	-0.00768746270654879	0.0137452821422367	0.00369100427194112	8	8	16	58	25	0	83	0.0317568444556819	.	SRGAP3,AC026191.1	SRGAP3,AC026191.1	HAVANA,HAVANA	0.0222619242095241	0.263408956038037	0.756174500074179	0.327365883172618	0.555073570470579
chr3.45928349	4.881685865712e-06	2.94712827045181e-07	2.15006334981427e-06	0.314069333975144	0.0206504955261725	-0.175705548592288	0.176235181606468	-0.00111840103317605	0.00760694535108444	-0.00756048232381825	0.016535291689426	-0.0201598577565377	-0.0013786266594474	0	0	0	0	99	24	75	1	.	FYCO1	FYCO1	HAVANA	0.0477833650786332	0.00727951608223059	0.0752262792452155	0.997231588000489	0.546442567118926
chr3.115791594	2.18149855492381e-06	5.00780542005869e-06	1.13845118986423e-05	0.0271678442737491	0.0615350368919351	-0.654565046509931	-0.450975340702512	-0.020157808477357	0.0270470853629435	0.0193148568046446	0.0471482801474833	0.0657877297731338	-0.00592576901697963	15	2	17	0	82	37	45	0.277476586439482	.	.	.	.	0.034034210459284	0.0290284346896539	0.153451369303443	0.935694724014906	0.68463106680225
chr3.113254696	0.000105751859474543	0.00018478436258121	4.80421116514168e-05	0.339141285337168	0.387522231216449	0.33820749518653	0.752732203146164	0.0105762227284732	-0.0118439361869807	-0.0290637139777084	0.0327126552637238	-0.0029069061647902	-0.00289997428673822	1	2	3	0	96	3	93	0.773693169863994	.	BOC	BOC	HAVANA	0.188640153256951	0.146963421177787	0.236788815784735	0.998144169175686	0.903767141315682
chr3.170585103	6.76970423634855e-05	1.79107363640859e-05	1.88000148446882e-05	0.724544580624029	0.118936694628511	0.00682989339349625	-0.16779450861549	-0.00207165914148821	-0.000301815236845753	0.0069588225525089	0.00196094882235378	0.0155184783421397	0.000293535328083495	11	8	19	61	19	0	80	0.0696845626228171	.	AC026316.4,SLC7A14-AS1,SLC7A14	AC026316.4,SLC7A14-AS1,SLC7A14	HAVANA,HAVANA,HAVANA	0.155696853797082	0.051041804688678	0.183343698761482	0.999952590254861	0.767823821995698
chr3.154430166	0.000104614713473881	0.000342828051951894	0.00283371209218741	0.00421432901251987	0.0180972972765754	0.052959911504755	-0.349752659425676	0.00109650685039431	-6.04502706033588e-05	0.0155847833471638	0.0581070160490597	0.06127272074144	0.00672528841065825	16	0	16	30	53	0	83	1	.	GPR149	GPR149	HAVANA	0.187784759770535	0.182733881823763	0.656964567445653	0.829144514260556	0.530228046381861
chr3.68004130	2.89484685893433e-05	0.00032035456753709	4.69448360725161e-05	0.0783588240077305	0.651051319815567	0.0605095159050034	0.461686440243041	0.00321465944877732	-0.00216854122883963	-0.0182651146956647	0.000149018804826407	-0.0164211370967251	-0.00360704310608932	0	5	5	0	94	3	91	0.62046458695944	.	.	TAFA1	HAVANA	0.106021864248952	0.179982883517027	0.234097378537239	0.97511243823348	0.957755973167947
chr3.38039797	6.04299874200152e-06	1.02432772378937e-06	1.92030980471271e-06	0.486417655148916	0.0648845662557456	0.169460093642656	0.0914490495956908	0.0038721889157098	-0.00698244069681315	-0.00403393680292128	-0.00971601123967422	-0.0143258340335809	0.000439902098435225	0	2	2	54	43	0	97	0.532467532467543	.	DLEC1	DLEC1	HAVANA	0.0546005854412406	0.0127631026619066	0.0752262792452155	0.999776031599403	0.691634136203682
chr3.183099626	1.44527940503491e-05	2.58154096448454e-06	1.94657099900638e-05	0.0972906086599212	0.0210683832080598	0.183214239386754	0.154975592193931	0.00577216302754678	-0.0077488338239516	-0.00672061104030167	-0.0176747176655761	-0.0217522635188327	0.00135272160580875	1	10	11	66	22	0	88	0.559906925602693	.	MCCC1	MCCC1	HAVANA	0.0799419183873492	0.0199156621488723	0.184199796278849	0.980063439510401	0.548444498091841
chr3.125958585	5.23391026673612e-05	0.00208078549973701	0.00347670152903345	0.0015993037390881	0.0850084049782618	0.284025026444761	0.661753782188955	0.0237568447187298	-0.0111919676016259	-0.0281743169359625	-0.0120626032218594	-0.0816821107848106	0.011574357378515	9	1	10	6	83	0	89	0.0236384474084481	.	AC092903.1	AC092903.1	HAVANA	0.135989348392154	0.332011676857076	0.678372122221937	0.761923734900537	0.726227282974724
chr3.49686321	2.27566714139229e-05	2.94511615445646e-06	0.000307406496063943	0.0097246319563476	0.00200239445547401	-0.123175566900943	-0.00690334985348284	0.000367644361389193	0.00530200087303929	-0.00022712967120745	0.0116073748635691	-0.0128841064110868	0.00185782766680979	13	5	18	57	24	0	81	0.0534887518755949	.	MST1	APEH,MST1,AC099668.1,RNF123	HAVANA,HAVANA,HAVANA,HAVANA	0.0956579799763141	0.0214590936707528	0.405380422246927	0.878607216295397	0.309195147203583
chr3.55663954	7.83339308722763e-05	0.046224548590211	0.00888259801314678	0.00088322064328107	0.900705029969438	0.0485273138466132	0.17753690970699	-0.000485281809008544	-0.00166037153110164	-0.00666055850758282	0.00436786085628799	0.00222674801150009	-0.00337738441901442	13	2	15	0	84	48	36	0.462288612049361	.	ERC2	ERC2,ERC2-IT1	HAVANA,HAVANA	0.165238717729867	0.697587254566906	0.787308103036206	0.711911325128007	0.989986365061647
chr3.14029671	6.0700201072929e-05	0.0340370674668889	0.00586423577604072	0.000998660762850805	0.94079500716912	-0.245189687679274	-0.252694843502053	-0.0110300625349505	0.00962790854984735	0.00957884214002834	0.00263492809439935	-0.00242520615093735	-0.00494256574293294	3	0	3	0	96	32	64	0.773693169863994	.	TPRXL	TPRXL	HAVANA	0.147718335645038	0.659289220653009	0.733984774462527	0.721967295308311	0.994065851712741
chr3.10993292	1.36894252295287e-05	0.00808143368954494	0.00932463378880319	0.000134545093939734	0.132111418505827	0.228285452795285	0.149307445749338	0.00907331380478962	-0.00913260377985213	-0.00505273776590026	-0.00835466746741135	0.015555382206933	0.00483243573582565	4	4	8	48	43	0	91	0.1006200960129	.	SLC6A1	SLC6A1	HAVANA	0.0794549446465976	0.478059910377924	0.793110185869509	0.555027541735083	0.780919289737884
chr3.13042141	8.92769900824269e-06	5.3103576031985e-05	8.93514046707507e-06	0.133153821499057	0.528469151937363	0.205258652214734	0.714794111803914	0.00831410364000906	-0.00828872683388625	-0.0282449433568443	-0.0212922000607051	-0.0331780059750408	-0.00425981601437616	13	0	13	0	86	13	73	0.610641801841851	.	IQSEC1	IQSEC1	HAVANA	0.0672740743922093	0.088118337885979	0.134667769253876	0.986002950521822	0.936129879107013
chr3.179263150	8.46935804323619e-05	9.27449286517959e-05	0.000821685056157779	0.0118287460986417	0.0159325590027569	-0.094007139641053	0.154334653849792	-0.00172302774344391	0.0032961631978885	-0.00733327872913391	-0.0114891794336939	-0.0361357433888438	-0.00322440059934137	2	2	4	0	95	42	53	0.385550752634723	.	KCNMB3	KCNMB3,LRRFIP1P1	HAVANA,HAVANA	0.171307402891919	0.113476801530996	0.518133201682602	0.893319996187741	0.515259729118088
chr3.47582574	0.000108015592126515	0.0124731899084198	0.00300238847044352	0.00390293198550799	0.598485704295108	-0.536654855456686	-0.173481211628834	-0.0165429999736209	0.021083000014386	0.00746103102071012	0.00617011937374656	0.0257891783167756	-0.0076888571679766	9	0	9	0	90	15	75	0.511361190752524	.	.	CSPG5,SMARCC1	HAVANA,HAVANA	0.189567133625807	0.531243851351269	0.662940074502118	0.826649942519946	0.949018276640827
