methyl	BMI.p	arm.p	int.p	BMI.p2	arm.p2	arm2.beta1	arm3.beta1	BMI.beta1	arm2xbmi.beta1	arm3xbmi.beta1	arm2.beta2	arm3.beta2	BMI.beta2	NAs	outliers	total.NAs	zeros	non.zeros	ones	non.ones	diff.miss	ME	genes	genes_flanking	genes_type	BMI.fdr	arm.fdr	int.fdr	BMI.fdr2	arm.fdr2
chr2.1739253	0.00248397996431524	0.854201930404053	0.812051019102397	0.000166507242597783	0.624119473907106	0.0570391500052127	0.0738066514021135	-0.00442076051307838	-0.00183900951817674	-0.002253989262984	0.00943107827677504	0.0148180203399471	-0.00573367806158419	2	0	2	0	97	18	79	0.329210472067621	.	PXDN	PXDN	HAVANA	0.51251318936262	0.993785203489339	0.999989862604799	0.575447125353743	0.953185531270824
chr2.86134883	0.000257022576048502	0.804405673787531	0.520389984612147	2.24615543546626e-05	0.851887453896356	-0.0610966314031631	0.0030691266054583	-0.00495858459984842	0.00251346951012215	8.34041941540355e-05	0.00257233159081484	0.00547941382645576	-0.00421167104899974	1	2	3	0	96	14	82	0.39188646405141	.	PTCD3	PTCD3,SNORD94	HAVANA,ENSEMBL	0.262462201699044	0.991200585105769	0.999989862604799	0.367971245247057	0.984182606167686
chr2.219224361	0.000631708293062086	0.212177995036934	0.162804719672712	0.000262484351219791	0.340653715506888	-0.103140375749298	-0.141327489133139	-0.00837107308444787	0.0039429691114469	0.00603297092118513	0.000321185776114877	0.0170759537633616	-0.00506567832280593	12	1	13	0	86	48	38	0.341483290488597	.	ATG9A	AC068946.2,ATG9A	HAVANA,HAVANA	0.348984774650767	0.882228456253072	0.999989862604799	0.602690485437331	0.889169252356483
chr2.239365777	0.0023972021381842	0.000960058875818647	0.541094497182555	0.000263050185742456	0.000157940150759362	-0.0219963539652668	-0.0404141848223789	-0.0070571621218361	0.00255500264712108	0.00349517586114273	0.0444531322512403	0.0512960587324917	-0.00512198997957199	13	0	13	0	86	28	58	1	.	HDAC4	HDAC4	HAVANA	0.508722329204231	0.256683342979629	0.999989862604799	0.602690485437331	0.14095273434346
chr2.29718604	0.000154022150759763	0.335343372991587	0.125716709094824	7.61631279085515e-05	0.817343697331106	-0.151170746041782	-0.254074796832914	-0.0124967139100225	0.00557112531640866	0.00923715047344606	-0.00642845240787495	-0.0124464336218721	-0.00761356885881193	5	1	6	0	93	14	79	0.0366790726613583	.	ALK	ALK	HAVANA	0.217968250809234	0.928655281722989	0.999989862604799	0.496226511337807	0.979972088387743
chr2.240500073	0.00141006903863666	0.72245966160511	0.443364606459975	0.000185185486376371	0.799453083965123	-0.0805878325263508	-0.0942077330045482	-0.00760732138986784	0.00340703146108027	0.00394579885153151	0.0071059808257662	0.00890496286052631	-0.00528268932406255	8	0	8	0	91	43	48	0.999999999999975	.	ANKMY1	ANKMY1	HAVANA	0.441919851767054	0.985801560763342	0.999989862604799	0.58599041392751	0.977818210492545
chr2.231398072	0.000256227862551333	0.117971152016324	0.0567241626758449	0.000353937099626794	0.461763701453882	-0.242911432669362	-0.236661271842977	-0.0132236278394113	0.010340036778806	0.00973963580533154	0.0236405526781002	0.0168514205485148	-0.00758044860780885	12	2	14	0	85	33	52	0.147446406102156	.	B3GNT7	AC017104.1,B3GNT7	HAVANA,HAVANA	0.262462201699044	0.814099893329396	0.967916101117365	0.643833901051535	0.922138578275302
chr2.80322665	0.000623138079837102	0.0886145226968335	0.160358816622388	0.000266239382635998	0.115300750753311	0.0144525442818921	-0.14831743687987	-0.00569425376269592	-0.0011771261898715	0.00452770072615471	-0.0143443647902005	-0.0270190815435828	-0.00462616249144163	11	7	18	55	26	0	81	0.0639875773568687	.	CTNNA2	CTNNA2	HAVANA	0.347241213839636	0.779872381051399	0.999989862604799	0.603131818846036	0.764253275868611
chr2.127651394	0.00232393600773365	0.750342914773933	0.851042198808876	0.000143435007210386	0.442123774237328	-0.0260513243522863	-0.0529942253083365	-0.00688520614731896	0.00159813252519486	0.00197576637545813	0.015461767257998	-0.00100403677461652	-0.00572592483590228	9	0	9	0	90	33	57	0.909811013238729	.	LIMS2,GPR17	LIMS2,GPR17	HAVANA,HAVANA	0.504998257476539	0.987840760946754	0.999989862604799	0.567109895318465	0.917541652840021
chr2.232409971	3.4963300432967e-05	0.291882319540298	0.10170636962819	2.09609199340724e-05	0.830532108456405	-0.0874047576441312	0.409759679963372	-0.0132365996232294	0.00379270069930126	-0.0161992351372373	0.00393250574430601	-0.0204276888760165	-0.0169486068269869	15	0	15	0	84	3	81	0.0569259443058142	.	ALPG	ALPG	HAVANA	0.115048696444775	0.915906487713572	0.999989862604799	0.359885170696863	0.981543168117724
chr2.74514924	0.00141030693801026	0.089027536934485	0.263819485031736	0.000356039658131568	0.0687699102294745	-0.0996958126242847	-0.166722871233282	-0.00845446433726637	0.00245038889664419	0.00582219016651542	-0.034390784612717	-0.0131073991148047	-0.00561708455447949	19	1	20	45	34	0	79	0.950250621224171	.	TLX2	TLX2,DQX1	HAVANA,HAVANA	0.441919851767054	0.780453838888248	0.999989862604799	0.64474626618557	0.699505138221075
chr2.130074932	0.00022973399417243	0.00916189529376176	0.110198709911583	0.000140562994683526	0.0123499033461131	-0.115443804638897	-0.12340389539141	-0.00876789003570561	0.00533377225565808	0.00626977599907368	0.0224564201976057	0.043360859354349	-0.00520611258104755	13	0	13	0	86	49	37	0.754627420914842	.	POTEF	POTEF	HAVANA	0.250518674561639	0.49225004261752	0.999989862604799	0.564601178886031	0.486398309322894
chr2.126971335	0.000179428470157381	0.577191453324444	0.443127997496344	1.85247426985788e-05	0.531787358298429	0.164113161885897	0.110125162781746	0.0121846221829372	-0.00614867127048447	-0.00481812514487325	0.00484818228283049	-0.0170895949278655	0.00879311760921634	1	2	3	0	96	24	72	0.194977334888971	.	.	.	.	0.2289860403664	0.971966154789923	0.999989862604799	0.338176686383582	0.936785556485685
chr2.239162823	0.00436051779482999	0.369334814950567	0.793607037771383	0.000329991848828707	0.143301859616012	-0.0264296381174985	0.00824235119622469	-0.00266942594866316	0.000517104594026108	-0.000763888895272956	-0.0134216356168189	-0.0116211398405937	-0.00277075465313121	0	0	0	0	99	26	73	1	.	HDAC4	HDAC4	HAVANA	0.583467030493218	0.937438167503441	0.999989862604799	0.639021568773426	0.790416733672607
chr2.237955987	0.00196898364002036	0.971996459056018	0.808372244674134	0.000124952697184577	0.955152760821246	-0.0403620182229503	-0.0951620764579433	-0.00978194311769433	0.00158599003366808	0.00340265306316715	0.00133858677773932	-0.00506052487380524	-0.00816728255292234	12	3	15	21	63	0	84	0.462288612049361	.	.	.	.	0.482493704622053	0.999093363352749	0.999989862604799	0.536019330427828	0.995487335242868
chr2.240673110	0.00585951097201339	0.298813556125428	0.961254062283121	0.000353394372707419	0.0844013333094587	0.0324243474318472	0.0346679516446573	0.00894459546835792	0.000610067162930789	-0.00105268427372102	0.0474851520370937	0.00684664539522831	0.00875374583513344	16	2	18	27	54	0	81	0.514339423529463	.	.	AC011298.3,AQP12B	HAVANA,HAVANA	0.628338650553694	0.918237784940398	0.999989862604799	0.643833901051535	0.725227400784854
chr2.173282735	0.000416176388973451	0.171112772791087	0.275953100415498	8.60741841808897e-05	0.149837889370485	0.0288116648472092	0.102743090050411	-0.00317945184923226	-0.00130990198203838	-0.00487494479144736	-0.00580390797823825	-0.0240447376017799	-0.00494143678651345	15	1	16	0	83	34	49	0.295875131095051	.	.	MAP3K20-AS1	HAVANA	0.307872127505569	0.858271676859582	0.999989862604799	0.506947550464482	0.795963189587732
chr2.8750226	0.00184907237999881	0.855815957397919	0.57582858509	0.000179377608903663	0.890626176272354	0.0771090586146362	0.13429199647851	-0.00455635537022447	-0.00279713874232862	-0.00467713074287781	0.00294203781041924	0.00957251755535576	-0.00703160059144779	17	1	18	0	81	32	49	0.277897468502245	.	KIDINS220	KIDINS220	HAVANA	0.474983703359489	0.993919735214329	0.999989862604799	0.584520420682094	0.98875766832319
chr2.239192686	0.00237404493361377	0.30035950246329	0.548991631974225	0.000257863510903118	0.156464458086856	0.111003548019853	0.0207795506764154	0.00692326327841608	-0.00389974975574601	-0.00139582009718917	0.011417439552702	-0.0159049239319875	0.00530875827827272	1	1	2	0	97	11	86	0.199340342197489	.	HDAC4	HDAC4,AC017028.2	HAVANA,HAVANA	0.507033145970762	0.918859683545905	0.999989862604799	0.597238403978799	0.800826233298815
chr2.231228372	0.0012623641949113	0.00919743404973529	0.228907615551905	0.000368816534276413	0.00550177432946665	-0.222754151521919	-0.198146584252019	-0.0106433894898687	0.00645242937720036	0.00663997320492412	-0.0561283096467329	-0.0239886658004342	-0.00651203128204997	0	3	3	0	96	9	87	0.999999999999975	.	ARMC9	ARMC9	HAVANA	0.42946419311682	0.492608672335223	0.999989862604799	0.652230284975883	0.401045691468937
chr2.30959196	0.00349511713296224	0.351942185415149	0.914282972410278	0.00021337269200434	0.114633727809383	-0.0433225563504634	-0.0537091418227599	-0.00999958267367138	0.000173914209399882	0.00233055847296758	-0.0382515767764594	0.00682926719878172	-0.0091968528327201	0	1	1	1	97	0	98	0.292929292929288	.	GALNT14	GALNT14	HAVANA	0.556011023731111	0.933014792597066	0.999989862604799	0.590459584763448	0.763402710155424
chr2.239122422	4.75650165705923e-05	0.0401942719600118	0.0150305372129129	0.00026437910115228	0.470000293157142	-0.137596889027895	-0.0999406998946357	-0.00618870312452916	0.00574277551134769	0.00396507518150559	0.00986040480572636	0.00384431361525807	-0.00314832801362931	0	0	0	0	99	22	77	1	.	HDAC4	HDAC4,AC017028.1	HAVANA,HAVANA	0.133022930092226	0.680299359813868	0.84603810910292	0.602690485437331	0.924117131866597
chr2.160364859	0.000922065004195763	0.411698093825219	0.167493479068656	0.000389591725598506	0.828580588586537	-0.277884505756419	-0.165363363089271	-0.0139672825289047	0.0111838628603697	0.00663195937470557	0.0121795251225186	0.0127485103641048	-0.00831599944204522	19	0	19	0	80	20	60	0.236275844090714	.	RBMS1	RBMS1	HAVANA	0.387199724475141	0.94686954852458	0.999989862604799	0.653261493345108	0.981339875936096
chr2.1496684	0.00264805759428747	0.702246129919599	0.746516587461475	0.000195022281087567	0.442879354778324	-0.0934886548698962	-0.112033657090036	-0.00938715323232276	0.0026219173517046	0.00364609914424013	-0.0250230452976687	-0.0161535550537018	-0.00734404570153202	13	2	15	0	84	17	67	0.32168358952973	.	AC105450.1,TPO	AC105450.1,TPO	HAVANA,HAVANA	0.520968261100949	0.984177722532434	0.999989862604799	0.588504917750516	0.917787186126479
chr2.130657515	0.000893557121782547	0.0739435703400779	0.350971662572018	0.00014829541349073	0.0401585330808177	-0.0682765665500536	0.0917236250140012	0.00498777879792522	0.00273903381535831	-0.00237256224181612	0.00140308540686397	0.0309907934463213	0.00526792695616096	5	2	7	0	92	39	53	0.284068652269674	.	POTEJ	POTEJ	HAVANA	0.384753411269465	0.756448353588813	0.999989862604799	0.57110508593162	0.628952977703353
chr2.105741348	0.00288702571381614	0.735427543305922	0.938224980310041	0.000159943559338741	0.382202107708696	-0.0391178423718491	-0.0419436992857937	0.0103552940681115	0.00278264496729711	0.00142000600036052	0.0325915033616773	-0.00429840838826592	0.0116290351242731	16	0	16	0	83	0	83	0.69929012867025	.	.	NCK2	HAVANA	0.533649442192072	0.986729816074537	0.999989862604799	0.573510684480662	0.902182642936931
chr2.131829951	5.46354412146082e-05	0.0325422317291422	0.0230624222486959	0.000197048792420333	0.248547225118864	0.242406406980585	0.343996852096369	0.0164765568096563	-0.0100926173009503	-0.0146456702960546	-0.020122977721774	-0.0429617643242164	0.00872368504763313	8	2	10	23	66	0	89	0.104985862809862	.	AC103564.1	AC103564.1,AC103564.2	HAVANA,HAVANA	0.138862940499014	0.653149964156402	0.892595749521977	0.589567794949134	0.854300960158321
chr2.204678587	0.000341839732607877	0.191667450565372	0.321684610852397	5.67824007596793e-05	0.148040381126375	0.133708195909212	0.0494293895131311	-0.00406437955390156	-0.00614218567854055	-0.00297537483776097	-0.0251257667479304	-0.0294550120080359	-0.00680580863789621	9	1	10	0	89	38	51	1	.	PARD3B,AC007736.1	PARD3B,AC007736.1	HAVANA,HAVANA	0.288993701342974	0.871059807471718	0.999989862604799	0.473632922968303	0.794355559611819
chr2.191846763	0.00464159591740838	0.506358678990572	0.959878692248217	0.000278394581623356	0.191268319946115	0.0442173838297897	-0.0724474452857328	0.0119663146394536	-0.000274922303780252	0.00193479631661524	0.0377670055748792	-0.0220954074994307	0.0125415637807313	2	1	3	0	96	1	95	0.999999999999975	.	CAVIN2,AC098617.1	CAVIN2,AC098617.1	HAVANA,HAVANA	0.592317045249654	0.962729765531004	0.999989862604799	0.610766961317057	0.824163364211035
chr2.3455023	4.31595011832124e-05	0.0844288992902602	0.834363848601148	1.68362731907935e-06	0.0184145957037511	0.0436587224067464	0.0555361489835105	-0.00383878078616652	-0.00134721071937682	-0.00109501364644829	0.0088715303423888	0.0267474992783076	-0.00461082085236588	0	1	1	0	98	17	81	0.999999999999961	.	TRAPPC12	TRAPPC12	HAVANA	0.126550812306379	0.773476747734455	0.999989862604799	0.162859548423271	0.532936071256574
chr2.69359219	0.00135334473454167	0.851351525869533	0.771537463920386	8.86124066608184e-05	0.652373813936166	-0.112331859162178	-0.0880089031230838	0.00655422267724207	0.00374741031496363	0.00268300408202971	-0.0160994043163855	-0.0177937481764289	0.00857004919435519	1	0	1	0	98	4	94	0.636363636363626	.	GFPT1	GFPT1	HAVANA	0.43820544066119	0.993716155132485	0.999989862604799	0.506947550464482	0.957922657478958
chr2.129923477	0.000496145445767442	0.44764018922436	0.241917193799533	0.000122168454346354	0.65169024994352	0.0634266081433064	-0.0724484500424529	0.00498298578324652	-0.00253290021258312	0.00317273498824888	-0.000225680302976518	0.0107328701807542	0.00541158418652765	5	1	6	50	43	0	93	0.582749421760761	.	PLAC9P1,LINC01856	PLAC9P1,LINC01856	HAVANA,HAVANA	0.322913154497685	0.953674987774149	0.999989862604799	0.535269911061605	0.957803070573963
chr2.7976822	0.000234737134492877	0.314961231619477	0.139169142699356	0.000106384294865463	0.677719279488225	-0.0246798000480319	0.0791022102123746	0.00465351457608837	0.000774055616815426	-0.00332199216925734	-0.0057875098038744	-0.00747881691815108	0.00363222510911553	0	7	7	0	92	18	74	0.0173754674486648	.	LINC00298	LINC00298	HAVANA	0.253619901633065	0.922690951257932	0.999989862604799	0.518671456235179	0.961822514679604
chr2.73285021	0.000544125045009672	0.1353793880328	0.116772647495271	0.000330092198178462	0.267162472366293	0.0104584130507523	-0.0341235290125336	0.000992866634336454	-0.000305166741256671	0.0015545954842646	0.0031464719837752	0.00636162501080199	0.00144960895867976	2	6	8	70	21	0	91	0.898676570428702	.	.	FBXO41	HAVANA	0.331971566282839	0.830609064150992	0.999989862604799	0.639021568773426	0.862915232181855
chr2.208128448	0.000970303214393191	0.650644569859953	0.508451712713738	0.000102235102284222	0.570500672508878	0.0732925384219757	0.0848246810298248	-0.00346178354473728	-0.0031970724889813	-0.00382627583738208	-0.00929978078358551	-0.0155208066481354	-0.00568222123030763	6	0	6	0	93	30	63	1	.	CRYGC	CRYGD,CRYGC	HAVANA,HAVANA	0.39467566856574	0.979570293708482	0.999989862604799	0.517481808114431	0.943840972974807
chr2.100060949	7.94205373307682e-05	0.180771813402113	0.140646199723806	3.27467478614509e-05	0.319974584760845	-0.22255785355973	-0.00683047763641495	-0.00974601520503252	0.00763752981256025	-0.00036852739490932	-0.0271848236722638	-0.0146483821445849	-0.00770711415012628	8	1	9	0	90	28	62	0.015708875312384	.	AFF3	AFF3	HAVANA	0.1657485987183	0.864973391571839	0.999989862604799	0.388543048182941	0.882089304190505
chr2.227167341	0.00396778472480155	0.935813017920162	0.775420401925464	0.000303067674862979	0.853722341179406	0.0310457866418291	0.0672797685050266	0.00717039885445524	-0.00103999626670704	-0.00278249164611718	0.0038032813336092	-0.00520512524214577	0.00593808510945643	1	2	3	0	96	8	88	0.39188646405141	.	COL4A3	COL4A4,COL4A3	HAVANA,HAVANA	0.571899401333941	0.99767429851893	0.999989862604799	0.625313031089025	0.984439295602403
chr2.3170685	0.00225610106295382	0.388839135560971	0.61799252777901	0.000206062886871849	0.200622968732606	-0.0341772890876422	0.00693676401011969	-0.00401304516955952	0.00190459623370505	-0.0002094322532772	0.0145981478755618	0.00182957113050761	-0.00352866130257539	17	0	17	0	82	50	32	0.630122448696589	.	.	.	.	0.500538398722142	0.941668048769919	0.999989862604799	0.590037874650319	0.82994223564841
chr2.128319697	0.00582375400317875	0.423716937135835	0.910697838176541	0.000384574115560423	0.151945965637945	-0.139049551872301	-0.213966048031987	-0.0192887773114127	0.00347547556699961	0.00474543661027283	-0.0486360636593645	-0.0895652014072366	-0.016693708226213	8	0	8	0	91	3	88	0.813184926727942	.	.	HS6ST1	HAVANA	0.627551465578151	0.949245601671579	0.999989862604799	0.653261493345108	0.7974005636288
chr2.11697888	0.000593061639898951	0.345846014451173	0.114367328394134	0.000373759884790417	0.936265244612347	0.464882109390246	0.304731688419526	0.022391433858383	-0.0185333832215124	-0.0118033655677349	-0.0129214614700745	-0.00739036344262126	0.013212821371819	10	0	10	0	89	0	89	0.644546831343309	.	LPIN1	LPIN1	HAVANA	0.340847213225664	0.931503965984291	0.999989862604799	0.653261493345108	0.993619682099573
chr2.3779042	0.000591712213380031	0.706282176877083	0.765871897499652	3.44330941073052e-05	0.436634498884469	-0.0442817241545099	0.0226468461199207	-0.00748851089128328	0.00158388629404617	-0.00170693911456976	-0.00402515926100071	-0.0214880084392697	-0.00768782948752942	5	4	9	0	90	11	79	0.180963500858419	.	DCDC2C	DCDC2C	HAVANA	0.340847213225664	0.984461921627199	0.999989862604799	0.395964449245862	0.916434861508522
chr2.138671117	2.12080566624023e-06	0.0737436040088394	0.091704508960026	1.30371399656618e-06	0.163813367677857	-0.174865547737395	-0.0769599252322955	-0.00847434001693978	0.00641752185497108	0.00200393312269275	-0.0106010782162862	-0.0240727641379863	-0.005949947404961	17	1	18	0	81	49	32	0.721937314067532	.	NXPH2	NXPH2	HAVANA	0.034034210459284	0.756061327004602	0.996831085098457	0.134331789948576	0.80637275387531
chr2.199271997	0.000687033493338981	0.216996793746153	0.127397409173608	0.000380129194442128	0.447219794985622	0.241018444072473	0.276268740210433	0.0132564824728704	-0.00848902443462669	-0.00952176656580276	0.0210161606779555	0.026135865830253	0.00759788635704541	1	2	3	0	96	0	96	0.999999999999975	.	SATB2	SATB2	HAVANA	0.355760400170401	0.884909890048767	0.999989862604799	0.653261493345108	0.918717091236995
chr2.94874260	0.000252776028874333	0.0490293882097775	0.415132995113403	2.93341210071856e-05	0.0202314026989282	0.0243686234298141	0.0681556153181383	0.00664399418354548	-0.000957012043777743	-0.00371293033274984	-0.00134588161025124	-0.0307796342672816	0.00516325629384843	9	2	11	44	44	0	88	0.377554869827924	.	AC097374.1,TEKT4	AC097374.1,TEKT4	HAVANA,HAVANA	0.261351588227801	0.704923496093306	0.999989862604799	0.379826744962277	0.54374742558481
chr2.148024889	0.000157005688031793	0.0711328684399378	0.040444735418269	0.000299041400505863	0.349367119054093	-0.0930194582198562	-0.183434722479714	-0.00829932445521047	0.00346388605981051	0.00756064962122387	-0.00262987613276514	0.0140527756821539	-0.00463166475266285	3	0	3	0	96	44	52	0.106969123169419	.	MBD5	ORC4,MBD5	HAVANA,HAVANA	0.219299915161934	0.751439815486702	0.946108785293786	0.623997717753823	0.892222235541426
chr2.11426439	0.00432385724991381	0.541359466803831	0.818922492757532	0.000311858548010539	0.252570160675766	-0.0232963796302751	-0.0835665717719994	-0.00651532603519726	0.000453940216347773	0.00222668455393366	-0.0110582030532742	-0.0254868710230416	-0.00561330630335087	5	0	5	0	94	17	77	0.316152293305234	.	AC099344.3	AC099344.3	HAVANA	0.582261829292439	0.967457861062592	0.999989862604799	0.626500027122414	0.856142827800297
chr3.8683422	0.000106687800448076	0.0135713231134811	0.0402357529221651	0.000214027076314114	0.0553120474220082	0.480907333725341	-0.186232889444214	0.0225755844104234	-0.0234323172922572	0.00510217366398697	-0.112840607548981	-0.0522527146752686	0.0180562566685206	12	5	17	5	77	1	81	0.753622747583455	.	SSUH2,OR7E122P	SSUH2,OR7E122P	HAVANA,HAVANA	0.188640153256951	0.541110455640854	0.945634052332059	0.590459584763448	0.670744182268916
chr3.12908043	0.000190898040226027	0.0475102824485134	0.167618202940301	6.96189192329504e-05	0.0522191825452695	-0.150926435295214	-0.0980460739231472	-0.00753003252714117	0.00507043390103046	0.00389094565893389	-0.0214802572982829	0.00296337056039323	-0.00457793622944615	20	0	20	0	79	50	29	0.377555166868186	.	IQSEC1	IQSEC1	HAVANA	0.235287404495196	0.701031838783029	0.999989862604799	0.489246359876061	0.663367194002252
chr3.52293520	0.00505136311325406	0.946280045411196	0.829569476363753	0.000366151453277212	0.829437124837107	0.0681939671233206	0.0195234513171688	-0.00553685124602383	-0.00280112200616421	-0.00116821704522148	-0.00405607417273327	-0.0114766385784824	-0.00675220034110529	8	0	8	0	91	35	56	0.420237340617482	.	GLYCTK,GLYCTK-AS1	GLYCTK,GLYCTK-AS1,MIR135A1	HAVANA,HAVANA,ENSEMBL	0.604701775119172	0.998133483176822	0.999989862604799	0.652230284975883	0.981398908970038
chr3.43998012	0.000173173754803344	0.064577579109451	0.192237397625739	5.16300616708143e-05	0.064721867910199	-0.048395759974576	-0.0959374646189024	-0.00435278578453969	0.00122330972122258	0.00311942522560312	-0.0156176574542205	-0.0131843733666416	-0.00293942026780332	1	10	11	65	23	0	88	0.200262648503707	.	.	AC006058.2,AC006058.3	HAVANA,HAVANA	0.227272655333222	0.739806589412905	0.999989862604799	0.470773220017338	0.691277705298476
chr3.56801304	0.00280361340710208	0.376651755997105	0.606055787105316	0.000276071811881373	0.196032516517504	0.00728739215049468	-0.0296173573384933	-0.00333766064728881	-0.000620508054408976	0.00138720028455462	-0.00808913216428293	0.00646739504807157	-0.0030502863768728	1	1	2	49	48	0	97	0.999999999999994	.	ARHGEF3	ARHGEF3	HAVANA	0.529743123736768	0.939125619471133	0.999989862604799	0.609291290523108	0.82732837110097
chr3.69660834	0.000772538192841169	0.141904025331678	0.180061958319709	0.000290676059507748	0.183235489396912	0.155660146385798	0.143675470712987	-0.0023277492078157	-0.00725588163650423	-0.00648742879279398	-0.0301090532424792	-0.0256043652857178	-0.00657277870089662	13	2	15	0	84	32	52	0.531653808220586	.	.	.	.	0.367193436839701	0.836223160260178	0.999989862604799	0.618089265997059	0.819000386291194
chr3.170063963	0.00253867627808317	0.791592075004452	0.464892110194373	0.000342353759807375	0.921203520418855	0.0267580123298154	-0.0665835451733716	-0.00498421945705438	-0.00125936555215249	0.00248578566422381	-0.00477143188012982	-0.00191117616445811	-0.00452816317659927	0	0	0	0	99	7	92	1	.	GPR160	GPR160,AC008040.2	HAVANA,HAVANA	0.515979466272835	0.990325135699731	0.999989862604799	0.641792910983539	0.992074968199172
chr3.66544951	0.000366847593878855	0.289024920981435	0.0964173969768001	0.000268191990127748	0.862584763465309	-0.0300319837220519	-0.169312208378183	-0.00777724052920404	0.00136781165246258	0.00664196688085833	0.00708107974910409	0.00429614335390191	-0.0050738075106178	1	4	5	0	94	35	59	0.62046458695944	.	.	.	.	0.296494890154975	0.91483253365587	0.999989862604799	0.603131818846036	0.985456733092268
chr3.170319779	0.000444925829504596	0.88339128387167	0.754697971526863	2.52695068012694e-05	0.734803727111682	-0.0228842023946622	0.0285286029031356	-0.00512176702719791	0.000884757105439035	-0.00144924630606628	-0.000641876387264657	-0.0092512942169148	-0.00533556143882658	12	0	12	0	87	42	45	0.366415917218984	.	.	.	.	0.31417799116964	0.995264150142375	0.999989862604799	0.375650982255877	0.969728618314676
chr3.50504121	0.000885079367572085	0.205135685720031	0.458507620429306	0.000104989959502188	0.111660362920176	0.0943408526012535	-0.0321728000244001	-0.00779679298271811	-0.00462061963977342	0.00207431361533969	-0.0230775200670313	0.0213240591952963	-0.00846556133557336	5	1	6	17	76	0	93	0.582749421760761	.	CACNA2D2	CACNA2D2	HAVANA	0.383619852307503	0.878529514233814	0.999989862604799	0.518671456235179	0.760207678761069
chr3.32862842	0.00289283413583633	0.430653304927107	0.525425865881758	0.000340705710798563	0.278494879533143	-0.17598023261893	-0.0838947118462638	0.00679873294119466	0.00773000134530385	0.00239915849693777	0.0224598887853182	-0.0203009361471022	0.010057151107361	5	1	6	0	93	7	86	0.131022696831761	.	TRIM71	TRIM71	HAVANA	0.533649442192072	0.950537951793058	0.999989862604799	0.641792910983539	0.867432013219667
chr3.67990346	0.001729338362109	0.127762167573195	0.416339356424925	0.000252933250302771	0.0665008951926822	-0.170521591838523	-0.230913121350655	0.00643516163506897	0.00947316056688131	0.00978949179907461	0.0747420489905464	0.0260592316275183	0.0126895518860936	2	0	2	0	97	0	97	0.999999999999994	.	.	.	.	0.467400451154115	0.823846838116863	0.999989862604799	0.591763364651594	0.694985496420081
chr3.138101858	0.000649458959135283	0.315140258883839	0.528237230780024	6.2011803695793e-05	0.174411845668938	0.162489054299794	0.14837809080244	0.0135506475911271	-0.00520937583895621	-0.00630390271429736	0.0261055228475082	-0.0179758198250672	0.00987683028009768	2	3	5	0	94	7	87	0.522034350167833	.	DZIP1L,KRT8P36	DZIP1L,KRT8P36	HAVANA,HAVANA	0.351274673086043	0.922709888077199	0.999989862604799	0.483250554705369	0.813652944322355
chr3.194929387	0.00188660078483422	0.349906796730069	0.900199926868199	0.000105616282250898	0.115246356356264	-0.00855483978045352	0.0252874100918316	0.0157878165271296	-4.93701626050612e-05	-0.00371048657307448	-0.0109283924428137	-0.0715211838700717	0.0145665228615917	6	0	6	0	93	2	91	0.582749421760761	.	.	.	.	0.47706435271995	0.932593464578965	0.999989862604799	0.518671456235179	0.764197701424557
chr3.56719998	8.26610192989631e-06	0.0613072085943885	0.0221793374282862	3.17510485940038e-05	0.528944941353236	0.0866948839579826	-0.180617834715544	-0.00858950059563438	-0.00416069266401743	0.00694937309709165	-0.0149689552831432	0.00264211791231084	-0.007211161105142	18	0	18	0	81	39	42	0.946977635778349	.	.	.	.	0.0652484474842726	0.732687463756449	0.887970098296565	0.388543048182941	0.936241809360245
chr3.195993104	0.00159229484831848	0.243539529124594	0.321861415852788	0.000315947313769759	0.203923138571359	0.0995865400391547	-0.00349526703431665	-0.00322577301957053	-0.00462332029820879	-0.000660727483031083	-0.018566694398222	-0.0211851984250664	-0.00480987659032319	0	1	1	0	98	1	97	0.999999999999961	.	.	SDHAP1,AC024937.3,AC024937.2	HAVANA,HAVANA,HAVANA	0.45698589153905	0.897205475522984	0.999989862604799	0.626500027122414	0.831813330650378
chr3.10358742	0.00046881612355663	0.31942934951941	0.141342211716026	0.000222075504578766	0.680648716045925	0.305255816881114	0.383062590006132	0.0199478048438626	-0.0115146228446396	-0.0138398526782798	0.0106046151710948	0.025288329576832	0.0107205554729681	4	3	7	0	92	2	90	1	.	ATP2B2	ATP2B2	HAVANA	0.31814149507768	0.924045807367228	0.999989862604799	0.590735628589333	0.962155247062414
chr3.194572517	1.5075023364767e-05	0.0881445561016207	0.0623234898764994	1.58822781727619e-05	0.296560168961223	-0.243792364891312	-0.179541539799558	0.00246583321545154	0.0089544561890669	0.00585508811839676	-0.0142042611428369	-0.0266120841526425	0.00707815372141425	13	0	13	33	53	0	86	0.100779568506714	.	.	.	.	0.0799419183873492	0.779150702690961	0.974602449952371	0.327850575831058	0.874047990718509
